"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-8",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output nbt_cidd_8.csv",,,,"Date:","26 Sep 2019 07:25:13 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
26-09 07:26:07,0.0,0.500,99.0,0.500,0.0,0.0,1022210048.0,11472896.0,579424256.0,2530217984.0,1048576.0,0.0,215.0,902.0,4.0,0.0,java / 1048576:0
26-09 07:26:08,0.0,0.0,100.0,0.0,0.0,0.0,1022443520.0,11472896.0,579317760.0,2530091008.0,1048576.0,28672.0,173.0,852.0,4.0,4.0,java / 1048576:8192
26-09 07:26:09,1.0,0.0,99.0,0.0,0.0,0.0,1022443520.0,11472896.0,579317760.0,2530091008.0,1048576.0,0.0,282.0,1413.0,4.0,0.0,java / 1048576:8192
26-09 07:26:10,0.0,0.0,100.0,0.0,0.0,0.0,1022439424.0,11472896.0,579448832.0,2529964032.0,1179648.0,0.0,173.0,852.0,5.0,0.0,java / 1179648:0
26-09 07:26:11,0.503,0.0,98.995,0.503,0.0,0.0,1022439424.0,11472896.0,579448832.0,2529964032.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:26:12,0.505,1.010,97.475,1.010,0.0,0.0,1022500864.0,11481088.0,582025216.0,2527318016.0,1048576.0,20480.0,2612866.0,11801.0,4.0,2.0,java / 1048576:2670592
26-09 07:26:13,0.503,1.005,98.492,0.0,0.0,0.0,1021427712.0,11481088.0,586452992.0,2523963392.0,1048576.0,4096.0,4367826.0,12177.0,4.0,1.0,java / 1048576:4292608
26-09 07:26:14,0.505,1.010,98.485,0.0,0.0,0.0,1022054400.0,11481088.0,590577664.0,2519212032.0,1048576.0,0.0,4237534.0,10691.0,4.0,0.0,java / 1048576:4288512
26-09 07:26:15,0.505,0.0,98.990,0.505,0.0,0.0,1021235200.0,11481088.0,595103744.0,2515505152.0,1048576.0,0.0,4432784.0,11385.0,4.0,0.0,java / 1048576:4358144
26-09 07:26:16,0.503,1.005,98.492,0.0,0.0,0.0,1021325312.0,11481088.0,599175168.0,2511343616.0,1048576.0,0.0,4042129.0,10180.0,4.0,0.0,java / 1048576:4096000
26-09 07:26:17,0.505,1.010,97.475,1.010,0.0,0.0,1021554688.0,11489280.0,603324416.0,2506956800.0,1048576.0,40960.0,4237138.0,10279.0,4.0,2.0,java / 1048576:4227072
26-09 07:26:18,0.510,0.0,99.490,0.0,0.0,0.0,1021681664.0,11489280.0,607604736.0,2502549504.0,1048576.0,0.0,4302690.0,11445.0,4.0,0.0,java / 1048576:4222976
26-09 07:26:19,0.503,1.005,97.487,1.005,0.0,0.0,1022070784.0,11489280.0,611852288.0,2497912832.0,1048576.0,0.0,4237534.0,10711.0,4.0,0.0,java / 1048576:4292608
26-09 07:26:20,1.0,1.0,98.0,0.0,0.0,0.0,1022320640.0,11489280.0,615735296.0,2493779968.0,786432.0,0.0,4237402.0,10477.0,3.0,0.0,java / 786432:4227072
26-09 07:26:21,1.005,1.005,97.990,0.0,0.0,0.0,1022214144.0,11489280.0,620023808.0,2489597952.0,1048576.0,0.0,4302624.0,11033.0,4.0,0.0,java / 1048576:4288512
26-09 07:26:22,1.0,1.0,97.500,0.500,0.0,0.0,1022046208.0,11497472.0,624529408.0,2485252096.0,1048576.0,20480.0,4367958.0,10829.0,4.0,2.0,java / 1048576:4354048
26-09 07:26:23,0.503,1.508,96.482,1.508,0.0,0.0,1022607360.0,11497472.0,628834304.0,2480386048.0,1048576.0,8192.0,4370754.0,11073.0,4.0,1.0,java / 1048576:4292608
26-09 07:26:24,1.0,0.500,98.0,0.500,0.0,0.0,1022541824.0,11497472.0,632827904.0,2476457984.0,1048576.0,0.0,3978127.0,10634.0,4.0,0.0,java / 1048576:4030464
26-09 07:26:25,1.010,0.505,98.485,0.0,0.0,0.0,1022308352.0,11497472.0,636993536.0,2472525824.0,1048576.0,0.0,4237006.0,10345.0,4.0,0.0,java / 1048576:4161536
26-09 07:26:26,0.995,0.995,97.512,0.498,0.0,0.0,1023250432.0,11497472.0,641519616.0,2467057664.0,1179648.0,0.0,4367298.0,10565.0,5.0,0.0,java / 1179648:4358144
26-09 07:26:27,1.0,0.500,97.0,1.0,0.0,0.500,1022648320.0,11505664.0,645726208.0,2463444992.0,1048576.0,32768.0,4302558.0,11069.0,4.0,3.0,java / 1048576:4354048
26-09 07:26:28,1.500,1.0,97.500,0.0,0.0,0.0,1023045632.0,11505664.0,649990144.0,2458783744.0,1048576.0,32768.0,4301987.0,10306.0,4.0,7.0,java / 1048576:4292608
26-09 07:26:29,0.510,0.0,99.490,0.0,0.0,0.0,1023201280.0,11505664.0,654368768.0,2454249472.0,1048576.0,0.0,4302053.0,10372.0,4.0,0.0,java / 1048576:4222976
26-09 07:26:30,1.0,1.0,98.0,0.0,0.0,0.0,1023643648.0,11505664.0,658575360.0,2449600512.0,1048576.0,0.0,4237181.0,10890.0,4.0,0.0,java / 1048576:4227072
26-09 07:26:31,0.995,0.995,95.522,1.990,0.0,0.498,1023844352.0,11505664.0,662732800.0,2445242368.0,1048576.0,0.0,4236916.0,10189.0,4.0,0.0,java / 1048576:4227072
26-09 07:26:32,1.0,1.0,97.500,0.500,0.0,0.0,1023782912.0,11513856.0,667029504.0,2440998912.0,1048576.0,20480.0,4238062.0,11005.0,4.0,2.0,java / 1048576:4222976
26-09 07:26:33,0.500,1.0,98.0,0.500,0.0,0.0,1023901696.0,11513856.0,671141888.0,2436767744.0,1048576.0,0.0,4041776.0,10939.0,4.0,0.0,java / 1048576:4034560
26-09 07:26:34,1.0,1.0,98.0,0.0,0.0,0.0,1023926272.0,11513856.0,675143680.0,2432741376.0,1048576.0,0.0,4106714.0,9993.0,4.0,0.0,java / 1048576:4161536
26-09 07:26:35,0.505,0.505,98.485,0.505,0.0,0.0,1023692800.0,11513856.0,679407616.0,2428710912.0,1048576.0,0.0,4237006.0,10213.0,4.0,0.0,java / 1048576:4161536
26-09 07:26:36,1.493,0.995,97.512,0.0,0.0,0.0,1023762432.0,11513856.0,683753472.0,2424295424.0,1048576.0,0.0,4237313.0,10890.0,4.0,0.0,java / 1048576:4227072
26-09 07:26:37,1.015,0.0,98.477,0.508,0.0,0.0,1023774720.0,11522048.0,687910912.0,2420117504.0,1048576.0,20480.0,4304573.0,11327.0,4.0,2.0,java / 1048576:4354048
26-09 07:26:38,1.005,0.503,98.492,0.0,0.0,0.0,1024487424.0,11522048.0,692318208.0,2414997504.0,1048576.0,28672.0,4303571.0,12337.0,4.0,4.0,java / 1048576:4239360
26-09 07:26:39,0.995,0.995,97.015,0.995,0.0,0.0,1024045056.0,11522048.0,696504320.0,2411253760.0,1048576.0,0.0,4302558.0,11445.0,4.0,0.0,java / 1048576:4292608
26-09 07:26:40,0.498,1.990,97.512,0.0,0.0,0.0,1023926272.0,11522048.0,700932096.0,2406944768.0,1048576.0,0.0,4367760.0,11027.0,4.0,0.0,java / 1048576:4354048
26-09 07:26:41,0.505,0.505,98.990,0.0,0.0,0.0,1024163840.0,11522048.0,705077248.0,2402562048.0,1048576.0,0.0,4171893.0,10334.0,4.0,0.0,java / 1048576:4227072
26-09 07:26:42,1.005,2.010,96.482,0.503,0.0,0.0,1024720896.0,11530240.0,709414912.0,2397659136.0,1179648.0,36864.0,4237438.0,11166.0,5.0,3.0,java / 1179648:4161536
26-09 07:26:43,0.0,2.094,89.005,8.901,0.0,0.0,1025249280.0,11534336.0,713531392.0,2393010176.0,1052672.0,131858432.0,4173094.0,10890.0,5.0,291.0,java / 1048576:4173824
26-09 07:26:44,1.500,1.500,96.500,0.500,0.0,0.0,1024618496.0,11534336.0,717783040.0,2389389312.0,1048576.0,0.0,4088361.0,2888126.0,4.0,0.0,java / 1048576:4075520
26-09 07:26:45,1.0,1.500,97.0,0.0,0.0,0.500,1025228800.0,11534336.0,721801216.0,2384760832.0,1048576.0,0.0,4112353.0,4118303.0,4.0,0.0,java / 1048576:4161536
26-09 07:26:46,0.0,0.508,98.985,0.508,0.0,0.0,1025294336.0,11534336.0,725889024.0,2380607488.0,1048576.0,0.0,4177339.0,4182106.0,4.0,0.0,java / 1048576:4161536
26-09 07:26:47,1.010,1.010,96.465,1.515,0.0,0.0,1024999424.0,11542528.0,730083328.0,2376699904.0,1048576.0,86016.0,4242666.0,4248815.0,4.0,5.0,java / 1048576:4161536
26-09 07:26:48,0.503,1.005,97.990,0.503,0.0,0.0,1024729088.0,11542528.0,734281728.0,2372771840.0,1048576.0,0.0,4242363.0,4182750.0,4.0,0.0,java / 1048576:4222976
26-09 07:26:49,1.010,0.505,98.485,0.0,0.0,0.0,1025343488.0,11542528.0,738283520.0,2368155648.0,786432.0,0.0,4242352.0,4312486.0,3.0,0.0,java / 786432:4292608
26-09 07:26:50,0.503,1.508,97.990,0.0,0.0,0.0,1025585152.0,11542528.0,742547456.0,2363650048.0,1048576.0,0.0,4307597.0,4312636.0,4.0,0.0,java / 1048576:4288512
26-09 07:26:51,1.020,0.510,98.469,0.0,0.0,0.0,1025372160.0,11542528.0,746975232.0,2359435264.0,1048576.0,0.0,4438162.0,4443905.0,4.0,0.0,java / 1048576:4358144
26-09 07:26:52,1.478,1.970,95.567,0.493,0.0,0.493,1025720320.0,11550720.0,751390720.0,2354663424.0,1048576.0,20480.0,4372660.0,4377964.0,4.0,2.0,java / 1048576:4419584
26-09 07:26:53,1.010,1.515,96.970,0.505,0.0,0.0,1025482752.0,11550720.0,757350400.0,2348941312.0,2883584.0,0.0,4114443.0,5480825.0,12.0,0.0,java / 2883584:4030464
26-09 07:26:54,0.510,1.020,98.469,0.0,0.0,0.0,1025736704.0,11550720.0,765063168.0,2340974592.0,4718592.0,0.0,4184112.0,7891200.0,18.0,0.0,java / 4718592:4227072
26-09 07:26:55,1.500,1.0,96.500,0.500,0.0,0.500,1026121728.0,11550720.0,773259264.0,2332393472.0,4980736.0,0.0,4248654.0,8106205.0,19.0,0.0,java / 4980736:4161536
26-09 07:26:56,1.010,1.010,97.980,0.0,0.0,0.0,1026056192.0,11550720.0,781156352.0,2324561920.0,4718592.0,0.0,4314383.0,8242395.0,18.0,0.0,java / 4718592:4354048
26-09 07:26:57,0.995,1.990,95.025,1.493,0.0,0.498,1026863104.0,11558912.0,789430272.0,2315472896.0,4980736.0,20480.0,4314564.0,8325872.0,19.0,2.0,java / 4980736:4227072
26-09 07:26:58,1.0,2.0,97.0,0.0,0.0,0.0,1026617344.0,11558912.0,797765632.0,2307383296.0,5111808.0,12288.0,4314696.0,8298110.0,20.0,1.0,java / 5111808:4288512
26-09 07:26:59,0.505,1.515,97.475,0.0,0.0,0.505,1027162112.0,11558912.0,805797888.0,2298806272.0,4718592.0,0.0,4313274.0,8081428.0,18.0,0.0,java / 4718592:4292608
26-09 07:27:00,1.508,1.005,96.985,0.0,0.0,0.503,1026707456.0,11558912.0,814120960.0,2290937856.0,4980736.0,0.0,4313496.0,8116334.0,19.0,0.0,java / 4980736:4358144
26-09 07:27:01,0.500,1.500,97.0,0.500,0.0,0.500,1026527232.0,11558912.0,821690368.0,2283548672.0,4456448.0,0.0,4183591.0,7890189.0,17.0,0.0,java / 4718592:4091904
26-09 07:27:02,0.510,1.531,97.449,0.510,0.0,0.0,1027244032.0,11567104.0,829521920.0,2274992128.0,4718592.0,32768.0,4314818.0,7935800.0,18.0,3.0,java / 4456448:4292608
26-09 07:27:03,0.500,2.500,97.0,0.0,0.0,0.0,1026920448.0,11567104.0,837484544.0,2267353088.0,4718592.0,65536.0,4313608.0,8158499.0,18.0,14.0,java / 4980736:4358144
26-09 07:27:04,1.0,1.0,97.0,0.500,0.0,0.500,1027158016.0,11567104.0,845819904.0,2258780160.0,4980736.0,0.0,4378960.0,8215345.0,19.0,0.0,java / 4718592:4292608
26-09 07:27:05,1.500,2.500,96.0,0.0,0.0,0.0,1026809856.0,11567104.0,854097920.0,2250850304.0,4980736.0,0.0,4380466.0,8343548.0,19.0,0.0,java / 4980736:4419584
26-09 07:27:06,0.500,2.0,97.0,0.0,0.0,0.500,1027162112.0,11567104.0,862351360.0,2242244608.0,4980736.0,0.0,4444169.0,8488125.0,19.0,0.0,java / 4980736:4354048
26-09 07:27:07,0.505,2.020,96.465,0.505,0.0,0.505,1027411968.0,11579392.0,870445056.0,2233888768.0,4718592.0,53248.0,4380263.0,8216832.0,18.0,2.0,java / 4718592:4423680
26-09 07:27:08,1.990,0.995,96.517,0.498,0.0,0.0,1027756032.0,11579392.0,878256128.0,2225733632.0,4718592.0,28672.0,4117912.0,7674333.0,19.0,4.0,java / 4718592:4104192
26-09 07:27:09,1.508,1.508,96.985,0.0,0.0,0.0,1027522560.0,11579392.0,886226944.0,2217996288.0,4718592.0,0.0,4379838.0,8263162.0,18.0,0.0,java / 4718592:4300800
26-09 07:27:10,0.995,2.488,95.522,0.0,0.0,0.995,1028018176.0,11579392.0,894246912.0,2209480704.0,4718592.0,0.0,4380160.0,8169378.0,18.0,0.0,java / 4718592:4354048
26-09 07:27:11,1.0,1.0,97.0,0.500,0.0,0.500,1027584000.0,11579392.0,902225920.0,2201935872.0,4718592.0,0.0,4249248.0,8016674.0,18.0,0.0,java / 4718592:4227072
26-09 07:27:12,1.0,2.500,94.0,2.0,0.0,0.500,1028087808.0,11587584.0,910069760.0,2193580032.0,4718592.0,32768.0,4314630.0,8061453.0,18.0,3.0,java / 4718592:4288512
26-09 07:27:13,1.010,1.010,97.980,0.0,0.0,0.0,1027973120.0,11587584.0,918085632.0,2185678848.0,4718592.0,3416064.0,4248588.0,7941428.0,18.0,8.0,java / 4718592:4292608
26-09 07:27:14,0.505,1.010,97.475,0.0,0.0,1.010,1027862528.0,11587584.0,926187520.0,2177687552.0,4849664.0,0.0,4314409.0,7995600.0,19.0,0.0,java / 4849664:4222976
26-09 07:27:15,1.508,1.005,96.985,0.0,0.0,0.503,1028272128.0,11587584.0,934072320.0,2169393152.0,4718592.0,0.0,4313920.0,8160701.0,18.0,0.0,java / 4980736:4292608
26-09 07:27:16,0.0,1.005,98.995,0.0,0.0,0.0,1028116480.0,11587584.0,937811968.0,2165809152.0,4718592.0,0.0,106433.0,3776633.0,18.0,0.0,java / 4718592:102400
26-09 07:27:17,0.500,0.500,98.0,1.0,0.0,0.0,1027821568.0,11595776.0,941584384.0,2162323456.0,4718592.0,61440.0,6503.0,3898604.0,18.0,2.0,java / 4456448:0
26-09 07:27:18,1.010,2.020,83.333,13.636,0.0,0.0,1028186112.0,11599872.0,945238016.0,2158301184.0,4722688.0,135278592.0,6006.0,3855441.0,19.0,188.0,java / 4718592:0
26-09 07:27:19,0.0,0.503,97.990,1.005,0.0,0.503,1028087808.0,11599872.0,948875264.0,2154762240.0,4718592.0,0.0,6071.0,3748260.0,18.0,0.0,java / 4718592:0
26-09 07:27:20,1.005,0.0,98.995,0.0,0.0,0.0,1028243456.0,11599872.0,952500224.0,2150981632.0,4718592.0,0.0,6311.0,3705393.0,18.0,0.0,java / 4718592:0
26-09 07:27:21,0.503,0.503,98.492,0.503,0.0,0.0,1028481024.0,11599872.0,956551168.0,2146693120.0,4980736.0,0.0,6258.0,3946921.0,19.0,0.0,java / 4980736:0
26-09 07:27:22,0.0,0.503,99.497,0.0,0.0,0.0,1028284416.0,11599872.0,960360448.0,2143080448.0,4980736.0,0.0,6725.0,3955532.0,19.0,0.0,java / 4980736:0
26-09 07:27:23,0.503,0.503,97.487,1.508,0.0,0.0,1028411392.0,11608064.0,964038656.0,2139267072.0,4718592.0,57344.0,6515.0,3879799.0,18.0,2.0,java / 4718592:0
26-09 07:27:24,0.505,0.505,98.990,0.0,0.0,0.0,1028042752.0,11608064.0,968024064.0,2135650304.0,4980736.0,0.0,6984.0,3817103.0,19.0,0.0,java / 4980736:0
26-09 07:27:25,0.0,0.500,99.0,0.0,0.0,0.500,1027842048.0,11608064.0,971718656.0,2132156416.0,4718592.0,0.0,6395.0,3838596.0,18.0,0.0,java / 4718592:0
26-09 07:27:26,0.508,0.0,99.492,0.0,0.0,0.0,1027977216.0,11608064.0,975355904.0,2128384000.0,4718592.0,0.0,6653.0,3700554.0,18.0,0.0,java / 4718592:0
26-09 07:27:27,0.500,0.0,99.0,0.500,0.0,0.0,1028100096.0,11608064.0,978980864.0,2124636160.0,4718592.0,0.0,5958.0,3714208.0,18.0,0.0,java / 4718592:0
26-09 07:27:28,1.010,0.0,98.990,0.0,0.0,0.0,1028308992.0,11608064.0,982679552.0,2120728576.0,4718592.0,0.0,6653.0,3774861.0,18.0,0.0,java / 4718592:0
26-09 07:27:29,0.500,0.500,98.0,1.0,0.0,0.0,1028526080.0,11616256.0,983990272.0,2119192576.0,2359296.0,12288.0,3422.0,1989036.0,9.0,2.0,java / 2359296:0
