"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-3",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output nb_cidd_3.csv",,,,"Date:","26 Sep 2019 06:39:39 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
26-09 06:39:51,0.995,0.498,98.507,0.0,0.0,0.0,998035456.0,3137536.0,87584768.0,3054567424.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:39:52,0.503,0.0,99.497,0.0,0.0,0.0,997851136.0,3137536.0,87584768.0,3054751744.0,1048576.0,0.0,282.0,1396.0,4.0,0.0,java / 1048576:0
26-09 06:39:53,0.503,0.0,99.497,0.0,0.0,0.0,998354944.0,3137536.0,87715840.0,3054116864.0,1179648.0,0.0,173.0,851.0,5.0,0.0,java / 1179648:0
26-09 06:39:54,0.503,0.0,98.995,0.503,0.0,0.0,998354944.0,3137536.0,87715840.0,3054116864.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:39:55,0.505,0.0,97.475,2.020,0.0,0.0,998346752.0,3145728.0,87715840.0,3054116864.0,1048576.0,12288.0,282.0,1396.0,5.0,2.0,java / 1048576:0
26-09 06:39:56,0.495,0.495,98.515,0.495,0.0,0.0,998313984.0,3145728.0,87715840.0,3054149632.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 06:39:57,0.500,0.500,99.0,0.0,0.0,0.0,998313984.0,3145728.0,87715840.0,3054149632.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:39:58,0.500,0.0,99.0,0.500,0.0,0.0,997646336.0,3145728.0,88764416.0,3053768704.0,1048576.0,0.0,282.0,1396.0,4.0,0.0,java / 1048576:0
26-09 06:39:59,0.505,0.0,99.495,0.0,0.0,0.0,997646336.0,3145728.0,88764416.0,3053768704.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:00,0.995,0.0,98.507,0.498,0.0,0.0,997646336.0,3145728.0,88764416.0,3053768704.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 06:40:01,0.0,0.503,98.995,0.503,0.0,0.0,997638144.0,3153920.0,88764416.0,3053768704.0,1048576.0,12288.0,282.0,1396.0,4.0,2.0,java / 1048576:0
26-09 06:40:02,1.0,0.0,98.500,0.500,0.0,0.0,997638144.0,3153920.0,88764416.0,3053768704.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 06:40:03,0.0,0.0,100.0,0.0,0.0,0.0,997638144.0,3153920.0,88764416.0,3053768704.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:04,0.498,0.498,98.507,0.498,0.0,0.0,997601280.0,3153920.0,88768512.0,3053801472.0,1048576.0,0.0,348.0,1490.0,4.0,0.0,java / 1048576:0
26-09 06:40:05,0.503,0.0,99.497,0.0,0.0,0.0,997601280.0,3153920.0,88768512.0,3053801472.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:06,0.500,0.500,98.500,0.500,0.0,0.0,997601280.0,3153920.0,88768512.0,3053801472.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:07,0.500,0.500,98.500,0.500,0.0,0.0,997593088.0,3162112.0,88768512.0,3053801472.0,1048576.0,12288.0,282.0,1396.0,4.0,2.0,java / 1048576:0
26-09 06:40:08,0.0,0.0,100.0,0.0,0.0,0.0,997212160.0,3162112.0,88768512.0,3054182400.0,1048576.0,32768.0,281.0,1003.0,4.0,3.0,java / 1048576:8192
26-09 06:40:09,1.0,0.0,99.0,0.0,0.0,0.0,997593088.0,3162112.0,88768512.0,3053801472.0,1048576.0,0.0,173.0,867.0,4.0,0.0,java / 1048576:0
26-09 06:40:10,0.503,0.0,98.492,1.005,0.0,0.0,997588992.0,3162112.0,88899584.0,3053674496.0,1179648.0,0.0,426.0,1976.0,5.0,0.0,java / 1179648:8192
26-09 06:40:11,0.500,0.0,99.500,0.0,0.0,0.0,997556224.0,3162112.0,88899584.0,3053707264.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:12,0.0,0.503,99.497,0.0,0.0,0.0,997302272.0,3162112.0,88899584.0,3053961216.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:13,0.995,0.0,98.010,0.995,0.0,0.0,997548032.0,3170304.0,88899584.0,3053707264.0,1048576.0,28672.0,282.0,1396.0,4.0,3.0,java / 1048576:0
26-09 06:40:14,0.0,0.503,99.497,0.0,0.0,0.0,997556224.0,3170304.0,88637440.0,3053961216.0,786432.0,0.0,173.0,859.0,3.0,0.0,java / 786432:0
26-09 06:40:15,1.0,0.0,99.0,0.0,0.0,0.0,997556224.0,3170304.0,88637440.0,3053961216.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:16,0.0,0.0,100.0,0.0,0.0,0.0,997556224.0,3170304.0,88637440.0,3053961216.0,1048576.0,0.0,282.0,1396.0,4.0,0.0,java / 1048576:0
26-09 06:40:17,1.0,0.0,99.0,0.0,0.0,0.0,997556224.0,3170304.0,88637440.0,3053961216.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:18,0.0,0.503,98.492,1.005,0.0,0.0,997556224.0,3178496.0,88629248.0,3053961216.0,1048576.0,163840.0,173.0,851.0,4.0,29.0,java / 1048576:0
26-09 06:40:19,0.498,0.498,98.507,0.498,0.0,0.0,997548032.0,3178496.0,88637440.0,3053961216.0,1048576.0,0.0,282.0,1404.0,4.0,0.0,java / 1048576:0
26-09 06:40:20,0.0,0.0,100.0,0.0,0.0,0.0,997515264.0,3178496.0,88637440.0,3053993984.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:21,0.990,0.495,98.515,0.0,0.0,0.0,997515264.0,3178496.0,88637440.0,3053993984.0,1048576.0,0.0,173.0,917.0,4.0,0.0,java / 1048576:0
26-09 06:40:22,0.498,0.498,98.507,0.498,0.0,0.0,997515264.0,3178496.0,88637440.0,3053993984.0,1048576.0,0.0,678.0,2638.0,4.0,0.0,java / 1048576:0
26-09 06:40:23,0.0,0.0,100.0,0.0,0.0,0.0,997515264.0,3178496.0,88637440.0,3053993984.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:24,0.0,0.505,98.990,0.505,0.0,0.0,997380096.0,3186688.0,88637440.0,3054120960.0,1048576.0,12288.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 06:40:25,0.990,0.0,98.515,0.495,0.0,0.0,997507072.0,3186688.0,88637440.0,3053993984.0,1048576.0,0.0,282.0,1404.0,4.0,0.0,java / 1048576:0
26-09 06:40:26,0.503,0.0,99.497,0.0,0.0,0.0,997486592.0,3186688.0,88657920.0,3053993984.0,1069056.0,0.0,173.0,851.0,5.0,0.0,java / 1069056:0
26-09 06:40:27,1.0,0.0,99.0,0.0,0.0,0.0,997453824.0,3186688.0,88657920.0,3054026752.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:28,0.505,0.0,99.495,0.0,0.0,0.0,997326848.0,3186688.0,88657920.0,3054153728.0,1048576.0,0.0,282.0,1396.0,4.0,0.0,java / 1048576:4096
26-09 06:40:29,0.0,0.500,99.500,0.0,0.0,0.0,997453824.0,3186688.0,88657920.0,3054026752.0,1048576.0,0.0,317.0,1447.0,4.0,0.0,java / 1048576:0
26-09 06:40:30,0.498,0.498,98.010,0.995,0.0,0.0,997445632.0,3194880.0,88657920.0,3054026752.0,1048576.0,16384.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 06:40:31,0.503,0.0,99.497,0.0,0.0,0.0,997445632.0,3194880.0,88657920.0,3054026752.0,1048576.0,0.0,348.0,1506.0,4.0,0.0,java / 1048576:0
26-09 06:40:32,0.500,0.500,99.0,0.0,0.0,0.0,997445632.0,3194880.0,88657920.0,3054026752.0,1048576.0,0.0,215.0,893.0,4.0,0.0,java / 1048576:0
26-09 06:40:33,0.503,1.508,92.462,5.528,0.0,0.0,997904384.0,3489792.0,89055232.0,3052875776.0,1728512.0,24576.0,562.0,1193.0,100.0,3.0,java / 1048576:0
26-09 06:40:34,0.995,0.498,98.507,0.0,0.0,0.0,997617664.0,3489792.0,89055232.0,3053162496.0,1048576.0,0.0,282.0,1404.0,4.0,0.0,java / 1048576:0
26-09 06:40:35,0.0,0.498,99.005,0.498,0.0,0.0,997617664.0,3489792.0,89055232.0,3053162496.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:36,1.0,0.0,99.0,0.0,0.0,0.0,997617664.0,3489792.0,89055232.0,3053162496.0,1048576.0,0.0,317.0,1431.0,4.0,0.0,java / 1048576:0
26-09 06:40:37,0.0,0.0,100.0,0.0,0.0,0.0,997490688.0,3489792.0,89055232.0,3053289472.0,1048576.0,0.0,282.0,1396.0,4.0,0.0,java / 1048576:0
26-09 06:40:38,0.503,0.0,95.980,3.518,0.0,0.0,997609472.0,3497984.0,89055232.0,3053162496.0,1048576.0,53248.0,215.0,893.0,4.0,5.0,java / 1048576:8192
26-09 06:40:39,0.500,0.500,99.0,0.0,0.0,0.0,997806080.0,3497984.0,89055232.0,3052965888.0,1048576.0,0.0,173.0,867.0,4.0,0.0,java / 1048576:0
26-09 06:40:40,0.0,0.0,99.497,0.503,0.0,0.0,997679104.0,3497984.0,89055232.0,3053092864.0,1048576.0,0.0,348.0,1490.0,4.0,0.0,java / 1048576:8192
26-09 06:40:41,0.500,0.0,99.500,0.0,0.0,0.0,997773312.0,3497984.0,89055232.0,3052998656.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:42,0.0,0.503,99.497,0.0,0.0,0.0,997781504.0,3497984.0,88793088.0,3053252608.0,786432.0,0.0,173.0,851.0,3.0,0.0,java / 786432:0
26-09 06:40:43,0.503,0.0,98.492,1.005,0.0,0.0,997781504.0,3506176.0,88784896.0,3053252608.0,1048576.0,20480.0,282.0,1396.0,4.0,2.0,java / 1048576:0
26-09 06:40:44,0.505,0.0,99.495,0.0,0.0,0.0,997724160.0,3506176.0,88842240.0,3053252608.0,1097728.0,0.0,173.0,859.0,10.0,0.0,java / 1097728:4096
26-09 06:40:45,0.498,0.0,99.005,0.498,0.0,0.0,997851136.0,3506176.0,88842240.0,3053125632.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:46,0.503,0.0,99.497,0.0,0.0,0.0,997785600.0,3506176.0,88907776.0,3053125632.0,1114112.0,0.0,282.0,1396.0,5.0,0.0,java / 1114112:0
26-09 06:40:47,0.503,0.0,98.995,0.503,0.0,0.0,997785600.0,3506176.0,88907776.0,3053125632.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:48,0.995,0.498,98.507,0.0,0.0,0.0,997785600.0,3506176.0,88907776.0,3053125632.0,1048576.0,8192.0,239.0,945.0,4.0,1.0,java / 1048576:0
26-09 06:40:49,0.503,0.0,98.492,1.005,0.0,0.0,997871616.0,3514368.0,88907776.0,3053031424.0,1048576.0,32768.0,282.0,1404.0,4.0,3.0,java / 1048576:0
26-09 06:40:50,0.500,0.500,99.0,0.0,0.0,0.0,997867520.0,3514368.0,89038848.0,3052904448.0,1179648.0,0.0,173.0,859.0,5.0,0.0,java / 1179648:0
26-09 06:40:51,0.498,0.498,97.512,1.493,0.0,0.0,997867520.0,3514368.0,89038848.0,3052904448.0,1048576.0,0.0,317.0,1431.0,4.0,0.0,java / 1048576:0
26-09 06:40:52,0.503,0.0,99.497,0.0,0.0,0.0,997867520.0,3514368.0,89038848.0,3052904448.0,1048576.0,0.0,282.0,1396.0,4.0,0.0,java / 1048576:0
26-09 06:40:53,0.503,0.0,99.497,0.0,0.0,0.0,997740544.0,3514368.0,89038848.0,3053031424.0,1048576.0,28672.0,173.0,851.0,4.0,7.0,java / 1048576:0
26-09 06:40:54,0.498,0.498,98.507,0.498,0.0,0.0,997867520.0,3514368.0,89038848.0,3052904448.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 06:40:55,0.995,0.498,96.517,1.990,0.0,0.0,997859328.0,3522560.0,89038848.0,3052904448.0,1048576.0,12288.0,282.0,1396.0,4.0,2.0,java / 1048576:0
26-09 06:40:56,0.0,0.0,100.0,0.0,0.0,0.0,997859328.0,3522560.0,89038848.0,3052904448.0,1048576.0,0.0,281.0,1003.0,4.0,0.0,java / 1048576:0
26-09 06:40:57,1.0,0.0,99.0,0.0,0.0,0.0,997699584.0,3522560.0,89038848.0,3053064192.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 06:40:58,0.498,0.498,98.507,0.498,0.0,0.0,997822464.0,3522560.0,89169920.0,3052810240.0,1179648.0,0.0,282.0,1396.0,5.0,0.0,java / 1179648:0
26-09 06:40:59,0.503,0.0,98.995,0.503,0.0,0.0,997822464.0,3522560.0,89169920.0,3052810240.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:41:00,0.498,0.498,98.507,0.498,0.0,0.0,997822464.0,3522560.0,89169920.0,3052810240.0,1048576.0,0.0,66.0,66.0,4.0,0.0,java / 1048576:0
26-09 06:41:01,1.005,0.0,98.492,0.503,0.0,0.0,997814272.0,3530752.0,89169920.0,3052810240.0,1048576.0,12288.0,282.0,1824.0,4.0,2.0,java / 1048576:0
26-09 06:41:02,0.498,0.498,99.005,0.0,0.0,0.0,997810176.0,3530752.0,89174016.0,3052810240.0,1048576.0,0.0,239.0,525.0,4.0,0.0,java / 1048576:0
26-09 06:41:03,0.0,0.0,98.990,1.010,0.0,0.0,997810176.0,3530752.0,89174016.0,3052810240.0,1048576.0,4096.0,173.0,1353.0,4.0,1.0,java / 1048576:0
26-09 06:41:04,0.990,0.495,98.020,0.495,0.0,0.0,997777408.0,3530752.0,89174016.0,3052843008.0,1048576.0,0.0,678.0,2654.0,4.0,0.0,java / 1048576:0
26-09 06:41:05,0.0,0.503,99.497,0.0,0.0,0.0,997777408.0,3530752.0,89174016.0,3052843008.0,1048576.0,0.0,173.0,423.0,4.0,0.0,java / 1048576:0
26-09 06:41:06,0.503,0.0,99.497,0.0,0.0,0.0,997777408.0,3530752.0,89174016.0,3052843008.0,1048576.0,0.0,239.0,1373.0,4.0,0.0,java / 1048576:0
26-09 06:41:07,0.995,0.0,97.512,1.493,0.0,0.0,997765120.0,3543040.0,89174016.0,3052843008.0,1048576.0,53248.0,282.0,1396.0,4.0,2.0,java / 1048576:0
26-09 06:41:08,0.0,1.0,96.0,2.500,0.0,0.500,998330368.0,3592192.0,90783744.0,3050618880.0,2719744.0,36864.0,590990.0,1013283.0,25.0,3.0,java / 2719744:8192
26-09 06:41:09,1.005,0.0,98.995,0.0,0.0,0.0,998387712.0,3592192.0,94474240.0,3046871040.0,4784128.0,0.0,71340.0,3685721.0,19.0,0.0,java / 4784128:0
26-09 06:41:10,0.500,1.0,98.500,0.0,0.0,0.0,998035456.0,3592192.0,98275328.0,3043422208.0,4849664.0,0.0,6114.0,3665308.0,19.0,0.0,java / 4849664:8192
26-09 06:41:11,0.0,0.503,98.995,0.503,0.0,0.0,997974016.0,3592192.0,101380096.0,3040378880.0,4194304.0,0.0,5939.0,3625603.0,16.0,0.0,java / 4194304:0
26-09 06:41:12,0.505,0.0,99.495,0.0,0.0,0.0,997052416.0,3592192.0,105254912.0,3037425664.0,4587520.0,0.0,5435.0,3595151.0,18.0,0.0,java / 4849664:0
26-09 06:41:13,0.500,1.0,94.500,4.0,0.0,0.0,997433344.0,3772416.0,108957696.0,3033161728.0,5156864.0,20480.0,6297.0,3731117.0,62.0,2.0,java / 4894720:8192
26-09 06:41:14,0.0,0.505,99.495,0.0,0.0,0.0,997531648.0,3772416.0,112799744.0,3029221376.0,4587520.0,0.0,6281.0,3747278.0,18.0,0.0,java / 4849664:0
26-09 06:41:15,0.505,0.505,98.990,0.0,0.0,0.0,997724160.0,3772416.0,116449280.0,3025379328.0,4980736.0,0.0,6359.0,3741132.0,19.0,0.0,java / 4718592:0
26-09 06:41:16,1.0,0.0,99.0,0.0,0.0,0.0,997629952.0,3772416.0,120098816.0,3021824000.0,4718592.0,0.0,6228.0,3768808.0,18.0,0.0,java / 4718592:0
26-09 06:41:17,0.505,0.0,98.990,0.505,0.0,0.0,997634048.0,3772416.0,123899904.0,3018018816.0,4849664.0,0.0,5789.0,3793524.0,19.0,0.0,java / 4849664:0
26-09 06:41:18,0.500,1.0,95.500,3.0,0.0,0.0,997326848.0,3780608.0,127565824.0,3014651904.0,4718592.0,90112.0,6359.0,3863835.0,18.0,2.0,java / 4718592:0
26-09 06:41:19,0.503,0.0,96.985,2.513,0.0,0.0,997064704.0,3780608.0,131194880.0,3011284992.0,4718592.0,0.0,6414.0,3784795.0,18.0,0.0,java / 4980736:0
26-09 06:41:20,1.0,0.500,98.500,0.0,0.0,0.0,997568512.0,3780608.0,134909952.0,3007066112.0,4718592.0,0.0,5741.0,3663571.0,18.0,0.0,java / 4456448:0
26-09 06:41:21,0.500,0.500,98.500,0.500,0.0,0.0,997621760.0,3780608.0,138731520.0,3003191296.0,4849664.0,0.0,5921.0,3777306.0,19.0,0.0,java / 4849664:0
26-09 06:41:22,0.500,1.0,98.500,0.0,0.0,0.0,997572608.0,3780608.0,142401536.0,2999570432.0,4718592.0,0.0,5628.0,3808948.0,18.0,0.0,java / 4980736:0
26-09 06:41:23,0.503,0.503,98.995,0.0,0.0,0.0,997519360.0,3780608.0,146354176.0,2995671040.0,4456448.0,8192.0,5717.0,3762345.0,17.0,1.0,java / 4718592:0
26-09 06:41:24,1.005,0.0,95.477,3.518,0.0,0.0,997662720.0,3788800.0,149762048.0,2992111616.0,4980736.0,24576.0,5543.0,3466908.0,19.0,3.0,java / 4456448:0
26-09 06:41:25,0.500,0.500,93.0,6.0,0.0,0.0,997765120.0,3788800.0,153088000.0,2988683264.0,4456448.0,0.0,6630.0,3700718.0,17.0,0.0,java / 4456448:0
26-09 06:41:26,0.505,0.0,99.495,0.0,0.0,0.0,996986880.0,3788800.0,156942336.0,2985607168.0,4849664.0,0.0,5543.0,3731226.0,19.0,0.0,java / 4849664:0
26-09 06:41:27,0.0,0.0,99.492,0.508,0.0,0.0,997519360.0,3788800.0,160600064.0,2981416960.0,4718592.0,0.0,6143.0,3757294.0,18.0,0.0,java / 4718592:0
26-09 06:41:28,1.005,0.0,98.995,0.0,0.0,0.0,997597184.0,3788800.0,164270080.0,2977669120.0,4718592.0,102400.0,5808.0,3594054.0,18.0,14.0,java / 4718592:0
26-09 06:41:29,0.500,0.0,99.0,0.500,0.0,0.0,997789696.0,3788800.0,168271872.0,2973474816.0,4980736.0,0.0,6365.0,3954234.0,19.0,0.0,java / 4980736:0
26-09 06:41:30,0.500,1.0,95.500,3.0,0.0,0.0,997617664.0,3796992.0,172048384.0,2969862144.0,4849664.0,12288.0,5933.0,3739092.0,19.0,2.0,java / 4849664:0
26-09 06:41:31,1.005,0.0,98.995,0.0,0.0,0.0,997638144.0,3796992.0,175808512.0,2966081536.0,4849664.0,0.0,6696.0,3762746.0,19.0,0.0,java / 4849664:0
26-09 06:41:32,0.500,1.0,98.500,0.0,0.0,0.0,997416960.0,3796992.0,179523584.0,2962587648.0,4718592.0,0.0,6053.0,3670599.0,18.0,0.0,java / 4718592:0
26-09 06:41:33,1.005,0.0,98.995,0.0,0.0,0.0,997117952.0,3796992.0,182898688.0,2959511552.0,4456448.0,0.0,5825.0,3653965.0,17.0,0.0,java / 4456448:4096
26-09 06:41:34,1.005,0.0,98.995,0.0,0.0,0.0,997617664.0,3796992.0,186556416.0,2955354112.0,4718592.0,0.0,6504.0,3740115.0,18.0,0.0,java / 4718592:0
26-09 06:41:35,0.503,0.503,98.995,0.0,0.0,0.0,997629952.0,3796992.0,190640128.0,2951258112.0,5111808.0,0.0,6821.0,3936268.0,20.0,0.0,java / 5111808:0
26-09 06:41:36,0.503,0.503,96.985,2.010,0.0,0.0,997765120.0,3805184.0,194310144.0,2947444736.0,4718592.0,16384.0,6251.0,3760789.0,18.0,2.0,java / 4718592:0
26-09 06:41:37,0.0,0.503,98.492,1.005,0.0,0.0,997601280.0,3805184.0,197959680.0,2943959040.0,4718592.0,0.0,6048.0,3788355.0,18.0,0.0,java / 4980736:0
26-09 06:41:38,0.995,0.498,97.512,0.498,0.0,0.498,997662720.0,3805184.0,201932800.0,2939924480.0,4980736.0,32768.0,5843.0,3796742.0,19.0,3.0,java / 4718592:8192
26-09 06:41:39,0.0,0.0,99.492,0.508,0.0,0.0,997482496.0,3805184.0,205352960.0,2936684544.0,4456448.0,0.0,6173.0,3700603.0,17.0,0.0,java / 4456448:0
26-09 06:41:40,0.995,0.995,98.010,0.0,0.0,0.0,997060608.0,3805184.0,208691200.0,2933768192.0,4476928.0,0.0,5850.0,3747064.0,18.0,0.0,java / 4476928:8192
26-09 06:41:41,1.0,1.0,98.0,0.0,0.0,0.0,997584896.0,3805184.0,212398080.0,2929537024.0,4718592.0,0.0,3006495.0,3627396.0,18.0,0.0,java / 4718592:0
26-09 06:41:42,1.0,0.0,98.0,1.0,0.0,0.0,997728256.0,3813376.0,215871488.0,2925912064.0,4456448.0,20480.0,5255.0,3535176.0,17.0,2.0,java / 4456448:0
26-09 06:41:43,0.508,0.0,98.477,1.015,0.0,0.0,997892096.0,3817472.0,219475968.0,2922139648.0,4722688.0,8192.0,5952.0,3670998.0,19.0,1.0,java / 4718592:0
26-09 06:41:44,0.0,0.505,99.495,0.0,0.0,0.0,997502976.0,3817472.0,223186944.0,2918817792.0,4718592.0,0.0,6203.0,3597001.0,18.0,0.0,java / 4718592:0
26-09 06:41:45,0.995,0.498,98.010,0.498,0.0,0.0,998154240.0,3817472.0,224251904.0,2917101568.0,2097152.0,0.0,3974.0,1855434.0,8.0,0.0,java / 2097152:0
26-09 06:41:46,0.503,0.0,99.497,0.0,0.0,0.0,998150144.0,3817472.0,224382976.0,2916974592.0,1179648.0,0.0,348.0,2129.0,5.0,0.0,java / 1179648:0
26-09 06:41:47,0.0,0.500,98.0,1.500,0.0,0.0,998150144.0,3817472.0,224382976.0,2916974592.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 06:41:48,1.005,0.0,98.492,0.503,0.0,0.0,998166528.0,3825664.0,224382976.0,2916950016.0,1048576.0,28672.0,305.0,918.0,4.0,2.0,java / 1048576:0
26-09 06:41:49,0.500,0.500,99.0,0.0,0.0,0.0,997806080.0,3825664.0,224382976.0,2917310464.0,1048576.0,0.0,282.0,1405.0,4.0,0.0,java / 1048576:0
26-09 06:41:50,0.500,0.500,99.0,0.0,0.0,0.0,998060032.0,3825664.0,224382976.0,2917056512.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 06:41:51,0.498,0.498,97.512,1.493,0.0,0.0,998060032.0,3825664.0,224382976.0,2917056512.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 06:41:52,0.503,0.0,99.497,0.0,0.0,0.0,997519360.0,3825664.0,225431552.0,2916548608.0,1048576.0,0.0,282.0,1397.0,4.0,0.0,java / 1048576:0
26-09 06:41:53,0.500,0.500,99.0,0.0,0.0,0.0,997265408.0,3825664.0,225431552.0,2916802560.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 06:41:54,0.500,0.500,98.500,0.500,0.0,0.0,997511168.0,3833856.0,225431552.0,2916548608.0,1048576.0,12288.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 06:41:55,0.500,0.0,98.500,1.0,0.0,0.0,997384192.0,3833856.0,225431552.0,2916675584.0,1048576.0,0.0,282.0,1405.0,4.0,0.0,java / 1048576:0
26-09 06:41:56,0.503,0.0,99.497,0.0,0.0,0.0,997351424.0,3833856.0,225431552.0,2916708352.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 06:41:57,0.995,0.0,98.507,0.498,0.0,0.0,997347328.0,3833856.0,225435648.0,2916708352.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 06:41:58,0.0,0.0,100.0,0.0,0.0,0.0,997474304.0,3833856.0,225435648.0,2916581376.0,1048576.0,12288.0,282.0,1397.0,4.0,1.0,java / 1048576:0
26-09 06:41:59,0.500,0.500,99.0,0.0,0.0,0.0,997347328.0,3833856.0,225435648.0,2916708352.0,1048576.0,0.0,239.0,962.0,4.0,0.0,java / 1048576:0
