2019/10/10 0:06,0.5,0.25,99.25,0,0,0,0,0,1713201152,90677248,2406305792,4179738624,2902,1764
2019/10/10 0:06,0.253,0,99.747,0,0,0,0,16384,1713201152,90677248,2406305792,4179738624,3703,2012
2019/10/10 0:06,0.251,0.251,99.497,0,0,0,0,0,1713201152,90677248,2406305792,4179738624,6237,2630
2019/10/10 0:06,0.251,0.251,98.496,1.003,0,0,0,40960,1713197056,90677248,2406309888,4179738624,3559,2127
2019/10/10 0:06,0.251,0,99.749,0,0,0,0,0,1713192960,90677248,2406313984,4179738624,3521,2680
2019/10/10 0:06,0.501,0.251,99.248,0,0,0,0,0,1713192960,90677248,2406313984,4179738624,4422,2307
2019/10/10 0:06,0.501,0.251,99.248,0,0,0,0,0,1713192960,90677248,2406313984,4179738624,3855,2039
2019/10/10 0:06,0.501,0,99.499,0,0,0,0,0,1713188864,90677248,2406318080,4179738624,6058,2562
2019/10/10 0:06,0.251,0.501,99.248,0,0,0,0,0,1713184768,90677248,2406322176,4179738624,4614,2429
2019/10/10 0:06,0.251,0,93.216,6.533,0,0,0,32768,1713184768,90677248,2406322176,4179738624,2640,2023
2019/10/10 0:06,0.251,0.251,99.499,0,0,0,0,0,1713184768,90677248,2406322176,4179738624,3129,1781
2019/10/10 0:06,0.75,0.25,99,0,0,0,0,49152,1713172480,90677248,2406326272,4179746816,4273,2111
2019/10/10 0:06,0.251,0.251,99.499,0,0,0,0,0,1711140864,90677248,2406326272,4181778432,2587,1653
2019/10/10 0:06,0.251,0.251,99.499,0,0,0,0,0,1711140864,90677248,2406326272,4181778432,3131,1745
2019/10/10 0:06,0.5,0.25,99.25,0,0,0,0,0,1711333376,90677248,2406326272,4181585920,4276,2111
2019/10/10 0:06,0.251,0.251,93.734,5.764,0,0,0,90112,1711333376,90677248,2406326272,4181585920,3592,2356
2019/10/10 0:06,0.501,0.251,99.248,0,0,0,0,10764288,1711460352,90677248,2406326272,4181458944,3133,1761
2019/10/10 0:06,0.251,0.251,99.497,0,0,0,0,0,1711460352,90677248,2406326272,4181458944,5089,2741
2019/10/10 0:06,0.501,0.251,99.248,0,0,0,0,0,1711333376,90677248,2406326272,4181585920,2590,1637
2019/10/10 0:06,0.25,0.5,99.25,0,0,0,0,0,1711333376,90677248,2406326272,4181585920,3133,1745
2019/10/10 0:06,0.251,0.251,98.995,0.503,0,0,0,196608,1711333376,90677248,2406326272,4181585920,4276,2111
2019/10/10 0:07,0.503,0,99.497,0,0,0,0,40960,1711333376,90677248,2406326272,4181585920,2590,1653
2019/10/10 0:07,0.251,0.251,99.499,0,0,0,0,0,1711206400,90677248,2406326272,4181712896,3145,2151
2019/10/10 0:07,0.251,0.251,99.499,0,0,0,0,0,1711206400,90677248,2406326272,4181712896,4276,2111
2019/10/10 0:07,0.251,0.251,99.497,0,0,0,0,0,1711210496,90677248,2406326272,4181708800,2590,1637
2019/10/10 0:07,0.5,0.25,99.25,0,0,0,0,0,1711210496,90677248,2406326272,4181708800,3265,1811
2019/10/10 0:07,0,0.501,98.997,0.501,0,0,0,49152,1711210496,90677248,2406326272,4181708800,4276,2111
2019/10/10 0:07,0.501,0,99.499,0,0,0,0,0,1711210496,90677248,2406326272,4181708800,2722,2247
2019/10/10 0:07,0.25,0.25,99.25,0,0,0.25,0,0,1711210496,90677248,2406326272,4181708800,3145,2119
2019/10/10 0:07,0.251,0.251,99.497,0,0,0,0,0,1711210496,90677248,2406326272,4181708800,4276,2111
2019/10/10 0:07,0.25,0.25,99.5,0,0,0,0,0,1711210496,90677248,2406326272,4181708800,2590,1637
2019/10/10 0:07,0.501,0.251,99.248,0,0,0,0,180224,1711210496,90677248,2406326272,4181708800,3133,1745
2019/10/10 0:07,0.251,0,98.747,1.003,0,0,0,40960,1711210496,90677248,2406326272,4181708800,4276,2127
2019/10/10 0:07,0.251,0.251,99.497,0,0,0,0,0,1711210496,90677248,2406326272,4181708800,2590,1653
2019/10/10 0:07,0.251,0.501,99.248,0,0,0,0,8192,1711280128,90677248,2406326272,4181639168,4249,3149
2019/10/10 0:07,1.253,0.501,98.246,0,0,0,0,221184,1711267840,90677248,2406338560,4181639168,27482,14634
2019/10/10 0:07,5.556,1.01,93.434,0,0,0,0,147456,1732243456,90677248,2406342656,4160659456,21959,553303
2019/10/10 0:07,2.757,0.752,96.491,0,0,0,0,32768,1738522624,90677248,2406371328,4154351616,9424,114763
2019/10/10 0:07,0.501,0,98.997,0.501,0,0,0,98304,1738522624,90677248,2406371328,4154351616,3122,1150
2019/10/10 0:07,0.752,0.251,98.997,0,0,0,0,0,1738395648,90677248,2406371328,4154478592,4696,4058
2019/10/10 0:07,0.252,0.252,99.496,0,0,0,0,40960,1738395648,90677248,2406371328,4154478592,6768,3481
2019/10/10 0:07,0.752,0.251,98.997,0,0,0,0,40960,1740496896,90677248,2406383616,4152365056,5465,2898
2019/10/10 0:07,1,0.5,98.25,0,0,0.25,0,0,1740627968,90677248,2406395904,4152221696,10217,17303
2019/10/10 0:07,0.501,0.251,98.747,0.501,0,0,0,90112,1740480512,90677248,2406400000,4152365056,3659,1773
2019/10/10 0:07,0.252,0,99.748,0,0,0,0,0,1740476416,90677248,2406404096,4152365056,4686,2151
2019/10/10 0:07,0.5,0.5,99,0,0,0,0,0,1740472320,90677248,2406408192,4152365056,4247,11333
2019/10/10 0:07,0.501,0.251,99.248,0,0,0,0,196608,1740472320,90677248,2406408192,4152365056,5709,3104
2019/10/10 0:07,0.251,0.251,99.497,0,0,0,0,0,1740152832,90677248,2406408192,4152684544,6002,2403
2019/10/10 0:07,0.501,0.251,98.747,0.501,0,0,0,81920,1740148736,90677248,2406412288,4152684544,4734,5634
2019/10/10 0:07,0.251,0.251,99.497,0,0,0,0,0,1740148736,90677248,2406412288,4152684544,3440,3214
2019/10/10 0:07,0.501,0.501,98.997,0,0,0,0,0,1740148736,90677248,2406412288,4152684544,13881,37387
2019/10/10 0:07,0.503,0.251,99.246,0,0,0,0,40960,1740132352,90677248,2406412288,4152700928,4519,37320
2019/10/10 0:07,0.5,0.5,99,0,0,0,0,0,1740115968,90677248,2406412288,4152717312,4016,9203
2019/10/10 0:07,0.251,0.251,99.248,0.251,0,0,0,40960,1740115968,90677248,2406412288,4152717312,4511,1918
2019/10/10 0:07,0.252,0.252,99.496,0,0,0,0,0,1740115968,90677248,2406412288,4152717312,2879,1653
2019/10/10 0:07,0.5,0.25,99.25,0,0,0,0,0,1740115968,90677248,2406412288,4152717312,3422,1745
2019/10/10 0:07,0.251,0.251,99.499,0,0,0,0,0,1740115968,90677248,2406412288,4152717312,4833,2027
2019/10/10 0:07,0.501,0.251,99.248,0,0,0,0,0,1740115968,90677248,2406412288,4152717312,3922,2382
2019/10/10 0:07,0.501,0.251,98.997,0,0,0.251,0,0,1739980800,90677248,2406420480,4152844288,11510,4696
2019/10/10 0:07,1.25,0.25,97.25,1.25,0,0,0,278528,1739964416,90677248,2406436864,4152844288,29800,16266
2019/10/10 0:07,0.501,0.251,99.248,0,0,0,0,8192,1739943936,90677248,2406457344,4152844288,3238,1934
2019/10/10 0:07,4.02,1.256,94.724,0,0,0,0,180224,1767493632,90677248,2406473728,4125278208,27963,667521
2019/10/10 0:07,0.5,0,99.5,0,0,0,0,0,1767489536,90677248,2406477824,4125278208,3164,1192
2019/10/10 0:07,0.251,0.251,99.497,0,0,0,0,0,1767489536,90677248,2406477824,4125278208,4630,4040
2019/10/10 0:07,0.501,0.251,98.747,0.501,0,0,0,98304,1767489536,90677248,2406477824,4125278208,5275,2729
2019/10/10 0:07,0.754,0.251,98.995,0,0,0,0,8192,1769603072,90677248,2406477824,4123164672,8054,5031
2019/10/10 0:07,0.501,0.251,99.248,0,0,0,0,90112,1769594880,90677248,2406502400,4123148288,6328,9011
2019/10/10 0:07,0.503,0,99.497,0,0,0,0,0,1769594880,90677248,2406502400,4123148288,9295,13277
2019/10/10 0:07,0.251,0.251,99.499,0,0,0,0,0,1769590784,90677248,2406506496,4123148288,4501,2114
2019/10/10 0:07,0.501,0.251,99.248,0,0,0,0,0,1769590784,90677248,2406506496,4123148288,4813,14407
2019/10/10 0:07,0,0.251,99.497,0.251,0,0,0,32768,1769590784,90677248,2406506496,4123148288,3412,1745
2019/10/10 0:07,0.501,0,99.499,0,0,0,0,8192,1769541632,90677248,2406506496,4123197440,4765,2241
2019/10/10 0:07,0.251,0.251,99.497,0,0,0,0,0,1769541632,90677248,2406506496,4123197440,2869,1653
2019/10/10 0:07,0.251,0.251,99.499,0,0,0,0,0,1769541632,90677248,2406506496,4123197440,3412,2289
2019/10/10 0:07,0.251,0.503,99.246,0,0,0,0,16384,1769414656,90677248,2406506496,4123324416,14733,31329
2019/10/10 0:07,1.005,0,98.995,0,0,0,0,0,1769394176,90677248,2406510592,4123340800,10447,76029
2019/10/10 0:07,0.499,0.249,98.753,0.499,0,0,0,245760,1769377792,90677248,2406510592,4123357184,4085,2233
2019/10/10 0:07,0.251,0.251,99.497,0,0,0,0,0,1769504768,90677248,2406510592,4123230208,5627,2318
2019/10/10 0:07,0.251,0.251,99.499,0,0,0,0,0,1769504768,90677248,2406510592,4123230208,3059,1637
2019/10/10 0:07,0.251,0.251,99.499,0,0,0,0,0,1769369600,90677248,2406518784,4123357184,4200,2188
2019/10/10 0:07,0.5,0.25,99.25,0,0,0,0,0,1769369600,90677248,2406518784,4123357184,4713,2357
2019/10/10 0:08,0.754,0.251,98.492,0.503,0,0,0,245760,1769521152,90677248,2406526976,4123197440,4697,3115
2019/10/10 0:08,0.501,0,99.499,0,0,0,0,0,1769521152,90677248,2406526976,4123197440,3429,1951
2019/10/10 0:08,0.251,0.251,99.497,0,0,0,0,0,1769517056,90677248,2406531072,4123197440,4464,1961
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,0,1769517056,90677248,2406531072,4123197440,5178,2399
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,0,1769512960,90677248,2406535168,4123197440,4872,2893
2019/10/10 0:08,0.75,0.25,97,2,0,0,0,57344,1769508864,90677248,2406539264,4123197440,7461,4018
2019/10/10 0:08,0.251,0.251,99.499,0,0,0,0,0,1769373696,90677248,2406547456,4123324416,5982,3838
2019/10/10 0:08,0.501,0,99.248,0,0,0.251,0,0,1769369600,90677248,2406551552,4123324416,3344,2091
2019/10/10 0:08,0.25,0.5,99.25,0,0,0,0,0,1769369600,90677248,2406551552,4123324416,4256,2258
2019/10/10 0:08,0.251,0.251,99.497,0,0,0,0,0,1769369600,90677248,2406551552,4123324416,2570,1657
2019/10/10 0:08,0.501,0.251,98.997,0.251,0,0,0,40960,1769353216,90677248,2406551552,4123340800,3113,1745
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,0,1769353216,90677248,2406551552,4123340800,4256,2127
2019/10/10 0:08,0.251,0.251,99.499,0,0,0,0,0,1769353216,90677248,2406551552,4123340800,2570,1637
2019/10/10 0:08,0.251,0,99.749,0,0,0,0,0,1769353216,90677248,2406551552,4123340800,3928,2359
2019/10/10 0:08,0.251,0.503,99.246,0,0,0,0,0,1769332736,90677248,2406555648,4123357184,4256,2111
2019/10/10 0:08,0.754,0,98.995,0.251,0,0,0,65536,1769332736,90677248,2406555648,4123357184,3551,2858
2019/10/10 0:08,0,0.251,99.497,0.251,0,0,0,0,1769345024,90677248,2406559744,4123340800,3113,1761
2019/10/10 0:08,0.251,0.251,99.499,0,0,0,0,0,1769345024,90677248,2406559744,4123340800,4256,2111
2019/10/10 0:08,0.754,0.251,98.995,0,0,0,0,0,1769345024,90677248,2406559744,4123340800,2570,1637
2019/10/10 0:08,0.251,0.251,99.497,0,0,0,0,0,1769345024,90677248,2406559744,4123340800,3113,1745
2019/10/10 0:08,0.251,0,99.749,0,0,0,0,81920,1769345024,90677248,2406559744,4123340800,4256,2111
2019/10/10 0:08,1.25,0.25,97.25,1.25,0,0,0,49152,1769345024,90677248,2406559744,4123340800,2570,1755
2019/10/10 0:08,0.251,0.251,99.497,0,0,0,0,0,1769345024,90677248,2406559744,4123340800,3113,1761
2019/10/10 0:08,0.251,0.251,99.499,0,0,0,0,0,1769345024,90677248,2406559744,4123340800,4388,2177
2019/10/10 0:08,0.251,0.501,99.248,0,0,0,0,0,1769345024,90677248,2406559744,4123340800,2570,1637
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,73728,1769345024,90677248,2406559744,4123340800,3287,1853
2019/10/10 0:08,0.251,0.501,98.246,1.003,0,0,0,81920,1769328640,90677248,2406559744,4123357184,4202,2127
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,0,1769320448,90677248,2406559744,4123365376,2624,1653
2019/10/10 0:08,0.251,0.251,99.499,0,0,0,0,0,1769320448,90677248,2406559744,4123365376,3113,1745
2019/10/10 0:08,0,0.252,99.748,0,0,0,0,0,1769320448,90677248,2406559744,4123365376,4202,1923
2019/10/10 0:08,0.25,0.25,99.5,0,0,0,0,40960,1769320448,90677248,2406559744,4123365376,2624,1637
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,0,1769320448,90677248,2406559744,4123365376,3113,1761
2019/10/10 0:08,1.508,0.503,97.739,0.251,0,0,0,73728,1775734784,90677248,2406563840,4116946944,4202,2111
2019/10/10 0:08,0.754,0.251,98.995,0,0,0,0,40960,1775734784,90677248,2406563840,4116946944,7736,4136
2019/10/10 0:08,0.501,0.501,98.747,0.251,0,0,0,196608,1775726592,90677248,2406572032,4116946944,21895,12651
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,49152,1775718400,90677248,2406580224,4116946944,4602,2220
2019/10/10 0:08,6.516,1.253,92.231,0,0,0,0,163840,1776787456,90677248,2406592512,4115865600,29675,670005
2019/10/10 0:08,0.251,0.251,99.499,0,0,0,0,0,1776672768,90677248,2406596608,4115976192,2033,934
2019/10/10 0:08,0.503,0.251,94.221,5.025,0,0,0,57344,1776672768,90677248,2406596608,4115976192,5244,3186
2019/10/10 0:08,0.501,0.752,98.747,0,0,0,0,0,1777897472,90677248,2406596608,4114751488,3671,3755
2019/10/10 0:08,1,0.25,98.5,0,0,0.25,0,65536,1777897472,90677248,2406596608,4114751488,8133,5013
2019/10/10 0:08,0.503,0.251,99.246,0,0,0,0,0,1776996352,90677248,2406608896,4115640320,4684,2113
2019/10/10 0:08,0.503,0,99.497,0,0,0,0,0,1777106944,90677248,2406625280,4115513344,9314,15743
2019/10/10 0:08,0.251,0.251,98.997,0.501,0,0,0,73728,1777098752,90681344,2406629376,4115513344,3649,1745
2019/10/10 0:08,0.251,0.251,99.499,0,0,0,0,0,1777098752,90681344,2406629376,4115513344,4543,2280
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,8192,1776971776,90681344,2406629376,4115640320,2869,1637
2019/10/10 0:08,0.251,0.251,99.497,0,0,0,0,0,1776914432,90681344,2406629376,4115697664,7604,27565
2019/10/10 0:08,0.25,0.25,99.5,0,0,0,0,0,1776898048,90681344,2406629376,4115714048,4501,1961
2019/10/10 0:08,0.251,0.251,99.497,0,0,0,0,0,1776898048,90681344,2406629376,4115714048,7897,29761
2019/10/10 0:08,0.25,0.25,99,0.5,0,0,0,49152,1776762880,90681344,2406629376,4115849216,4342,11931
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,24576,1776881664,90681344,2406629376,4115730432,11297,47041
2019/10/10 0:08,0.501,0.501,98.997,0,0,0,0,0,1776721920,90681344,2406629376,4115890176,3987,7790
2019/10/10 0:08,0.75,0.25,99,0,0,0,0,16384,1776717824,90681344,2406633472,4115890176,7071,3742
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,0,1776910336,90681344,2406633472,4115697664,5834,2503
2019/10/10 0:08,0.251,0.251,99.497,0,0,0,0,0,1776906240,90681344,2406637568,4115697664,3500,2100
2019/10/10 0:08,0.501,0.251,98.747,0.501,0,0,0,344064,1776893952,90681344,2406641664,4115705856,3903,2248
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,0,1776889856,90681344,2406645760,4115705856,5098,2538
2019/10/10 0:08,0.251,0.251,99.497,0,0,0,0,0,1776885760,90681344,2406649856,4115705856,3919,2318
2019/10/10 0:08,0.501,0.251,99.248,0,0,0,0,0,1776885760,90681344,2406649856,4115705856,3943,2065
2019/10/10 0:08,0.251,0.251,99.497,0,0,0,0,0,1776881664,90681344,2406653952,4115705856,4544,2307
2019/10/10 0:09,0.5,0.25,98,1.25,0,0,0,147456,1776877568,90681344,2406658048,4115705856,4526,2462
2019/10/10 0:09,0.251,0.251,99.497,0,0,0,0,0,1776988160,90681344,2406658048,4115595264,3936,2757
2019/10/10 0:09,0.501,0.251,99.248,0,0,0,0,0,1776967680,90681344,2406662144,4115611648,4564,2373
2019/10/10 0:09,0.251,0.251,99.499,0,0,0,0,0,1776840704,90681344,2406662144,4115738624,2569,1699
2019/10/10 0:09,0.501,0.251,99.248,0,0,0,0,0,1776840704,90681344,2406662144,4115738624,3215,1927
2019/10/10 0:09,0.251,0.251,98.997,0.501,0,0,0,90112,1776840704,90681344,2406662144,4115738624,4202,2003
2019/10/10 0:09,0.5,0.25,99,0,0,0.25,0,0,1776836608,90681344,2406666240,4115738624,2570,1653
2019/10/10 0:09,0.251,0.251,99.497,0,0,0,0,8192,1776836608,90681344,2406666240,4115738624,4147,2530
2019/10/10 0:09,0.251,0.251,99.499,0,0,0,0,0,1776836608,90681344,2406666240,4115738624,4202,2019
2019/10/10 0:09,0.501,0,99.499,0,0,0,0,0,1776836608,90681344,2406666240,4115738624,2612,1679
2019/10/10 0:09,0.251,0.251,98.747,0.752,0,0,0,49152,1776836608,90681344,2406666240,4115738624,3981,2467
2019/10/10 0:09,0.251,0.251,99.499,0,0,0,0,0,1776963584,90681344,2406666240,4115611648,4202,2019
2019/10/10 0:09,0.251,0.251,99.497,0,0,0,0,0,1776836608,90681344,2406666240,4115738624,2570,1637
2019/10/10 0:09,0.251,0.251,99.499,0,0,0,0,0,1776836608,90681344,2406666240,4115738624,3167,1853
2019/10/10 0:09,0.251,0.251,99.497,0,0,0,0,0,1776709632,90681344,2406666240,4115865600,4202,2003
2019/10/10 0:09,0.501,0.251,99.248,0,0,0,0,49152,1776709632,90681344,2406666240,4115865600,2570,1637
2019/10/10 0:09,0.251,0.251,99.248,0.251,0,0,0,8192,1776721920,90681344,2406670336,4115849216,3167,1911
2019/10/10 0:09,0.251,0.251,99.497,0,0,0,0,0,1776721920,90681344,2406670336,4115849216,4334,2043
2019/10/10 0:09,0.5,0.25,99.25,0,0,0,0,0,1776721920,90681344,2406670336,4115849216,2570,1637
2019/10/10 0:09,0.251,0.501,99.248,0,0,0,0,0,1776594944,90681344,2406670336,4115976192,3167,1895
2019/10/10 0:09,0.251,0.251,99.499,0,0,0,0,32768,1776721920,90681344,2406670336,4115849216,4334,2027
2019/10/10 0:09,0.752,0.501,98.246,0.501,0,0,0,65536,1776848896,90681344,2406670336,4115722240,2570,1653
2019/10/10 0:09,0.251,0.251,99.499,0,0,0,0,0,1776848896,90681344,2406670336,4115722240,3167,1911
2019/10/10 0:09,0.5,0.25,99.25,0,0,0,0,0,1776721920,90681344,2406670336,4115849216,4202,2027
2019/10/10 0:09,0.251,0.251,99.497,0,0,0,0,0,1776721920,90681344,2406670336,4115849216,2570,2201
2019/10/10 0:09,0.503,0.251,98.995,0.251,0,0,0,311296,1776709632,90681344,2406682624,4115849216,27464,15707
2019/10/10 0:09,4.511,0.752,93.484,1.253,0,0,0,278528,1776689152,90681344,2406686720,4115865600,28315,658386
2019/10/10 0:09,0.503,0.251,99.246,0,0,0,0,0,1776738304,90681344,2406703104,4115800064,5245,12334
2019/10/10 0:09,0.25,0.25,99.5,0,0,0,0,0,1776611328,90681344,2406703104,4115927040,2033,919
2019/10/10 0:09,0.251,0.251,99.497,0,0,0,0,0,1776607232,90681344,2406707200,4115927040,6328,4516
2019/10/10 0:09,0.752,0,99.248,0,0,0,0,155648,1776607232,90681344,2406707200,4115927040,6374,3594
2019/10/10 0:09,0.251,0.501,98.747,0.501,0,0,0,57344,1776496640,90681344,2406707200,4116037632,3786,2267
2019/10/10 0:09,0.754,0.251,98.995,0,0,0,0,0,1776484352,90681344,2406735872,4116021248,12650,17975
2019/10/10 0:09,0.501,0,99.499,0,0,0,0,0,1778073600,90681344,2406735872,4114432000,3283,1665
2019/10/10 0:09,0.251,0.503,99.246,0,0,0,0,0,1778073600,90681344,2406735872,4114432000,3412,1746
2019/10/10 0:09,0.499,0.249,99.252,0,0,0,0,0,1778073600,90681344,2406735872,4114432000,4501,2243
2019/10/10 0:09,0.501,0.251,99.248,0,0,0,0,0,1778073600,90681344,2406735872,4114432000,6267,22740
2019/10/10 0:09,0.501,0.251,98.997,0.251,0,0,0,40960,1778024448,90681344,2406735872,4114481152,5306,9030
2019/10/10 0:09,0.251,0.251,99.497,0,0,0,0,24576,1777897472,90681344,2406735872,4114608128,9657,18580
2019/10/10 0:09,0.501,0,99.499,0,0,0,0,0,1777893376,90681344,2406739968,4114608128,4566,21916
2019/10/10 0:09,0.251,0.251,99.497,0,0,0,0,57344,1777889280,90681344,2406744064,4114608128,5107,5020
2019/10/10 0:09,0.252,0.252,99.496,0,0,0,0,0,1777999872,90681344,2406744064,4114497536,10383,28807
2019/10/10 0:09,0.501,0.251,99.248,0,0,0,0,0,1777979392,90681344,2406748160,4114513920,6045,24319
2019/10/10 0:09,0.499,0.249,98.753,0.499,0,0,0,49152,1777975296,90681344,2406752256,4114513920,3624,2099
2019/10/10 0:09,0.251,0.251,99.497,0,0,0,0,0,1777975296,90681344,2406752256,4114513920,4463,1997
2019/10/10 0:09,0.251,0.251,99.499,0,0,0,0,0,1777975296,90681344,2406752256,4114513920,2885,1826
2019/10/10 0:09,0.5,0.25,99,0,0,0.25,0,0,1777975296,90681344,2406752256,4114513920,4435,2211
2019/10/10 0:09,0.251,0.251,99.497,0,0,0,0,0,1777967104,90681344,2406760448,4114513920,6241,3075
2019/10/10 0:09,0.251,0,99.246,0.503,0,0,0,32768,1777967104,90681344,2406760448,4114513920,3140,2029
2019/10/10 0:09,0.501,0.251,99.248,0,0,0,0,0,1777840128,90681344,2406760448,4114640896,3316,2023
2019/10/10 0:09,0.5,0.25,99.25,0,0,0,0,16384,1777840128,90681344,2406760448,4114640896,4351,1960
2019/10/10 0:09,0.251,0.503,99.246,0,0,0,0,0,1777840128,90681344,2406760448,4114640896,3037,1998
2019/10/10 0:09,0.252,0,99.748,0,0,0,0,0,1777840128,90681344,2406760448,4114640896,3580,1985
2019/10/10 0:09,0.25,0.25,96.75,2.75,0,0,0,49152,1777713152,90681344,2406760448,4114767872,4393,2002
2019/10/10 0:09,0.501,0.251,99.248,0,0,0,0,0,1777696768,90681344,2406768640,4114776064,8632,4893
2019/10/10 0:09,0.503,0,99.497,0,0,0,0,180224,1777696768,90681344,2406768640,4114776064,3591,2170
2019/10/10 0:09,0.251,0.251,99.499,0,0,0,0,0,1777819648,90681344,2406772736,4114649088,4256,2303
2019/10/10 0:09,0.251,0.251,99.499,0,0,0,0,0,1777819648,90681344,2406772736,4114649088,2636,1997
2019/10/10 0:09,0.501,0.251,99.248,0,0,0,0,0,1777819648,90681344,2406772736,4114649088,3113,1765
2019/10/10 0:09,0.503,0.251,98.995,0.251,0,0,0,81920,1777819648,90681344,2406772736,4114649088,4202,1961
2019/10/10 0:10,0.503,0,99.497,0,0,0,0,49152,1777819648,90681344,2406772736,4114649088,4417,3094
2019/10/10 0:10,0.501,0.251,99.248,0,0,0,0,0,1777819648,90681344,2406772736,4114649088,3113,1761
2019/10/10 0:10,0.251,0.251,99.499,0,0,0,0,0,1777811456,90681344,2406772736,4114657280,4202,1961
2019/10/10 0:10,0.251,0.251,99.499,0,0,0,0,0,1777811456,90681344,2406772736,4114657280,2624,1787
2019/10/10 0:10,0.251,0.251,99.499,0,0,0,0,0,1777811456,90681344,2406772736,4114657280,3113,1745
2019/10/10 0:10,0.5,0.25,97.5,1.75,0,0,0,131072,1777811456,90681344,2406772736,4114657280,4202,1961
2019/10/10 0:10,0.252,0,99.748,0,0,0,0,0,1777811456,90681344,2406772736,4114657280,2624,1803
2019/10/10 0:10,0.5,0.25,99.25,0,0,0,0,0,1777811456,90681344,2406772736,4114657280,3113,1745
2019/10/10 0:10,0.251,0.501,99.248,0,0,0,0,0,1777811456,90681344,2406772736,4114657280,4202,1961
2019/10/10 0:10,0.251,0,99.749,0,0,0,0,0,1777811456,90681344,2406772736,4114657280,2624,1787
2019/10/10 0:10,0.25,0.5,99.25,0,0,0,0,8192,1777811456,90681344,2406772736,4114657280,3377,2421
2019/10/10 0:10,0.251,0,97.739,2.01,0,0,0,40960,1777811456,90681344,2406772736,4114657280,4202,1977
2019/10/10 0:10,0.251,0.251,99.499,0,0,0,0,0,1777811456,90681344,2406772736,4114657280,2624,1803
2019/10/10 0:10,0.251,0.501,99.248,0,0,0,0,0,1786589184,90681344,2406772736,4105879552,3113,1745
2019/10/10 0:10,0.503,0,99.497,0,0,0,0,0,1786589184,90681344,2406772736,4105879552,4202,1961
2019/10/10 0:10,0.501,0.251,99.248,0,0,0,0,40960,1786585088,90681344,2406776832,4105879552,2624,1787
2019/10/10 0:10,0.503,0.251,99.246,0,0,0,0,0,1786994688,90681344,2406780928,4105465856,3113,1761
2019/10/10 0:10,0.251,0.251,98.246,1.253,0,0,0,73728,1786994688,90681344,2406780928,4105465856,4202,1961
