"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","testttt-mse-master-0.novalocal",,,,"User:","cloud-user"
"Cmdline:","dstat --time --cpu --disk --mem --net --output ctu13_iter5_6_1.csv 1 360",,,,"Date:","10 Oct 2019 02:14:21 EDT"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
10-10 02:14:52,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1768972288.0,90787840.0,2419998720.0,4110163968.0,5511.0,3208.0
10-10 02:14:53,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,1768972288.0,90787840.0,2419998720.0,4110163968.0,3538.0,3485.0
10-10 02:14:54,0.251,0.503,99.246,0.0,0.0,0.0,0.0,40960.0,1770950656.0,90787840.0,2420006912.0,4108177408.0,7234.0,4426.0
10-10 02:14:55,0.752,0.251,98.997,0.0,0.0,0.0,0.0,11124736.0,1770950656.0,90787840.0,2420006912.0,4108177408.0,6356.0,4449.0
10-10 02:14:56,0.503,0.503,98.241,0.754,0.0,0.0,0.0,212992.0,1771188224.0,90787840.0,2420039680.0,4107907072.0,10912.0,18115.0
10-10 02:14:57,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1771200512.0,90787840.0,2420043776.0,4107890688.0,5288.0,4383.0
10-10 02:14:58,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1771196416.0,90787840.0,2420047872.0,4107890688.0,5300.0,3197.0
10-10 02:14:59,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1771196416.0,90787840.0,2420047872.0,4107890688.0,3891.0,2463.0
10-10 02:15:00,0.501,0.251,99.248,0.0,0.0,0.0,0.0,65536.0,1771155456.0,90787840.0,2420056064.0,4107923456.0,3407.0,2445.0
10-10 02:15:01,0.752,0.501,98.246,0.501,0.0,0.0,0.0,163840.0,1771118592.0,90787840.0,2420060160.0,4107956224.0,17212.0,25168.0
10-10 02:15:02,0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,1771098112.0,90787840.0,2420080640.0,4107956224.0,12460.0,9873.0
10-10 02:15:03,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1771089920.0,90787840.0,2420088832.0,4107956224.0,3350.0,3962.0
10-10 02:15:04,0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,1771077632.0,90787840.0,2420101120.0,4107956224.0,6898.0,7986.0
10-10 02:15:05,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1771053056.0,90787840.0,2420109312.0,4107972608.0,5799.0,6798.0
10-10 02:15:06,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1771024384.0,90787840.0,2420121600.0,4107988992.0,4691.0,6192.0
10-10 02:15:07,0.754,0.503,98.492,0.251,0.0,0.0,0.0,57344.0,1771016192.0,90787840.0,2420129792.0,4107988992.0,12192.0,15716.0
10-10 02:15:08,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1773096960.0,90787840.0,2420146176.0,4105891840.0,7270.0,7382.0
10-10 02:15:09,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1773203456.0,90787840.0,2420166656.0,4105764864.0,5368.0,6851.0
10-10 02:15:10,0.501,0.251,99.248,0.0,0.0,0.0,0.0,8192.0,1773191168.0,90787840.0,2420178944.0,4105764864.0,6540.0,9075.0
10-10 02:15:11,0.750,0.250,99.0,0.0,0.0,0.0,0.0,0.0,1773187072.0,90787840.0,2420183040.0,4105764864.0,6690.0,6444.0
10-10 02:15:12,0.754,0.0,98.744,0.503,0.0,0.0,0.0,49152.0,1773170688.0,90787840.0,2420199424.0,4105764864.0,5862.0,6689.0
10-10 02:15:13,0.756,0.252,98.741,0.0,0.0,0.252,0.0,139264.0,1773158400.0,90787840.0,2420211712.0,4105764864.0,27429.0,17369.0
10-10 02:15:14,0.748,0.499,98.753,0.0,0.0,0.0,0.0,8192.0,1773019136.0,90787840.0,2420224000.0,4105891840.0,7295.0,7242.0
10-10 02:15:15,4.271,1.005,94.472,0.251,0.0,0.0,0.0,393216.0,1800572928.0,90787840.0,2420236288.0,4078325760.0,23411.0,655007.0
10-10 02:15:16,1.003,0.501,98.496,0.0,0.0,0.0,0.0,0.0,1801359360.0,90787840.0,2420260864.0,4077514752.0,8918.0,12651.0
10-10 02:15:17,0.501,0.251,98.747,0.501,0.0,0.0,0.0,114688.0,1801498624.0,90787840.0,2420264960.0,4077371392.0,2088.0,1422.0
10-10 02:15:18,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1801498624.0,90787840.0,2420264960.0,4077371392.0,4750.0,4445.0
10-10 02:15:19,0.504,0.252,99.244,0.0,0.0,0.0,0.0,49152.0,1801498624.0,90787840.0,2420264960.0,4077371392.0,8831.0,5140.0
10-10 02:15:20,1.0,0.250,98.750,0.0,0.0,0.0,0.0,65536.0,1801523200.0,90787840.0,2420273152.0,4077338624.0,4529.0,3776.0
10-10 02:15:21,1.759,0.503,97.487,0.0,0.0,0.251,0.0,0.0,1807912960.0,90787840.0,2420293632.0,4070928384.0,10568.0,14301.0
10-10 02:15:22,1.005,0.251,98.492,0.251,0.0,0.0,0.0,90112.0,1807900672.0,90787840.0,2420297728.0,4070936576.0,4966.0,3771.0
10-10 02:15:23,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1808011264.0,90787840.0,2420297728.0,4070825984.0,3467.0,2150.0
10-10 02:15:24,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1808011264.0,90787840.0,2420297728.0,4070825984.0,3957.0,4581.0
10-10 02:15:25,0.501,0.251,98.997,0.251,0.0,0.0,0.0,516096.0,1807843328.0,90787840.0,2420305920.0,4070985728.0,9530.0,7210.0
10-10 02:15:26,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1807818752.0,90787840.0,2420314112.0,4071002112.0,6431.0,6892.0
10-10 02:15:27,0.505,0.253,99.242,0.0,0.0,0.0,0.0,0.0,1807675392.0,90787840.0,2420314112.0,4071145472.0,10098.0,13118.0
10-10 02:15:28,0.501,0.251,98.997,0.251,0.0,0.0,0.0,98304.0,1807663104.0,90787840.0,2420326400.0,4071145472.0,6658.0,6836.0
10-10 02:15:29,1.504,0.501,97.995,0.0,0.0,0.0,0.0,0.0,1807659008.0,90787840.0,2420330496.0,4071145472.0,11801.0,17116.0
10-10 02:15:30,0.252,0.252,99.496,0.0,0.0,0.0,0.0,81920.0,1807601664.0,90787840.0,2420355072.0,4071178240.0,6014.0,6118.0
10-10 02:15:31,0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,1807589376.0,90787840.0,2420367360.0,4071178240.0,6346.0,7246.0
10-10 02:15:32,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1807581184.0,90787840.0,2420375552.0,4071178240.0,5420.0,6368.0
10-10 02:15:33,0.252,0.0,99.496,0.252,0.0,0.0,0.0,90112.0,1807319040.0,90787840.0,2420383744.0,4071432192.0,7278.0,8837.0
10-10 02:15:34,0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,1807306752.0,90787840.0,2420396032.0,4071432192.0,9783.0,11892.0
10-10 02:15:35,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1807286272.0,90787840.0,2420408320.0,4071440384.0,8356.0,7933.0
10-10 02:15:36,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1807396864.0,90787840.0,2420424704.0,4071313408.0,7464.0,10025.0
10-10 02:15:37,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1807388672.0,90787840.0,2420432896.0,4071313408.0,7414.0,7000.0
10-10 02:15:38,0.250,0.250,99.0,0.500,0.0,0.0,0.0,49152.0,1807249408.0,90787840.0,2420445184.0,4071440384.0,3921.0,3559.0
10-10 02:15:39,0.754,0.251,98.995,0.0,0.0,0.0,0.0,147456.0,1807241216.0,90787840.0,2420453376.0,4071440384.0,27580.0,21339.0
10-10 02:15:40,0.251,0.501,99.248,0.0,0.0,0.0,0.0,24576.0,1807228928.0,90787840.0,2420465664.0,4071440384.0,6450.0,2549.0
10-10 02:15:41,1.250,0.500,98.0,0.0,0.0,0.250,0.0,0.0,1578274816.0,90787840.0,2415247360.0,4305612800.0,6304.0,11075.0
10-10 02:15:42,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1578106880.0,90787840.0,2415185920.0,4305842176.0,1560.0,1973.0
10-10 02:15:43,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1578098688.0,90787840.0,2415185920.0,4305850368.0,3137.0,1815.0
10-10 02:15:44,0.251,0.501,98.747,0.501,0.0,0.0,0.0,229376.0,1578098688.0,90787840.0,2415185920.0,4305850368.0,2050.0,1307.0
10-10 02:15:45,0.251,0.251,99.499,0.0,0.0,0.0,0.0,8192.0,1578098688.0,90787840.0,2415185920.0,4305850368.0,1506.0,1200.0
10-10 02:15:46,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1578205184.0,90787840.0,2415190016.0,4305739776.0,4419.0,3085.0
10-10 02:15:47,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1578082304.0,90787840.0,2415194112.0,4305858560.0,3595.0,1595.0
10-10 02:15:48,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1578082304.0,90787840.0,2415194112.0,4305858560.0,1468.0,1184.0
10-10 02:15:49,0.251,0.503,98.995,0.251,0.0,0.0,0.0,81920.0,1578082304.0,90787840.0,2415194112.0,4305858560.0,3099.0,1509.0
10-10 02:15:50,0.251,0.251,99.499,0.0,0.0,0.0,0.0,253952.0,1578049536.0,90787840.0,2415194112.0,4305891328.0,2012.0,1323.0
10-10 02:15:51,0.750,5.750,92.250,1.250,0.0,0.0,0.0,139264.0,1580077056.0,90787840.0,2415202304.0,4303855616.0,4593.0,4391.0
10-10 02:15:52,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1580109824.0,90787840.0,2415202304.0,4303822848.0,3255.0,1707.0
10-10 02:15:53,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1580109824.0,90787840.0,2415202304.0,4303822848.0,2012.0,1291.0
10-10 02:15:54,0.251,0.503,99.246,0.0,0.0,0.0,0.0,0.0,1580109824.0,90787840.0,2415202304.0,4303822848.0,1828.0,2041.0
10-10 02:15:55,0.251,0.503,99.246,0.0,0.0,0.0,0.0,401408.0,1580085248.0,90787840.0,2415202304.0,4303847424.0,4635.0,2936.0
10-10 02:15:56,0.252,0.252,98.992,0.504,0.0,0.0,0.0,122880.0,1580085248.0,90787840.0,2415202304.0,4303847424.0,2444.0,1653.0
10-10 02:15:57,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1580052480.0,90787840.0,2415202304.0,4303880192.0,2092.0,1679.0
10-10 02:15:58,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1580027904.0,90787840.0,2415202304.0,4303904768.0,3723.0,2070.0
10-10 02:15:59,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1579999232.0,90787840.0,2415206400.0,4303929344.0,2636.0,1827.0
10-10 02:16:00,0.251,0.251,99.497,0.0,0.0,0.0,0.0,32768.0,1579999232.0,90787840.0,2415206400.0,4303929344.0,1570.0,1293.0
10-10 02:16:01,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1579974656.0,90787840.0,2415206400.0,4303953920.0,3153.0,1658.0
10-10 02:16:02,0.500,0.500,98.500,0.500,0.0,0.0,0.0,90112.0,1579974656.0,90787840.0,2415206400.0,4303953920.0,2168.0,1426.0
10-10 02:16:03,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1579966464.0,90787840.0,2415206400.0,4303962112.0,1570.0,1410.0
10-10 02:16:04,0.504,0.252,98.992,0.252,0.0,0.0,0.0,114688.0,1579966464.0,90787840.0,2415206400.0,4303962112.0,3675.0,2172.0
10-10 02:16:05,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1579835392.0,90787840.0,2415194112.0,4304105472.0,2012.0,1851.0
10-10 02:16:06,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1579835392.0,90787840.0,2415194112.0,4304105472.0,1780.0,1695.0
10-10 02:16:07,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1579835392.0,90787840.0,2415194112.0,4304105472.0,4023.0,2632.0
10-10 02:16:08,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1579708416.0,90787840.0,2415194112.0,4304232448.0,4316.0,3434.0
10-10 02:16:09,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1579577344.0,90787840.0,2415198208.0,4304359424.0,1984.0,1592.0
10-10 02:16:10,0.251,0.501,98.747,0.501,0.0,0.0,0.0,122880.0,1579577344.0,90787840.0,2415198208.0,4304359424.0,3867.0,2232.0
10-10 02:16:11,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1579577344.0,90787840.0,2415198208.0,4304359424.0,2168.0,1432.0
10-10 02:16:12,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1579577344.0,90787840.0,2415198208.0,4304359424.0,1822.0,1430.0
10-10 02:16:13,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1579577344.0,90787840.0,2415198208.0,4304359424.0,4989.0,3344.0
10-10 02:16:14,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1579577344.0,90787840.0,2415198208.0,4304359424.0,3242.0,2298.0
10-10 02:16:15,0.501,0.251,98.747,0.501,0.0,0.0,0.0,40960.0,1579573248.0,90787840.0,2415202304.0,4304359424.0,2392.0,2116.0
10-10 02:16:16,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1579573248.0,90787840.0,2415202304.0,4304359424.0,3567.0,1840.0
10-10 02:16:17,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1579569152.0,90787840.0,2415206400.0,4304359424.0,4160.0,4090.0
10-10 02:16:18,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1579569152.0,90787840.0,2415206400.0,4304359424.0,2248.0,1687.0
10-10 02:16:19,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1579569152.0,90787840.0,2415206400.0,4304359424.0,3867.0,3349.0
10-10 02:16:20,0.501,0.251,98.997,0.251,0.0,0.0,0.0,114688.0,1579569152.0,90787840.0,2415206400.0,4304359424.0,2582.0,2813.0
10-10 02:16:21,0.0,0.501,99.499,0.0,0.0,0.0,0.0,0.0,1579569152.0,90787840.0,2415206400.0,4304359424.0,1468.0,1216.0
10-10 02:16:22,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1579569152.0,90787840.0,2415206400.0,4304359424.0,3255.0,1611.0
10-10 02:16:23,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1579601920.0,90787840.0,2415206400.0,4304326656.0,2480.0,1597.0
10-10 02:16:24,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1579569152.0,90787840.0,2415206400.0,4304359424.0,1780.0,1279.0
10-10 02:16:25,1.003,0.501,97.744,0.752,0.0,0.0,0.0,270336.0,1583640576.0,90787840.0,2415206400.0,4300288000.0,3255.0,2622.0
10-10 02:16:26,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1583529984.0,90787840.0,2415206400.0,4300398592.0,2066.0,1713.0
10-10 02:16:27,30.500,4.500,64.750,0.0,0.0,0.250,0.0,0.0,1661931520.0,90787840.0,2420510720.0,4216692736.0,1732.0,1576.0
10-10 02:16:28,33.753,3.023,63.224,0.0,0.0,0.0,0.0,24576.0,1725050880.0,90787840.0,2420510720.0,4153573376.0,3315.0,3383.0
10-10 02:16:29,19.849,1.508,78.392,0.0,0.0,0.251,0.0,139264.0,1742102528.0,90787840.0,2420523008.0,4136509440.0,22124.0,662450.0
10-10 02:16:30,0.501,0.251,99.248,0.0,0.0,0.0,0.0,49152.0,1742110720.0,90787840.0,2420531200.0,4136493056.0,1560.0,3025.0
10-10 02:16:31,0.503,0.251,98.744,0.503,0.0,0.0,0.0,401408.0,1742110720.0,90787840.0,2420531200.0,4136493056.0,6108.0,3726.0
10-10 02:16:32,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1739825152.0,90787840.0,2420531200.0,4138778624.0,2974.0,3503.0
10-10 02:16:33,0.754,0.251,98.995,0.0,0.0,0.0,0.0,49152.0,1739812864.0,90787840.0,2420535296.0,4138786816.0,7240.0,4771.0
10-10 02:16:34,0.756,0.252,98.992,0.0,0.0,0.0,0.0,0.0,1739816960.0,90787840.0,2420539392.0,4138778624.0,4956.0,3274.0
10-10 02:16:35,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1739911168.0,90787840.0,2420555776.0,4138668032.0,9730.0,16334.0
10-10 02:16:36,0.252,0.252,99.244,0.252,0.0,0.0,0.0,73728.0,1739907072.0,90787840.0,2420559872.0,4138668032.0,3231.0,2398.0
10-10 02:16:37,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1739636736.0,90787840.0,2420559872.0,4138938368.0,4625.0,2698.0
10-10 02:16:38,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1739628544.0,90787840.0,2420559872.0,4138946560.0,5738.0,7646.0
10-10 02:16:39,0.752,0.251,98.997,0.0,0.0,0.0,0.0,16384.0,1739628544.0,90787840.0,2420559872.0,4138946560.0,5802.0,4986.0
10-10 02:16:40,0.503,0.251,99.246,0.0,0.0,0.0,0.0,16384.0,1739587584.0,90787840.0,2420568064.0,4138979328.0,9470.0,9430.0
10-10 02:16:41,0.501,0.501,98.246,0.752,0.0,0.0,0.0,73728.0,1739567104.0,90787840.0,2420580352.0,4138987520.0,9202.0,12184.0
10-10 02:16:42,0.750,0.0,99.250,0.0,0.0,0.0,0.0,0.0,1739554816.0,90787840.0,2420592640.0,4138987520.0,3248.0,3706.0
10-10 02:16:43,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1739542528.0,90787840.0,2420604928.0,4138987520.0,14652.0,19270.0
10-10 02:16:44,0.754,0.754,98.492,0.0,0.0,0.0,0.0,0.0,1740673024.0,90787840.0,2420613120.0,4137848832.0,6023.0,7152.0
10-10 02:16:45,0.500,0.500,98.750,0.0,0.0,0.250,0.0,24576.0,1740787712.0,90787840.0,2420625408.0,4137721856.0,4414.0,4217.0
10-10 02:16:46,0.503,0.251,98.744,0.503,0.0,0.0,0.0,114688.0,1739595776.0,90787840.0,2420641792.0,4138897408.0,6342.0,6940.0
10-10 02:16:47,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1739587584.0,90787840.0,2420649984.0,4138897408.0,6655.0,7019.0
10-10 02:16:48,1.253,0.251,98.496,0.0,0.0,0.0,0.0,0.0,1739579392.0,90787840.0,2420658176.0,4138897408.0,9232.0,12865.0
10-10 02:16:49,0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1739567104.0,90787840.0,2420670464.0,4138897408.0,8005.0,9547.0
10-10 02:16:50,1.0,6.500,92.0,0.500,0.0,0.0,0.0,172032.0,1741799424.0,90787840.0,2420703232.0,4136632320.0,8865.0,10881.0
10-10 02:16:51,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1741910016.0,90787840.0,2420711424.0,4136513536.0,5932.0,8214.0
10-10 02:16:52,1.250,0.500,98.0,0.250,0.0,0.0,0.0,81920.0,1741897728.0,90787840.0,2420723712.0,4136513536.0,26371.0,19748.0
10-10 02:16:53,0.504,0.0,99.496,0.0,0.0,0.0,0.0,65536.0,1741881344.0,90787840.0,2420740096.0,4136513536.0,10779.0,6900.0
10-10 02:16:54,1.250,0.500,98.250,0.0,0.0,0.0,0.0,8192.0,1741856768.0,90787840.0,2420764672.0,4136513536.0,6722.0,4120.0
10-10 02:16:55,8.040,1.256,89.950,0.503,0.0,0.251,0.0,360448.0,1767206912.0,90787840.0,2420776960.0,4111151104.0,23783.0,665781.0
10-10 02:16:56,0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,1767346176.0,90787840.0,2420781056.0,4111007744.0,2712.0,2128.0
10-10 02:16:57,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1767346176.0,90787840.0,2420781056.0,4111007744.0,4300.0,3184.0
10-10 02:16:58,0.503,0.251,99.246,0.0,0.0,0.0,0.0,32768.0,1767219200.0,90787840.0,2420781056.0,4111134720.0,6299.0,4986.0
10-10 02:16:59,0.752,0.501,98.747,0.0,0.0,0.0,0.0,16384.0,1769316352.0,90787840.0,2420789248.0,4109029376.0,8762.0,6584.0
10-10 02:17:00,1.508,0.503,97.487,0.503,0.0,0.0,0.0,11788288.0,1769615360.0,90787840.0,2420801536.0,4108718080.0,8402.0,9713.0
10-10 02:17:01,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1769959424.0,90787840.0,2420822016.0,4108353536.0,11368.0,13877.0
10-10 02:17:02,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1769955328.0,90787840.0,2420826112.0,4108353536.0,4623.0,6052.0
10-10 02:17:03,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1770590208.0,90787840.0,2420826112.0,4107718656.0,4543.0,5155.0
10-10 02:17:04,0.501,5.764,93.734,0.0,0.0,0.0,0.0,344064.0,1770790912.0,90787840.0,2420834304.0,4107509760.0,8604.0,9628.0
10-10 02:17:05,0.754,0.251,98.995,0.0,0.0,0.0,0.0,16384.0,1770504192.0,90787840.0,2420834304.0,4107796480.0,6649.0,5333.0
10-10 02:17:06,0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,1766268928.0,90787840.0,2420846592.0,4112019456.0,7501.0,9315.0
10-10 02:17:07,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1766252544.0,90787840.0,2420862976.0,4112019456.0,11192.0,11697.0
10-10 02:17:08,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1766244352.0,90787840.0,2420871168.0,4112019456.0,8037.0,13810.0
10-10 02:17:09,0.752,0.501,97.995,0.501,0.0,0.251,0.0,106496.0,1766207488.0,90787840.0,2420891648.0,4112035840.0,11023.0,11670.0
10-10 02:17:10,0.501,0.251,99.248,0.0,0.0,0.0,0.0,8192.0,1765900288.0,90787840.0,2420895744.0,4112338944.0,6348.0,4359.0
