"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-3",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t2_cidd_3.csv",,,,"Date:","26 Sep 2019 04:37:22 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
26-09 04:37:34,2.010,0.0,97.990,0.0,0.0,0.0,501518336.0,7909376.0,148979712.0,3484917760.0,1048576.0,0.0,173.0,867.0,4.0,0.0,java / 1048576:8192
26-09 04:37:35,0.503,0.0,99.497,0.0,0.0,0.0,501518336.0,7909376.0,148979712.0,3484917760.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:36,0.503,0.503,98.995,0.0,0.0,0.0,501518336.0,7909376.0,148979712.0,3484917760.0,1048576.0,0.0,281.0,1395.0,4.0,0.0,java / 1048576:4096
26-09 04:37:37,0.498,0.498,99.005,0.0,0.0,0.0,501514240.0,7909376.0,149110784.0,3484790784.0,1179648.0,0.0,173.0,851.0,5.0,0.0,java / 1179648:0
26-09 04:37:38,2.513,0.0,96.482,1.005,0.0,0.0,501641216.0,7917568.0,149102592.0,3484663808.0,1048576.0,16384.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 04:37:39,1.508,0.0,98.492,0.0,0.0,0.0,501633024.0,7917568.0,149110784.0,3484663808.0,1048576.0,0.0,281.0,1404.0,4.0,0.0,java / 1048576:0
26-09 04:37:40,0.498,0.498,99.005,0.0,0.0,0.0,501633024.0,7917568.0,149110784.0,3484663808.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:41,0.505,0.0,99.495,0.0,0.0,0.0,501633024.0,7917568.0,149110784.0,3484663808.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:42,1.493,0.498,98.010,0.0,0.0,0.0,501399552.0,7917568.0,149217280.0,3484790784.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:37:43,0.500,0.0,99.0,0.500,0.0,0.0,501542912.0,7917568.0,149168128.0,3484696576.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:44,1.0,0.0,98.500,0.500,0.0,0.0,501714944.0,7925760.0,148860928.0,3484823552.0,786432.0,12288.0,173.0,851.0,3.0,2.0,java / 786432:0
26-09 04:37:45,1.005,0.0,97.990,1.005,0.0,0.0,501669888.0,7925760.0,148905984.0,3484823552.0,1048576.0,0.0,347.0,1506.0,4.0,0.0,java / 1048576:0
26-09 04:37:46,1.500,0.0,98.0,0.0,0.0,0.500,501723136.0,7925760.0,148852736.0,3484823552.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:47,0.505,0.0,99.495,0.0,0.0,0.0,501596160.0,7925760.0,148852736.0,3484950528.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:48,0.990,0.495,98.020,0.495,0.0,0.0,501723136.0,7925760.0,148852736.0,3484823552.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:37:49,0.0,0.0,100.0,0.0,0.0,0.0,501723136.0,7925760.0,148852736.0,3484823552.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:50,0.503,0.503,98.492,0.503,0.0,0.0,501714944.0,7933952.0,148852736.0,3484823552.0,1048576.0,12288.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 04:37:51,1.0,0.0,99.0,0.0,0.0,0.0,501682176.0,7933952.0,148852736.0,3484856320.0,1048576.0,0.0,281.0,1404.0,4.0,0.0,java / 1048576:0
26-09 04:37:52,0.503,0.0,99.497,0.0,0.0,0.0,501682176.0,7933952.0,148852736.0,3484856320.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:53,0.498,0.498,98.507,0.498,0.0,0.0,501592064.0,7933952.0,148942848.0,3484856320.0,1138688.0,8192.0,173.0,851.0,5.0,1.0,java / 1138688:0
26-09 04:37:54,0.500,0.500,99.0,0.0,0.0,0.0,501592064.0,7933952.0,148942848.0,3484856320.0,1048576.0,0.0,281.0,1404.0,4.0,0.0,java / 1048576:0
26-09 04:37:55,0.505,0.0,99.495,0.0,0.0,0.0,501592064.0,7933952.0,148942848.0,3484856320.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:56,1.005,0.0,98.492,0.503,0.0,0.0,501710848.0,7942144.0,148942848.0,3484729344.0,1048576.0,24576.0,173.0,851.0,4.0,3.0,java / 1048576:0
26-09 04:37:57,0.500,0.0,99.0,0.500,0.0,0.0,501796864.0,7942144.0,148930560.0,3484655616.0,1048576.0,0.0,281.0,1404.0,4.0,0.0,java / 1048576:0
26-09 04:37:58,0.0,0.0,100.0,0.0,0.0,0.0,501694464.0,7942144.0,149032960.0,3484655616.0,1048576.0,20480.0,215.0,893.0,4.0,1.0,java / 1048576:0
26-09 04:37:59,1.0,0.0,99.0,0.0,0.0,0.0,501616640.0,7942144.0,148983808.0,3484782592.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:38:00,0.0,0.500,99.0,0.500,0.0,0.0,501616640.0,7942144.0,149024768.0,3484741632.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:38:01,0.0,0.503,99.497,0.0,0.0,0.0,501628928.0,7942144.0,149024768.0,3484729344.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:02,0.498,0.498,98.010,0.995,0.0,0.0,501673984.0,7950336.0,148971520.0,3484729344.0,1048576.0,16384.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 04:38:03,1.0,0.0,99.0,0.0,0.0,0.0,501547008.0,7950336.0,148971520.0,3484856320.0,1048576.0,36864.0,281.0,1404.0,4.0,5.0,java / 1048576:8192
26-09 04:38:04,0.0,0.503,99.497,0.0,0.0,0.0,501755904.0,7950336.0,148930560.0,3484688384.0,1048576.0,0.0,173.0,933.0,4.0,0.0,java / 1048576:4096
26-09 04:38:05,0.503,0.0,98.492,1.005,0.0,0.0,501755904.0,7950336.0,148930560.0,3484688384.0,1048576.0,0.0,239.0,1591.0,4.0,0.0,java / 1048576:0
26-09 04:38:06,0.500,0.500,99.0,0.0,0.0,0.0,501755904.0,7950336.0,148930560.0,3484688384.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:8192
26-09 04:38:07,0.503,0.0,99.497,0.0,0.0,0.0,501653504.0,7950336.0,148930560.0,3484790784.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:08,0.500,0.500,98.0,1.0,0.0,0.0,501653504.0,7958528.0,148922368.0,3484790784.0,1048576.0,16384.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 04:38:09,0.500,0.0,99.0,0.500,0.0,0.0,501612544.0,7958528.0,148930560.0,3484823552.0,1048576.0,0.0,281.0,1404.0,4.0,0.0,java / 1048576:0
26-09 04:38:10,0.503,0.0,99.497,0.0,0.0,0.0,501612544.0,7958528.0,148930560.0,3484823552.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:11,0.995,0.498,98.507,0.0,0.0,0.0,501612544.0,7958528.0,148930560.0,3484823552.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:12,0.500,0.500,99.0,0.0,0.0,0.0,501809152.0,7958528.0,148930560.0,3484626944.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:38:13,0.503,0.0,99.497,0.0,0.0,0.0,502071296.0,7958528.0,148668416.0,3484626944.0,786432.0,0.0,173.0,851.0,3.0,0.0,java / 786432:0
26-09 04:38:14,0.0,0.503,98.492,1.005,0.0,0.0,502063104.0,7966720.0,148668416.0,3484626944.0,1048576.0,12288.0,239.0,945.0,4.0,2.0,java / 1048576:0
26-09 04:38:15,0.0,0.0,100.0,0.0,0.0,0.0,501714944.0,7966720.0,148721664.0,3484921856.0,1048576.0,0.0,281.0,1404.0,4.0,0.0,java / 1048576:0
26-09 04:38:16,1.0,0.0,98.500,0.500,0.0,0.0,501944320.0,7966720.0,148766720.0,3484647424.0,1048576.0,0.0,317.0,1773.0,4.0,0.0,java / 1048576:0
26-09 04:38:17,0.500,1.500,97.500,0.500,0.0,0.0,502530048.0,7974912.0,148815872.0,3484004352.0,1048576.0,24576.0,562.0,851.0,4.0,3.0,java / 1048576:0
26-09 04:38:18,0.503,0.0,99.497,0.0,0.0,0.0,502685696.0,7974912.0,148672512.0,3483992064.0,1048576.0,0.0,281.0,1404.0,4.0,0.0,java / 1048576:0
26-09 04:38:19,0.0,0.0,100.0,0.0,0.0,0.0,502738944.0,7974912.0,148672512.0,3483938816.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:20,0.995,0.0,98.507,0.498,0.0,0.0,502554624.0,7974912.0,148500480.0,3484295168.0,897024.0,0.0,173.0,851.0,9.0,0.0,java / 897024:0
26-09 04:38:21,0.500,0.500,99.0,0.0,0.0,0.0,502587392.0,7974912.0,148721664.0,3484041216.0,1343488.0,0.0,150.0,2629.0,6.0,0.0,java / 1343488:0
26-09 04:38:22,1.0,0.0,97.500,1.500,0.0,0.0,502538240.0,7983104.0,148865024.0,3483938816.0,1114112.0,16384.0,473.0,357.0,5.0,2.0,java / 1114112:0
26-09 04:38:23,0.500,0.500,99.0,0.0,0.0,0.0,502583296.0,7983104.0,148787200.0,3483971584.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:24,0.503,0.0,99.497,0.0,0.0,0.0,502583296.0,7983104.0,148787200.0,3483971584.0,1048576.0,0.0,281.0,1832.0,4.0,0.0,java / 1048576:0
26-09 04:38:25,0.498,0.498,98.507,0.498,0.0,0.0,502583296.0,7983104.0,148787200.0,3483971584.0,1048576.0,0.0,173.0,423.0,4.0,0.0,java / 1048576:0
26-09 04:38:26,0.0,0.503,99.497,0.0,0.0,0.0,502558720.0,7983104.0,148938752.0,3483844608.0,1179648.0,0.0,173.0,1279.0,5.0,0.0,java / 1179648:0
26-09 04:38:27,1.0,0.0,99.0,0.0,0.0,0.0,502267904.0,7983104.0,148975616.0,3484098560.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:38:28,0.505,0.0,98.990,0.505,0.0,0.0,502521856.0,7991296.0,148963328.0,3483848704.0,1048576.0,49152.0,173.0,851.0,4.0,4.0,java / 1048576:0
26-09 04:38:29,0.500,0.500,99.0,0.0,0.0,0.0,502435840.0,7991296.0,149012480.0,3483885568.0,1048576.0,0.0,215.0,925.0,4.0,0.0,java / 1048576:0
26-09 04:38:30,0.498,0.498,98.507,0.498,0.0,0.0,502435840.0,7991296.0,149012480.0,3483885568.0,1048576.0,0.0,281.0,1372.0,4.0,0.0,java / 1048576:0
26-09 04:38:31,0.505,0.0,99.495,0.0,0.0,0.0,502390784.0,7991296.0,148803584.0,3484139520.0,786432.0,0.0,173.0,851.0,3.0,0.0,java / 786432:0
26-09 04:38:32,0.0,0.500,99.500,0.0,0.0,0.0,502784000.0,7991296.0,148705280.0,3483844608.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:33,1.005,0.0,97.990,1.005,0.0,0.0,502665216.0,7999488.0,148807680.0,3483852800.0,1048576.0,40960.0,281.0,1396.0,4.0,3.0,java / 1048576:8192
26-09 04:38:34,0.500,0.500,99.0,0.0,0.0,0.0,502616064.0,7999488.0,148959232.0,3483750400.0,1179648.0,0.0,173.0,867.0,5.0,0.0,java / 1179648:4096
26-09 04:38:35,0.503,0.0,99.497,0.0,0.0,0.0,502636544.0,7999488.0,148938752.0,3483750400.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:36,1.500,0.0,98.0,0.500,0.0,0.0,502636544.0,7999488.0,148938752.0,3483750400.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:8192
26-09 04:38:37,0.500,0.0,99.500,0.0,0.0,0.0,502636544.0,7999488.0,148938752.0,3483750400.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:38,0.0,0.0,100.0,0.0,0.0,0.0,502636544.0,7999488.0,148938752.0,3483750400.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:39,0.995,0.995,97.512,0.498,0.0,0.0,502652928.0,8007680.0,148938752.0,3483725824.0,1048576.0,20480.0,281.0,1396.0,4.0,2.0,java / 1048576:0
26-09 04:38:40,0.503,0.0,99.497,0.0,0.0,0.0,502652928.0,8007680.0,148938752.0,3483725824.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:38:41,0.503,0.0,99.497,0.0,0.0,0.0,502620160.0,8007680.0,148938752.0,3483758592.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:42,0.995,0.498,98.507,0.0,0.0,0.0,502620160.0,8007680.0,148938752.0,3483758592.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:38:43,0.500,0.500,99.0,0.0,0.0,0.0,502566912.0,8007680.0,148840448.0,3483910144.0,1048576.0,24576.0,239.0,945.0,4.0,6.0,java / 1048576:0
26-09 04:38:44,0.0,0.0,100.0,0.0,0.0,0.0,502059008.0,8007680.0,149909504.0,3483348992.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:38:45,0.985,0.985,96.552,0.985,0.0,0.493,502034432.0,8015872.0,149909504.0,3483365376.0,1048576.0,12288.0,281.0,1396.0,4.0,2.0,java / 1048576:0
26-09 04:38:46,0.0,0.503,99.497,0.0,0.0,0.0,502034432.0,8015872.0,149909504.0,3483365376.0,1048576.0,0.0,173.0,925.0,4.0,0.0,java / 1048576:0
26-09 04:38:47,0.503,0.0,99.497,0.0,0.0,0.0,501624832.0,8015872.0,149905408.0,3483779072.0,1048576.0,0.0,647.0,2259.0,4.0,0.0,java / 1048576:0
26-09 04:38:48,0.0,0.505,99.495,0.0,0.0,0.0,502059008.0,8015872.0,149852160.0,3483398144.0,1048576.0,4096.0,281.0,1330.0,4.0,1.0,java / 1048576:0
26-09 04:38:49,0.0,0.0,100.0,0.0,0.0,0.0,502185984.0,8015872.0,149852160.0,3483271168.0,1048576.0,0.0,173.0,925.0,4.0,0.0,java / 1048576:0
26-09 04:38:50,0.990,0.495,98.020,0.495,0.0,0.0,502185984.0,8015872.0,149852160.0,3483271168.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:51,0.500,0.500,98.0,1.0,0.0,0.0,502173696.0,8024064.0,149983232.0,3483144192.0,1179648.0,12288.0,281.0,1396.0,5.0,2.0,java / 1179648:0
26-09 04:38:52,0.0,0.0,100.0,0.0,0.0,0.0,502173696.0,8024064.0,149983232.0,3483144192.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:38:53,1.0,0.0,99.0,0.0,0.0,0.0,502173696.0,8024064.0,149983232.0,3483144192.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:54,0.500,0.500,99.0,0.0,0.0,0.0,502173696.0,8024064.0,149983232.0,3483144192.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:38:55,0.503,0.0,98.995,0.503,0.0,0.0,502140928.0,8024064.0,149983232.0,3483176960.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 04:38:56,0.500,0.500,99.0,0.0,0.0,0.0,502140928.0,8024064.0,149983232.0,3483176960.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:57,0.0,0.0,98.995,1.005,0.0,0.0,502132736.0,8032256.0,149983232.0,3483176960.0,1048576.0,12288.0,281.0,1396.0,4.0,2.0,java / 1048576:0
26-09 04:38:58,0.503,0.0,99.497,0.0,0.0,0.0,502132736.0,8032256.0,149983232.0,3483176960.0,1048576.0,20480.0,239.0,961.0,4.0,1.0,java / 1048576:0
26-09 04:38:59,0.500,0.500,98.500,0.500,0.0,0.0,501825536.0,8032256.0,150036480.0,3483430912.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:39:00,0.0,0.503,99.497,0.0,0.0,0.0,502153216.0,8032256.0,149778432.0,3483361280.0,786432.0,0.0,323.0,1438.0,3.0,0.0,java / 786432:0
26-09 04:39:01,0.0,0.0,100.0,0.0,0.0,0.0,502280192.0,8032256.0,149778432.0,3483234304.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:39:02,0.0,0.0,100.0,0.0,0.0,0.0,502280192.0,8032256.0,149778432.0,3483234304.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:39:03,6.0,0.500,89.0,4.500,0.0,0.0,503160832.0,8044544.0,150630400.0,3481489408.0,1798144.0,81920.0,744.0,1682.0,83.0,4.0,java / 2584576:20480
26-09 04:39:04,3.093,1.031,93.299,2.062,0.0,0.515,503386112.0,8044544.0,168644608.0,3463249920.0,19234816.0,0.0,26177.0,17516005.0,77.0,0.0,java / 18710528:0
26-09 04:39:05,2.051,1.026,62.564,33.846,0.0,0.513,503152640.0,8044544.0,188428288.0,3443699712.0,20578304.0,0.0,21155.0,19707831.0,79.0,0.0,java / 20840448:0
26-09 04:39:06,2.128,1.596,60.106,36.170,0.0,0.0,503312384.0,8044544.0,207982592.0,3423985664.0,20316160.0,0.0,15923.0,19660831.0,78.0,0.0,java / 20316160:0
26-09 04:39:07,2.632,0.526,69.474,26.842,0.0,0.526,504176640.0,8044544.0,226963456.0,3404140544.0,20709376.0,0.0,15221.0,18828288.0,80.0,0.0,java / 20447232:0
26-09 04:39:08,1.531,1.020,77.041,19.388,0.0,1.020,503373824.0,8052736.0,247721984.0,3384176640.0,21102592.0,32768.0,19205.0,20897102.0,81.0,3.0,java / 21364736:0
26-09 04:39:09,2.475,1.485,75.743,19.307,0.0,0.990,503631872.0,8052736.0,270028800.0,3361611776.0,23744512.0,0.0,20543.0,22342202.0,92.0,0.0,java / 23482368:0
26-09 04:39:10,1.546,0.0,79.381,18.557,0.0,0.515,503685120.0,8052736.0,285786112.0,3345801216.0,17039360.0,0.0,15074.0,16695635.0,65.0,0.0,java / 16777216:0
26-09 04:39:11,0.0,0.0,97.980,2.020,0.0,0.0,503582720.0,8052736.0,285855744.0,3345833984.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:39:12,1.0,0.0,99.0,0.0,0.0,0.0,503705600.0,8052736.0,285859840.0,3345707008.0,1048576.0,0.0,437.0,1956.0,4.0,0.0,java / 1048576:0
26-09 04:39:13,1.005,0.503,98.492,0.0,0.0,0.0,503648256.0,8052736.0,285917184.0,3345707008.0,1048576.0,0.0,305.0,1345.0,4.0,0.0,java / 1048576:0
26-09 04:39:14,0.498,0.498,97.512,1.493,0.0,0.0,503844864.0,8060928.0,285917184.0,3345502208.0,1048576.0,12288.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 04:39:15,3.518,7.035,89.447,0.0,0.0,0.0,506892288.0,8060928.0,285917184.0,3342454784.0,1048576.0,0.0,347.0,1506.0,4.0,0.0,java / 1048576:0
26-09 04:39:16,16.080,34.171,49.749,0.0,0.0,0.0,523907072.0,8060928.0,285917184.0,3325440000.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 04:39:17,1.500,0.500,97.0,1.0,0.0,0.0,524693504.0,8060928.0,285859840.0,3324710912.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 04:39:18,0.500,0.500,98.0,1.0,0.0,0.0,524566528.0,8060928.0,285859840.0,3324837888.0,1048576.0,45056.0,347.0,1490.0,4.0,9.0,java / 1048576:0
26-09 04:39:19,1.0,0.0,99.0,0.0,0.0,0.0,524566528.0,8060928.0,285859840.0,3324837888.0,1048576.0,0.0,239.0,961.0,4.0,0.0,java / 1048576:0
26-09 04:39:20,0.500,0.500,97.500,1.500,0.0,0.0,524558336.0,8069120.0,285859840.0,3324837888.0,1048576.0,12288.0,341.0,1011.0,4.0,2.0,java / 1048576:0
26-09 04:39:21,0.503,0.503,98.995,0.0,0.0,0.0,524558336.0,8069120.0,285859840.0,3324837888.0,1048576.0,0.0,347.0,1506.0,4.0,0.0,java / 1048576:0
26-09 04:39:22,0.503,0.0,98.995,0.503,0.0,0.0,524685312.0,8069120.0,285859840.0,3324710912.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 04:39:23,0.995,0.498,98.507,0.0,0.0,0.0,524877824.0,8069120.0,285990912.0,3324387328.0,1179648.0,0.0,239.0,945.0,5.0,0.0,java / 1179648:0
26-09 04:39:24,0.498,0.498,98.507,0.498,0.0,0.0,524877824.0,8069120.0,285990912.0,3324387328.0,1048576.0,0.0,347.0,1490.0,4.0,0.0,java / 1048576:0
26-09 04:39:25,0.0,0.503,98.995,0.503,0.0,0.0,524640256.0,8077312.0,286093312.0,3324514304.0,1048576.0,12288.0,239.0,945.0,4.0,2.0,java / 1048576:0
26-09 04:39:26,0.503,0.0,98.995,0.503,0.0,0.0,524939264.0,8077312.0,286048256.0,3324260352.0,1048576.0,0.0,239.0,961.0,4.0,0.0,java / 1048576:0
26-09 04:39:27,2.500,0.500,90.500,6.500,0.0,0.0,524169216.0,8077312.0,296673280.0,3314405376.0,11649024.0,0.0,14214.0,9908113.0,48.0,0.0,java / 11649024:0
26-09 04:39:28,3.571,2.041,78.571,15.816,0.0,0.0,524451840.0,8077312.0,314830848.0,3295965184.0,19005440.0,20480.0,19055.0,18299038.0,74.0,1.0,java / 19267584:0
26-09 04:39:29,2.475,0.990,75.743,19.802,0.0,0.990,524918784.0,8077312.0,334368768.0,3275960320.0,20578304.0,0.0,19775.0,19933470.0,79.0,0.0,java / 20840448:0
26-09 04:39:30,1.005,1.508,82.412,15.075,0.0,0.0,524480512.0,8085504.0,357588992.0,3253170176.0,24379392.0,16384.0,17705.0,22648567.0,95.0,2.0,java / 24117248:0
26-09 04:39:31,2.513,0.503,88.945,8.040,0.0,0.0,524500992.0,8085504.0,379854848.0,3230883840.0,23199744.0,0.0,17813.0,22371913.0,89.0,0.0,java / 23199744:0
26-09 04:39:32,1.015,0.508,87.310,10.660,0.0,0.508,524398592.0,8085504.0,400969728.0,3209871360.0,22413312.0,0.0,16517.0,21207145.0,87.0,0.0,java / 22151168:0
26-09 04:39:33,0.513,0.513,95.385,3.590,0.0,0.0,524460032.0,8085504.0,421068800.0,3189710848.0,21123072.0,20480.0,16463.0,20549600.0,82.0,1.0,java / 21123072:12288
26-09 04:39:34,0.0,0.500,99.0,0.500,0.0,0.0,524591104.0,8085504.0,420999168.0,3189649408.0,1048576.0,0.0,902.0,691560.0,4.0,0.0,java / 1048576:4096
26-09 04:39:35,0.995,0.498,98.010,0.498,0.0,0.0,524550144.0,8093696.0,420999168.0,3189682176.0,1048576.0,20480.0,239.0,953.0,4.0,2.0,java / 1048576:0
26-09 04:39:36,0.500,0.0,99.0,0.500,0.0,0.0,524677120.0,8093696.0,420999168.0,3189555200.0,1048576.0,0.0,347.0,1506.0,4.0,0.0,java / 1048576:4096
26-09 04:39:37,0.503,0.0,99.497,0.0,0.0,0.0,524677120.0,8093696.0,420999168.0,3189555200.0,1048576.0,0.0,371.0,1019.0,4.0,0.0,java / 1048576:0
26-09 04:39:38,0.0,0.503,99.497,0.0,0.0,0.0,524627968.0,8093696.0,420999168.0,3189604352.0,1048576.0,8192.0,239.0,945.0,4.0,1.0,java / 1048576:0
26-09 04:39:39,0.500,0.500,99.0,0.0,0.0,0.0,524619776.0,8093696.0,421134336.0,3189477376.0,1179648.0,0.0,347.0,1506.0,5.0,0.0,java / 1179648:0
26-09 04:39:40,0.503,0.0,97.990,1.508,0.0,0.0,524578816.0,8101888.0,421134336.0,3189510144.0,1048576.0,28672.0,239.0,945.0,4.0,3.0,java / 1048576:0
26-09 04:39:41,0.500,0.500,98.500,0.500,0.0,0.0,524828672.0,8101888.0,421138432.0,3189256192.0,1048576.0,0.0,239.0,961.0,4.0,0.0,java / 1048576:0
26-09 04:39:42,9.500,1.0,89.500,0.0,0.0,0.0,525680640.0,8101888.0,421122048.0,3188420608.0,1048576.0,0.0,347.0,1490.0,4.0,0.0,java / 1048576:0
26-09 04:39:43,4.500,0.0,95.0,0.500,0.0,0.0,525774848.0,8101888.0,421216256.0,3188232192.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
