"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-master",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t_cidd_master.csv",,,,"Date:","25 Sep 2019 09:52:21 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
25-09 09:52:54,0.250,0.250,99.500,0.0,0.0,0.0,1002102784.0,100671488.0,415465472.0,6852657152.0,0.0,0.0,5697.0,1978.0,0.0,0.0,java / 0:8192
25-09 09:52:55,0.250,0.250,99.500,0.0,0.0,0.0,1002070016.0,100671488.0,415465472.0,6852689920.0,0.0,0.0,3511.0,1538.0,0.0,0.0,java / 0:8192
25-09 09:52:56,0.251,0.0,99.248,0.501,0.0,0.0,1002192896.0,100679680.0,415465472.0,6852558848.0,0.0,32768.0,4060.0,1648.0,0.0,3.0,java / 0:8192
25-09 09:52:57,0.251,0.0,99.749,0.0,0.0,0.0,1002192896.0,100679680.0,415465472.0,6852558848.0,0.0,0.0,5697.0,1994.0,0.0,0.0,java / 0:8192
25-09 09:52:58,0.251,0.0,99.749,0.0,0.0,0.0,1002160128.0,100679680.0,415465472.0,6852591616.0,0.0,0.0,3553.0,1580.0,0.0,0.0,java / 0:8192
25-09 09:52:59,0.0,0.251,99.749,0.0,0.0,0.0,1002127360.0,100679680.0,415465472.0,6852624384.0,0.0,0.0,4060.0,1648.0,0.0,0.0,java / 0:8192
25-09 09:53:00,0.250,0.250,99.500,0.0,0.0,0.0,1002061824.0,100679680.0,415465472.0,6852689920.0,0.0,0.0,5697.0,1978.0,0.0,0.0,java / 0:8192
25-09 09:53:01,0.251,0.251,99.248,0.251,0.0,0.0,1002192896.0,100687872.0,415457280.0,6852558848.0,0.0,12288.0,3511.0,1538.0,0.0,2.0,java / 0:8192
25-09 09:53:02,0.251,0.0,99.749,0.0,0.0,0.0,1002184704.0,100687872.0,415465472.0,6852558848.0,0.0,0.0,4060.0,1664.0,0.0,0.0,java / 0:8192
25-09 09:53:03,0.250,0.250,99.500,0.0,0.0,0.0,1002151936.0,100687872.0,415465472.0,6852591616.0,0.0,0.0,5697.0,2087.0,0.0,0.0,java / 0:8192
25-09 09:53:04,0.249,0.499,99.252,0.0,0.0,0.0,1002119168.0,100687872.0,415465472.0,6852624384.0,0.0,0.0,3841.0,2643.0,0.0,0.0,java / 0:8192
25-09 09:53:05,0.251,0.0,99.749,0.0,0.0,0.0,1002086400.0,100687872.0,415465472.0,6852657152.0,0.0,0.0,3994.0,1648.0,0.0,0.0,java / 0:8192
25-09 09:53:06,0.251,0.0,99.749,0.0,0.0,0.0,1002020864.0,100687872.0,415465472.0,6852722688.0,0.0,0.0,5409.0,1869.0,0.0,0.0,java / 0:8192
25-09 09:53:07,0.0,0.0,99.748,0.252,0.0,0.0,1002209280.0,100696064.0,415465472.0,6852526080.0,0.0,28672.0,3157.0,1429.0,0.0,5.0,java / 0:8192
25-09 09:53:08,0.0,0.500,99.500,0.0,0.0,0.0,1002176512.0,100696064.0,415465472.0,6852558848.0,0.0,0.0,4060.0,1664.0,0.0,0.0,java / 0:8192
25-09 09:53:09,0.251,0.0,99.749,0.0,0.0,0.0,1002110976.0,100696064.0,415465472.0,6852624384.0,0.0,0.0,5697.0,1978.0,0.0,0.0,java / 0:8192
25-09 09:53:10,0.250,0.250,99.500,0.0,0.0,0.0,1002078208.0,100696064.0,415465472.0,6852657152.0,0.0,0.0,3511.0,1538.0,0.0,0.0,java / 0:8192
25-09 09:53:11,0.251,0.0,99.749,0.0,0.0,0.0,1002045440.0,100696064.0,415465472.0,6852689920.0,0.0,0.0,4060.0,1648.0,0.0,0.0,java / 0:8192
25-09 09:53:12,0.250,0.250,99.0,0.500,0.0,0.0,1002168320.0,100704256.0,415465472.0,6852558848.0,0.0,12288.0,5697.0,1978.0,0.0,2.0,java / 0:8192
25-09 09:53:13,0.500,0.0,99.500,0.0,0.0,0.0,1002168320.0,100704256.0,415465472.0,6852558848.0,0.0,0.0,3511.0,1554.0,0.0,0.0,java / 0:8192
25-09 09:53:14,0.251,0.0,99.749,0.0,0.0,0.0,1002135552.0,100704256.0,415465472.0,6852591616.0,0.0,0.0,4216.0,2592.0,0.0,0.0,java / 0:8192
25-09 09:53:15,0.251,0.0,99.749,0.0,0.0,0.0,1002070016.0,100704256.0,415465472.0,6852657152.0,0.0,0.0,5565.0,2922.0,0.0,0.0,java / 0:8192
25-09 09:53:16,0.500,0.0,99.500,0.0,0.0,0.0,1002033152.0,100704256.0,415469568.0,6852689920.0,0.0,0.0,3889.0,2416.0,0.0,0.0,java / 0:8192
25-09 09:53:17,0.250,0.250,99.0,0.500,0.0,0.0,1001992192.0,100712448.0,415469568.0,6852722688.0,0.0,12288.0,4060.0,1648.0,0.0,2.0,java / 0:8192
25-09 09:53:18,0.250,0.250,99.500,0.0,0.0,0.0,1002188800.0,100712448.0,415469568.0,6852526080.0,0.0,0.0,5697.0,1994.0,0.0,0.0,java / 0:8192
25-09 09:53:19,0.251,0.0,99.749,0.0,0.0,0.0,1002156032.0,100712448.0,415469568.0,6852558848.0,0.0,0.0,3511.0,1538.0,0.0,0.0,java / 0:8192
25-09 09:53:20,0.0,0.0,100.0,0.0,0.0,0.0,1002123264.0,100712448.0,415469568.0,6852591616.0,0.0,0.0,4060.0,1648.0,0.0,0.0,java / 0:8192
25-09 09:53:21,0.748,0.249,99.002,0.0,0.0,0.0,1002090496.0,100712448.0,415469568.0,6852624384.0,0.0,0.0,5697.0,1978.0,0.0,0.0,java / 0:8192
25-09 09:53:22,0.498,0.249,98.756,0.498,0.0,0.0,1002049536.0,100720640.0,415469568.0,6852657152.0,0.0,36864.0,3511.0,1538.0,0.0,8.0,java / 0:8192
25-09 09:53:23,0.501,0.0,99.499,0.0,0.0,0.0,1002196992.0,100720640.0,415469568.0,6852509696.0,0.0,0.0,4060.0,1680.0,0.0,0.0,java / 0:8192
25-09 09:53:24,0.250,0.250,99.500,0.0,0.0,0.0,1002164224.0,100720640.0,415469568.0,6852542464.0,0.0,0.0,5697.0,2002.0,0.0,0.0,java / 0:8192
25-09 09:53:25,0.250,0.250,99.500,0.0,0.0,0.0,1002131456.0,100720640.0,415469568.0,6852575232.0,0.0,0.0,3511.0,1538.0,0.0,0.0,java / 0:8192
25-09 09:53:26,0.0,0.251,99.749,0.0,0.0,0.0,1002098688.0,100720640.0,415469568.0,6852608000.0,0.0,0.0,4060.0,1648.0,0.0,0.0,java / 0:8192
25-09 09:53:27,0.251,0.251,98.997,0.501,0.0,0.0,1002057728.0,100728832.0,415469568.0,6852640768.0,0.0,28672.0,5343.0,1869.0,0.0,3.0,java / 0:8192
25-09 09:53:28,0.499,0.0,99.501,0.0,0.0,0.0,1002024960.0,100728832.0,415469568.0,6852673536.0,0.0,0.0,3589.0,2024.0,0.0,0.0,java / 0:8192
25-09 09:53:29,0.251,0.0,99.749,0.0,0.0,0.0,1002188800.0,100728832.0,415469568.0,6852509696.0,0.0,0.0,4060.0,1648.0,0.0,0.0,java / 0:8192
25-09 09:53:30,0.0,0.251,99.749,0.0,0.0,0.0,1002156032.0,100728832.0,415469568.0,6852542464.0,0.0,0.0,5697.0,1978.0,0.0,0.0,java / 0:8192
25-09 09:53:31,0.0,0.250,99.750,0.0,0.0,0.0,1002090496.0,100728832.0,415469568.0,6852608000.0,0.0,0.0,3745.0,1846.0,0.0,0.0,java / 0:8192
25-09 09:53:32,0.0,0.251,99.248,0.501,0.0,0.0,1002049536.0,100737024.0,415469568.0,6852640768.0,0.0,24576.0,4060.0,1648.0,0.0,3.0,java / 0:8192
25-09 09:53:33,0.251,0.251,99.499,0.0,0.0,0.0,1002000384.0,100737024.0,415469568.0,6852689920.0,0.0,0.0,5631.0,1892.0,0.0,0.0,java / 0:8192
25-09 09:53:34,0.0,0.0,100.0,0.0,0.0,0.0,1002131456.0,100737024.0,415469568.0,6852558848.0,0.0,0.0,3379.0,1436.0,0.0,0.0,java / 0:8192
25-09 09:53:35,0.249,0.249,99.501,0.0,0.0,0.0,1002147840.0,100737024.0,415469568.0,6852542464.0,0.0,0.0,3705.0,1436.0,0.0,0.0,java / 0:8192
25-09 09:53:36,0.0,0.501,99.499,0.0,0.0,0.0,1002115072.0,100737024.0,415469568.0,6852575232.0,0.0,0.0,5631.0,1877.0,0.0,0.0,java / 0:8192
25-09 09:53:37,0.499,0.249,99.002,0.249,0.0,0.0,1002074112.0,100745216.0,415469568.0,6852608000.0,0.0,12288.0,3511.0,1538.0,0.0,2.0,java / 0:8192
25-09 09:53:38,0.250,0.250,99.500,0.0,0.0,0.0,1002041344.0,100745216.0,415469568.0,6852640768.0,0.0,0.0,3994.0,1561.0,0.0,0.0,java / 0:8192
25-09 09:53:39,0.250,0.250,99.500,0.0,0.0,0.0,1002008576.0,100745216.0,415469568.0,6852673536.0,0.0,0.0,5631.0,1877.0,0.0,0.0,java / 0:8192
25-09 09:53:40,0.501,0.0,99.499,0.0,0.0,0.0,1002172416.0,100745216.0,415469568.0,6852509696.0,0.0,0.0,3487.0,1478.0,0.0,0.0,java / 0:8192
25-09 09:53:41,0.499,0.0,99.252,0.0,0.0,0.249,1002139648.0,100745216.0,415469568.0,6852542464.0,0.0,0.0,4588.0,1993.0,0.0,0.0,java / 0:8192
25-09 09:53:42,0.250,0.250,99.0,0.500,0.0,0.0,1002074112.0,100749312.0,415465472.0,6852608000.0,0.0,12288.0,6159.0,2439.0,0.0,2.0,java / 0:8192
25-09 09:53:43,0.250,0.250,99.500,0.0,0.0,0.0,1002037248.0,100749312.0,415469568.0,6852640768.0,0.0,0.0,3621.0,1561.0,0.0,0.0,java / 0:8192
25-09 09:53:44,0.251,0.0,99.749,0.0,0.0,0.0,1002004480.0,100749312.0,415469568.0,6852673536.0,0.0,0.0,4162.0,1672.0,0.0,0.0,java / 0:8192
25-09 09:53:45,0.499,0.249,99.252,0.0,0.0,0.0,1002102784.0,100749312.0,415469568.0,6852575232.0,0.0,0.0,9831.0,4736.0,0.0,0.0,java / 0:8192
25-09 09:53:46,0.251,0.0,99.749,0.0,0.0,0.0,1002131456.0,100749312.0,415473664.0,6852542464.0,0.0,0.0,8551.0,5534.0,0.0,0.0,java / 0:8192
25-09 09:53:47,0.500,0.250,99.250,0.0,0.0,0.0,1002033152.0,100749312.0,415473664.0,6852640768.0,0.0,0.0,9202.0,4956.0,0.0,0.0,java / 0:8192
25-09 09:53:48,0.251,0.0,99.246,0.503,0.0,0.0,1002127360.0,100753408.0,415473664.0,6852542464.0,0.0,12288.0,10737.0,6190.0,0.0,2.0,java / 0:8192
25-09 09:53:49,0.750,0.0,99.250,0.0,0.0,0.0,1001996288.0,100753408.0,415473664.0,6852673536.0,0.0,0.0,7309.0,3983.0,0.0,0.0,java / 0:8192
25-09 09:53:50,0.250,0.250,99.500,0.0,0.0,0.0,1002160128.0,100753408.0,415473664.0,6852509696.0,0.0,0.0,4162.0,1655.0,0.0,0.0,java / 0:8192
25-09 09:53:51,0.250,0.250,99.500,0.0,0.0,0.0,1002127360.0,100753408.0,415473664.0,6852542464.0,0.0,0.0,5631.0,1877.0,0.0,0.0,java / 0:8192
25-09 09:53:52,0.750,0.250,99.0,0.0,0.0,0.0,1002094592.0,100753408.0,415473664.0,6852575232.0,0.0,32768.0,3445.0,1436.0,0.0,6.0,java / 0:16384
25-09 09:53:53,0.251,0.0,99.749,0.0,0.0,0.0,1002061824.0,100753408.0,415473664.0,6852608000.0,0.0,0.0,3994.0,1585.0,0.0,0.0,java / 0:16384
25-09 09:53:54,0.750,0.250,98.750,0.250,0.0,0.0,1001992192.0,100757504.0,415473664.0,6852673536.0,0.0,20480.0,5631.0,1877.0,0.0,2.0,java / 0:16384
25-09 09:53:55,0.250,0.0,99.750,0.0,0.0,0.0,1001992192.0,100757504.0,415473664.0,6852673536.0,0.0,0.0,3445.0,1452.0,0.0,0.0,java / 0:16384
25-09 09:53:56,0.249,0.499,99.252,0.0,0.0,0.0,1002156032.0,100757504.0,415473664.0,6852509696.0,0.0,0.0,3994.0,1545.0,0.0,0.0,java / 0:16384
25-09 09:53:57,0.251,0.0,99.749,0.0,0.0,0.0,1002090496.0,100757504.0,415473664.0,6852575232.0,0.0,16384.0,5631.0,1877.0,0.0,3.0,java / 0:16384
25-09 09:53:58,0.251,0.0,99.749,0.0,0.0,0.0,1002057728.0,100757504.0,415473664.0,6852608000.0,0.0,0.0,3645.0,1586.0,0.0,0.0,java / 0:16384
25-09 09:53:59,0.496,0.496,99.007,0.0,0.0,0.0,1002024960.0,100757504.0,415473664.0,6852640768.0,0.0,0.0,4330.0,1749.0,0.0,0.0,java / 0:16384
25-09 09:54:00,0.251,0.0,99.246,0.503,0.0,0.0,1001955328.0,100761600.0,415473664.0,6852706304.0,0.0,12288.0,6135.0,2183.0,0.0,2.0,java / 0:16384
25-09 09:54:01,0.249,0.249,99.501,0.0,0.0,0.0,1002151936.0,100761600.0,415473664.0,6852509696.0,0.0,0.0,3445.0,1452.0,0.0,0.0,java / 0:16384
25-09 09:54:02,0.250,0.250,99.500,0.0,0.0,0.0,1002119168.0,100761600.0,415473664.0,6852542464.0,0.0,8192.0,3994.0,1545.0,0.0,2.0,java / 0:16384
25-09 09:54:03,30.730,10.579,58.438,0.0,0.0,0.252,1081733120.0,100761600.0,430542848.0,6757859328.0,0.0,0.0,5799.0,1995.0,0.0,0.0,java / 0:15368192
25-09 09:54:04,18.546,14.035,67.419,0.0,0.0,0.0,1151578112.0,100761600.0,472231936.0,6646325248.0,0.0,0.0,3445.0,1460.0,0.0,0.0,java / 0:41762816
25-09 09:54:05,13.098,13.350,72.796,0.756,0.0,0.0,1187074048.0,100773888.0,514711552.0,6568337408.0,0.0,5464064.0,4384.0,1911.0,0.0,15.0,java / 0:42536960
25-09 09:54:06,15.578,13.317,71.106,0.0,0.0,0.0,1291956224.0,100773888.0,545132544.0,6433034240.0,0.0,0.0,5697.0,1902.0,0.0,0.0,java / 0:30187520
25-09 09:54:07,12.750,14.500,70.750,1.750,0.0,0.250,1314213888.0,100773888.0,582557696.0,6373351424.0,0.0,64159744.0,3511.0,1671.0,0.0,756.0,java / 0:37404672
25-09 09:54:08,13.317,13.065,73.618,0.0,0.0,0.0,1345638400.0,100773888.0,627712000.0,6296772608.0,0.0,0.0,4060.0,1679.0,0.0,0.0,java / 0:45547520
25-09 09:54:09,13.500,13.750,72.750,0.0,0.0,0.0,1351626752.0,100888576.0,674480128.0,6243901440.0,0.0,0.0,5697.0,2003.0,0.0,0.0,java / 0:46637056
25-09 09:54:10,12.343,13.350,72.292,2.015,0.0,0.0,1363361792.0,101019648.0,719478784.0,6187036672.0,0.0,15048704.0,3619.0,1713.0,0.0,32.0,java / 0:44740608
25-09 09:54:11,45.088,3.275,51.134,0.0,0.0,0.504,1404923904.0,101019648.0,719618048.0,6145335296.0,0.0,4096.0,448235.0,7897.0,0.0,2.0,java / 0:8192
25-09 09:54:12,41.604,4.511,51.629,2.005,0.0,0.251,1407016960.0,101019648.0,719618048.0,6143242240.0,0.0,93327360.0,17137603.0,24408.0,0.0,1145.0,java / 0:8192
25-09 09:54:13,27.431,0.748,71.571,0.0,0.0,0.249,1406951424.0,101019648.0,719618048.0,6143307776.0,0.0,0.0,21089178.0,24396.0,0.0,0.0,java / 0:8192
25-09 09:54:14,28.715,0.756,70.529,0.0,0.0,0.0,1406685184.0,101019648.0,719622144.0,6143569920.0,0.0,0.0,20600576.0,24022.0,0.0,0.0,java / 0:8192
25-09 09:54:15,25.500,0.750,72.0,1.500,0.0,0.250,1407131648.0,101036032.0,719605760.0,6143123456.0,0.0,5849088.0,21815717.0,26062.0,0.0,13.0,java / 0:8192
25-09 09:54:16,24.812,1.003,74.185,0.0,0.0,0.0,1408536576.0,101036032.0,719622144.0,6141702144.0,0.0,0.0,21014189.0,24258.0,0.0,0.0,java / 0:8192
25-09 09:54:17,24.874,0.754,74.372,0.0,0.0,0.0,1410125824.0,101036032.0,719622144.0,6140112896.0,0.0,0.0,22515652.0,26944.0,0.0,0.0,java / 0:8192
25-09 09:54:18,24.874,1.005,74.121,0.0,0.0,0.0,1400774656.0,101036032.0,719622144.0,6149464064.0,0.0,0.0,20697027.0,26144.0,0.0,0.0,java / 0:8192
25-09 09:54:19,25.063,0.501,74.436,0.0,0.0,0.0,1401135104.0,101036032.0,719622144.0,6149103616.0,0.0,0.0,21968301.0,25316.0,0.0,0.0,java / 0:8192
25-09 09:54:20,26.0,1.0,72.750,0.0,0.0,0.250,1400872960.0,101036032.0,719622144.0,6149365760.0,0.0,0.0,19937152.0,23122.0,0.0,0.0,java / 0:8192
25-09 09:54:21,25.628,0.251,73.618,0.503,0.0,0.0,1400832000.0,101044224.0,719622144.0,6149398528.0,0.0,12288.0,21449482.0,25018.0,0.0,2.0,java / 0:8192
25-09 09:54:22,25.250,0.750,74.0,0.0,0.0,0.0,1401176064.0,101044224.0,719622144.0,6149054464.0,0.0,0.0,21028541.0,24192.0,0.0,0.0,java / 0:8192
25-09 09:54:23,24.311,1.253,74.185,0.0,0.0,0.251,1400799232.0,101044224.0,719622144.0,6149431296.0,0.0,0.0,22708240.0,25804.0,0.0,0.0,java / 0:8192
25-09 09:54:24,25.0,0.500,74.500,0.0,0.0,0.0,1401253888.0,101044224.0,719622144.0,6148976640.0,0.0,0.0,21865888.0,27614.0,0.0,0.0,java / 0:8192
25-09 09:54:25,24.812,0.752,73.935,0.0,0.0,0.501,1401188352.0,101044224.0,719622144.0,6149042176.0,0.0,0.0,21809268.0,28094.0,0.0,0.0,java / 0:8192
25-09 09:54:26,28.250,0.500,70.750,0.500,0.0,0.0,1401278464.0,101052416.0,719622144.0,6148943872.0,0.0,16384.0,22221286.0,29582.0,0.0,2.0,java / 0:8192
25-09 09:54:27,25.189,0.252,74.559,0.0,0.0,0.0,1401114624.0,101052416.0,719622144.0,6149107712.0,0.0,0.0,21682382.0,26714.0,0.0,0.0,java / 0:8192
25-09 09:54:28,26.196,0.504,73.048,0.0,0.0,0.252,1401180160.0,101052416.0,719622144.0,6149042176.0,0.0,0.0,20739455.0,26584.0,0.0,0.0,java / 0:8192
25-09 09:54:29,25.063,0.501,74.436,0.0,0.0,0.0,1400918016.0,101052416.0,719622144.0,6149304320.0,0.0,0.0,19196902.0,23230.0,0.0,0.0,java / 0:8192
25-09 09:54:30,25.0,0.253,74.747,0.0,0.0,0.0,1400786944.0,101052416.0,719622144.0,6149435392.0,0.0,0.0,21781112.0,27256.0,0.0,0.0,java / 0:8192
25-09 09:54:31,25.189,0.504,74.307,0.0,0.0,0.0,1400983552.0,101060608.0,719613952.0,6149238784.0,0.0,12288.0,20575320.0,25704.0,0.0,2.0,java / 0:8192
25-09 09:54:32,25.126,0.251,74.372,0.0,0.0,0.251,1401106432.0,101060608.0,719622144.0,6149107712.0,0.0,0.0,22668630.0,27560.0,0.0,0.0,java / 0:8192
25-09 09:54:33,25.436,0.499,74.065,0.0,0.0,0.0,1400958976.0,101060608.0,719622144.0,6149255168.0,0.0,0.0,20026372.0,24994.0,0.0,0.0,java / 0:8192
25-09 09:54:34,25.063,0.752,74.185,0.0,0.0,0.0,1401024512.0,101060608.0,719622144.0,6149189632.0,0.0,0.0,23189551.0,28160.0,0.0,0.0,java / 0:8192
25-09 09:54:35,25.126,0.503,74.372,0.0,0.0,0.0,1401384960.0,101060608.0,719622144.0,6148829184.0,0.0,0.0,20954143.0,25684.0,0.0,0.0,java / 0:8192
25-09 09:54:36,25.441,0.0,74.559,0.0,0.0,0.0,1401188352.0,101060608.0,719622144.0,6149025792.0,0.0,0.0,19784300.0,26002.0,0.0,0.0,java / 0:8192
25-09 09:54:37,24.623,1.759,73.116,0.503,0.0,0.0,1403154432.0,101068800.0,719622144.0,6147051520.0,0.0,15081472.0,19173266.0,25050.0,0.0,197.0,java / 0:8192
25-09 09:54:38,25.0,0.750,74.250,0.0,0.0,0.0,1402990592.0,101068800.0,719622144.0,6147215360.0,0.0,0.0,19737668.0,23534.0,0.0,0.0,java / 0:8192
25-09 09:54:39,25.250,0.250,74.250,0.0,0.0,0.250,1402990592.0,101068800.0,719622144.0,6147215360.0,0.0,0.0,21238381.0,25161.0,0.0,0.0,java / 0:8192
25-09 09:54:40,25.436,0.249,74.065,0.0,0.0,0.249,1403088896.0,101068800.0,719622144.0,6147117056.0,0.0,0.0,19509628.0,22483.0,0.0,0.0,java / 0:8192
25-09 09:54:41,25.063,0.501,74.436,0.0,0.0,0.0,1402925056.0,101068800.0,719622144.0,6147280896.0,0.0,0.0,19629382.0,22420.0,0.0,0.0,java / 0:8192
25-09 09:54:42,25.750,0.500,73.250,0.500,0.0,0.0,1402912768.0,101076992.0,719626240.0,6147280896.0,0.0,708608.0,19837387.0,24136.0,0.0,3.0,java / 0:8192
