"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-8",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t_cidd_8.csv",,,,"Date:","25 Sep 2019 09:52:59 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
25-09 09:53:44,0.0,0.500,99.500,0.0,0.0,0.0,544268288.0,75411456.0,744148992.0,2779496448.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:8192
25-09 09:53:45,0.498,0.498,99.005,0.0,0.0,0.0,544268288.0,75411456.0,744148992.0,2779496448.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:46,0.0,0.0,99.497,0.503,0.0,0.0,544387072.0,75419648.0,744148992.0,2779369472.0,0.0,16384.0,241.0,910.0,0.0,2.0,java / 0:8192
25-09 09:53:47,0.500,0.0,99.500,0.0,0.0,0.0,544387072.0,75419648.0,744148992.0,2779369472.0,0.0,0.0,327.0,1412.0,0.0,0.0,java / 0:8192
25-09 09:53:48,0.503,0.0,99.497,0.0,0.0,0.0,544387072.0,75419648.0,744148992.0,2779369472.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:49,0.498,0.498,99.005,0.0,0.0,0.0,544387072.0,75419648.0,744148992.0,2779369472.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:8192
25-09 09:53:50,0.0,0.0,100.0,0.0,0.0,0.0,544354304.0,75419648.0,744148992.0,2779402240.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:8192
25-09 09:53:51,0.995,0.0,98.010,0.995,0.0,0.0,544542720.0,75427840.0,744148992.0,2779205632.0,0.0,12288.0,241.0,910.0,0.0,2.0,java / 0:8192
25-09 09:53:52,0.503,0.0,99.497,0.0,0.0,0.0,544616448.0,75427840.0,744075264.0,2779205632.0,0.0,0.0,175.0,848.0,0.0,0.0,java / 0:8192
25-09 09:53:53,0.500,0.0,99.500,0.0,0.0,0.0,544616448.0,75427840.0,744075264.0,2779205632.0,0.0,0.0,351.0,1456.0,0.0,0.0,java / 0:8192
25-09 09:53:54,0.0,0.503,99.497,0.0,0.0,0.0,544616448.0,75427840.0,744075264.0,2779205632.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:55,0.498,0.0,99.502,0.0,0.0,0.0,544616448.0,75427840.0,744075264.0,2779205632.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:56,0.0,0.0,98.990,1.010,0.0,0.0,544600064.0,75440128.0,744079360.0,2779205632.0,0.0,65536.0,351.0,1456.0,0.0,2.0,java / 0:8192
25-09 09:53:57,0.498,0.498,99.005,0.0,0.0,0.0,544600064.0,75440128.0,744079360.0,2779205632.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:8192
25-09 09:53:58,0.0,0.0,100.0,0.0,0.0,0.0,544567296.0,75440128.0,744079360.0,2779238400.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:59,0.500,0.0,99.500,0.0,0.0,0.0,544567296.0,75440128.0,744079360.0,2779238400.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:8192
25-09 09:54:00,0.500,0.0,99.500,0.0,0.0,0.0,544567296.0,75440128.0,744079360.0,2779238400.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:54:01,0.500,0.500,98.0,1.0,0.0,0.0,544559104.0,75448320.0,744079360.0,2779238400.0,0.0,12288.0,241.0,910.0,0.0,2.0,java / 0:8192
25-09 09:54:02,0.0,0.0,100.0,0.0,0.0,0.0,544542720.0,75448320.0,744079360.0,2779254784.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 0:8192
25-09 09:54:03,0.500,0.0,99.500,0.0,0.0,0.0,544542720.0,75448320.0,744079360.0,2779254784.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:54:04,0.500,0.0,99.500,0.0,0.0,0.0,544542720.0,75448320.0,744079360.0,2779254784.0,0.0,36864.0,175.0,808.0,0.0,3.0,java / 0:8192
25-09 09:54:05,0.500,0.0,99.500,0.0,0.0,0.0,544542720.0,75448320.0,744079360.0,2779254784.0,0.0,0.0,285.0,1394.0,0.0,0.0,java / 0:4096
25-09 09:54:06,0.0,0.500,99.0,0.500,0.0,0.0,544501760.0,75456512.0,744079360.0,2779287552.0,0.0,20480.0,241.0,934.0,0.0,2.0,java / 0:4096
25-09 09:54:07,0.503,0.0,99.497,0.0,0.0,0.0,544501760.0,75456512.0,744079360.0,2779287552.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:54:08,0.498,0.498,99.005,0.0,0.0,0.0,544501760.0,75456512.0,744079360.0,2779287552.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:54:09,0.0,0.0,100.0,0.0,0.0,0.0,544501760.0,75456512.0,744079360.0,2779287552.0,0.0,8192.0,175.0,808.0,0.0,1.0,java / 0:4096
25-09 09:54:10,0.500,0.500,99.0,0.0,0.0,0.0,544501760.0,75456512.0,744079360.0,2779287552.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:54:11,0.0,0.498,98.507,0.995,0.0,0.0,544493568.0,75464704.0,744079360.0,2779287552.0,0.0,24576.0,351.0,1456.0,0.0,3.0,java / 0:4096
25-09 09:54:12,0.503,0.0,99.497,0.0,0.0,0.0,544493568.0,75464704.0,744079360.0,2779287552.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:54:13,0.500,0.0,99.500,0.0,0.0,0.0,544493568.0,75464704.0,744079360.0,2779287552.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:54:14,0.0,0.0,100.0,0.0,0.0,0.0,544493568.0,75464704.0,744079360.0,2779287552.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:54:15,0.500,0.0,99.500,0.0,0.0,0.0,544460800.0,75464704.0,744079360.0,2779320320.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:4096
25-09 09:54:16,0.498,0.995,98.010,0.498,0.0,0.0,544452608.0,75472896.0,744079360.0,2779320320.0,0.0,12288.0,319.0,1364.0,0.0,2.0,java / 0:4096
25-09 09:54:17,0.995,0.0,99.005,0.0,0.0,0.0,544452608.0,75472896.0,744079360.0,2779320320.0,0.0,0.0,351.0,1472.0,0.0,0.0,java / 0:4096
25-09 09:54:18,0.0,0.0,100.0,0.0,0.0,0.0,544452608.0,75472896.0,744079360.0,2779320320.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:54:19,0.500,0.0,99.500,0.0,0.0,0.0,544452608.0,75472896.0,744079360.0,2779320320.0,0.0,28672.0,175.0,808.0,0.0,4.0,java / 0:4096
25-09 09:54:20,0.500,0.0,99.500,0.0,0.0,0.0,544452608.0,75472896.0,744079360.0,2779320320.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 0:4096
25-09 09:54:21,0.503,0.0,98.995,0.503,0.0,0.0,544440320.0,75485184.0,744079360.0,2779320320.0,0.0,49152.0,319.0,1364.0,0.0,2.0,java / 0:4096
25-09 09:54:22,0.0,0.500,99.500,0.0,0.0,0.0,544407552.0,75485184.0,744079360.0,2779353088.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:54:23,0.503,0.0,99.497,0.0,0.0,0.0,544407552.0,75485184.0,744079360.0,2779353088.0,0.0,0.0,285.0,1420.0,0.0,0.0,java / 0:4096
25-09 09:54:24,0.990,1.485,97.030,0.0,0.0,0.495,544538624.0,75485184.0,744079360.0,2779222016.0,0.0,4096.0,11858.0,8640720.0,0.0,1.0,java / 0:4096
25-09 09:54:25,0.505,1.515,97.475,0.0,0.0,0.505,544555008.0,75485184.0,744079360.0,2779205632.0,0.0,0.0,28315.0,22840717.0,0.0,0.0,java / 0:4096
25-09 09:54:26,1.015,0.508,97.970,0.508,0.0,0.0,544477184.0,75493376.0,744083456.0,2779271168.0,0.0,12288.0,27249.0,22166580.0,0.0,2.0,java / 0:4096
25-09 09:54:27,0.510,1.020,98.469,0.0,0.0,0.0,544575488.0,75493376.0,744083456.0,2779172864.0,0.0,0.0,24907.0,21845030.0,0.0,0.0,java / 0:4096
25-09 09:54:28,1.015,0.508,98.477,0.0,0.0,0.0,544477184.0,75493376.0,744083456.0,2779271168.0,0.0,0.0,22531.0,19662982.0,0.0,0.0,java / 0:4096
25-09 09:54:29,1.508,0.503,97.990,0.0,0.0,0.0,544280576.0,75493376.0,744083456.0,2779467776.0,0.0,0.0,23427.0,20377692.0,0.0,0.0,java / 0:4096
25-09 09:54:30,0.508,1.015,98.477,0.0,0.0,0.0,544575488.0,75493376.0,744083456.0,2779172864.0,0.0,0.0,24082.0,20064200.0,0.0,0.0,java / 0:4096
25-09 09:54:31,0.495,0.495,98.020,0.990,0.0,0.0,544436224.0,75501568.0,744083456.0,2779303936.0,0.0,12288.0,241.0,26876.0,0.0,2.0,java / 0:4096
25-09 09:54:32,0.0,0.0,100.0,0.0,0.0,0.0,544436224.0,75501568.0,744083456.0,2779303936.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 0:4096
25-09 09:54:33,0.498,0.498,99.005,0.0,0.0,0.0,544436224.0,75501568.0,744083456.0,2779303936.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:54:34,0.503,0.0,99.497,0.0,0.0,0.0,544436224.0,75501568.0,744083456.0,2779303936.0,0.0,24576.0,175.0,874.0,0.0,4.0,java / 0:16384
25-09 09:54:35,0.500,0.0,99.500,0.0,0.0,0.0,544387072.0,75501568.0,744083456.0,2779353088.0,0.0,0.0,351.0,1394.0,0.0,0.0,java / 0:4096
25-09 09:54:36,0.500,0.0,99.0,0.500,0.0,0.0,544378880.0,75509760.0,744083456.0,2779353088.0,0.0,20480.0,307.0,1000.0,0.0,2.0,java / 0:4096
25-09 09:54:37,0.0,0.503,99.497,0.0,0.0,0.0,544378880.0,75509760.0,744083456.0,2779353088.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:54:38,0.503,0.0,99.497,0.0,0.0,0.0,544346112.0,75509760.0,744083456.0,2779385856.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:54:39,0.0,0.500,99.500,0.0,0.0,0.0,544346112.0,75509760.0,744083456.0,2779385856.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:54:40,0.500,0.0,99.500,0.0,0.0,0.0,544346112.0,75509760.0,744083456.0,2779385856.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:54:41,0.500,0.0,98.500,1.0,0.0,0.0,544337920.0,75517952.0,744083456.0,2779385856.0,0.0,12288.0,351.0,1456.0,0.0,2.0,java / 0:4096
25-09 09:54:42,0.0,0.500,99.500,0.0,0.0,0.0,544337920.0,75517952.0,744083456.0,2779385856.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:54:43,0.0,0.503,99.497,0.0,0.0,0.0,544337920.0,75517952.0,744083456.0,2779385856.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:54:44,0.500,0.0,99.500,0.0,0.0,0.0,544337920.0,75517952.0,744083456.0,2779385856.0,0.0,8192.0,285.0,1354.0,0.0,1.0,java / 0:4096
25-09 09:54:45,0.498,0.498,99.005,0.0,0.0,0.0,544337920.0,75517952.0,744083456.0,2779385856.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:54:46,0.503,0.0,98.995,0.503,0.0,0.0,544296960.0,75526144.0,744083456.0,2779418624.0,0.0,24576.0,241.0,910.0,0.0,3.0,java / 0:4096
25-09 09:54:47,0.0,0.0,100.0,0.0,0.0,0.0,544296960.0,75526144.0,744083456.0,2779418624.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 0:4096
25-09 09:54:48,0.500,0.500,99.0,0.0,0.0,0.0,544493568.0,75526144.0,744083456.0,2779222016.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:54:49,0.503,0.0,99.497,0.0,0.0,0.0,544493568.0,75526144.0,744083456.0,2779222016.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:54:50,0.0,0.500,99.500,0.0,0.0,0.0,544493568.0,75526144.0,744083456.0,2779222016.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:54:51,0.0,0.500,98.500,1.0,0.0,0.0,544485376.0,75534336.0,744083456.0,2779222016.0,0.0,12288.0,241.0,910.0,0.0,2.0,java / 0:4096
25-09 09:54:52,0.995,0.0,99.005,0.0,0.0,0.0,544485376.0,75534336.0,744083456.0,2779222016.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:54:53,0.0,0.500,99.500,0.0,0.0,0.0,544485376.0,75534336.0,744083456.0,2779222016.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:54:54,0.500,0.0,99.500,0.0,0.0,0.0,544485376.0,75534336.0,744083456.0,2779222016.0,0.0,45056.0,175.0,808.0,0.0,9.0,java / 0:4096
25-09 09:54:55,0.503,0.0,99.497,0.0,0.0,0.0,544452608.0,75534336.0,744083456.0,2779254784.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:54:56,0.500,0.500,99.0,0.0,0.0,0.0,544440320.0,75542528.0,744087552.0,2779254784.0,0.0,12288.0,219.0,2890.0,0.0,2.0,java / 0:4096
25-09 09:54:57,0.500,0.0,99.500,0.0,0.0,0.0,544440320.0,75542528.0,744087552.0,2779254784.0,0.0,0.0,109.0,420.0,0.0,0.0,java / 0:4096
25-09 09:54:58,0.0,0.0,100.0,0.0,0.0,0.0,544440320.0,75542528.0,744087552.0,2779254784.0,0.0,0.0,619.0,844.0,0.0,0.0,java / 0:4096
25-09 09:54:59,0.0,0.503,99.497,0.0,0.0,0.0,544440320.0,75542528.0,744087552.0,2779254784.0,0.0,0.0,285.0,2146.0,0.0,0.0,java / 0:4096
25-09 09:55:00,0.500,0.0,99.500,0.0,0.0,0.0,544440320.0,75542528.0,744087552.0,2779254784.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:55:01,0.500,0.0,98.500,1.0,0.0,0.0,544432128.0,75550720.0,744087552.0,2779254784.0,0.0,12288.0,241.0,910.0,0.0,2.0,java / 0:4096
25-09 09:55:02,0.0,0.500,99.500,0.0,0.0,0.0,544399360.0,75550720.0,744087552.0,2779287552.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 0:4096
25-09 09:55:03,0.0,0.0,100.0,0.0,0.0,0.0,544399360.0,75550720.0,744087552.0,2779287552.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:55:04,0.500,0.0,99.500,0.0,0.0,0.0,544399360.0,75550720.0,744087552.0,2779287552.0,0.0,28672.0,175.0,808.0,0.0,4.0,java / 0:8192
25-09 09:55:05,0.500,0.0,99.500,0.0,0.0,0.0,544399360.0,75550720.0,744087552.0,2779287552.0,0.0,0.0,285.0,1460.0,0.0,0.0,java / 0:4096
25-09 09:55:06,0.0,0.500,99.0,0.500,0.0,0.0,544391168.0,75558912.0,744087552.0,2779287552.0,0.0,20480.0,307.0,1666.0,0.0,2.0,java / 0:4096
25-09 09:55:07,0.500,0.500,99.0,0.0,0.0,0.0,544464896.0,75558912.0,744087552.0,2779213824.0,0.0,0.0,277.0,890.0,0.0,0.0,java / 0:4096
25-09 09:55:08,0.503,0.0,99.497,0.0,0.0,0.0,544366592.0,75558912.0,744087552.0,2779312128.0,0.0,0.0,285.0,1378.0,0.0,0.0,java / 0:4096
25-09 09:55:09,0.0,0.0,100.0,0.0,0.0,0.0,544333824.0,75558912.0,744087552.0,2779344896.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:55:10,0.498,0.498,99.005,0.0,0.0,0.0,544333824.0,75558912.0,744087552.0,2779344896.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:55:11,0.500,0.0,98.0,1.500,0.0,0.0,544325632.0,75567104.0,744087552.0,2779344896.0,0.0,16384.0,393.0,1498.0,0.0,2.0,java / 0:4096
25-09 09:55:12,0.995,0.0,99.005,0.0,0.0,0.0,544325632.0,75567104.0,744087552.0,2779344896.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:55:13,0.0,0.0,100.0,0.0,0.0,0.0,544378880.0,75567104.0,744026112.0,2779353088.0,0.0,0.0,175.0,832.0,0.0,0.0,java / 0:4096
25-09 09:55:14,0.0,0.500,99.500,0.0,0.0,0.0,544378880.0,75567104.0,744026112.0,2779353088.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:55:15,1.0,0.0,99.0,0.0,0.0,0.0,544378880.0,75567104.0,744026112.0,2779353088.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:55:16,0.505,0.0,98.485,1.010,0.0,0.0,545296384.0,75587584.0,744017920.0,2778423296.0,0.0,86016.0,708.0,1430.0,0.0,5.0,java / 0:4096
25-09 09:55:17,0.495,0.990,98.515,0.0,0.0,0.0,545210368.0,75587584.0,744030208.0,2778497024.0,0.0,0.0,351.0,1748.0,0.0,0.0,java / 0:4096
25-09 09:55:18,0.0,0.0,100.0,0.0,0.0,0.0,545210368.0,75587584.0,744030208.0,2778497024.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:4096
25-09 09:55:19,0.500,0.0,99.500,0.0,0.0,0.0,545210368.0,75587584.0,744030208.0,2778497024.0,0.0,8192.0,175.0,808.0,0.0,1.0,java / 0:4096
25-09 09:55:20,0.500,0.500,99.0,0.0,0.0,0.0,545210368.0,75587584.0,744030208.0,2778497024.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 0:4096
25-09 09:55:21,0.498,0.498,99.005,0.0,0.0,0.0,545210368.0,75587584.0,744030208.0,2778497024.0,0.0,0.0,217.0,874.0,0.0,0.0,java / 0:4096
25-09 09:55:22,0.500,0.0,98.500,1.0,0.0,0.0,545202176.0,75595776.0,744030208.0,2778497024.0,0.0,28672.0,241.0,886.0,0.0,3.0,java / 0:4096
25-09 09:55:23,0.0,0.500,99.500,0.0,0.0,0.0,545169408.0,75595776.0,744030208.0,2778529792.0,0.0,0.0,351.0,1472.0,0.0,0.0,java / 0:4096
25-09 09:55:24,0.503,0.0,99.497,0.0,0.0,0.0,545169408.0,75595776.0,744030208.0,2778529792.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:55:25,0.498,0.0,99.502,0.0,0.0,0.0,545169408.0,75595776.0,744030208.0,2778529792.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:4096
