"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster7-worker7-0",,,,"User:","ubuntu"
"Cmdline:","dstat --io --top-bio --cpu --mem --net --disk --output /home/ubuntu/Cloud/OpenStack/resourceUsage/RFBot-compress.csv -t 1",,,,"Date:","05 Sep 2019 11:09:03 UTC"

"io/total",,"most expensive","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"system"
"read","writ","block i/o process","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","time"
0.0,0.0,java / 0:4096,0.995,0.995,98.010,0.0,0.0,0.0,1017364480.0,5210112.0,292634624.0,2828115968.0,1245.0,1967.0,0.0,0.0,05-09 11:10:06,
0.0,0.0,java / 0:4096,1.005,0.503,98.492,0.0,0.0,0.0,1019834368.0,5210112.0,292634624.0,2825646080.0,3650.0,4191.0,0.0,0.0,05-09 11:10:07,
0.0,2.0,java / 0:4096,1.0,0.500,97.500,1.0,0.0,0.0,1021132800.0,5218304.0,292634624.0,2824339456.0,1771.0,1897.0,0.0,49152.0,05-09 11:10:08,
122.0,0.0,java / 1736704:4096,63.131,3.535,26.768,6.566,0.0,0.0,1046364160.0,5226496.0,294375424.0,2797359104.0,36860.0,4807.0,1736704.0,0.0,05-09 11:10:09,
4.0,0.0,java / 90112:0,69.154,4.975,24.876,0.498,0.0,0.498,1109766144.0,5226496.0,294461440.0,2733871104.0,272.0,1464.0,90112.0,0.0,05-09 11:10:10,
78.0,0.0,java / 7856128:0,85.279,2.538,8.629,3.553,0.0,0.0,1125388288.0,5242880.0,302907392.0,2709786624.0,44108.0,3286.0,8478720.0,0.0,05-09 11:10:11,
18.0,0.0,java / 4718592:0,85.859,5.051,8.586,0.0,0.0,0.505,1190686720.0,5242880.0,307638272.0,2639757312.0,163.0,963.0,4718592.0,0.0,05-09 11:10:12,
39.0,0.0,java / 10092544:0,57.360,9.645,32.487,0.0,0.0,0.508,1347555328.0,5242880.0,317775872.0,2472751104.0,272.0,1904.0,10092544.0,0.0,05-09 11:10:13,
44.0,2.0,java / 11665408:0,45.729,6.030,47.739,0.503,0.0,0.0,1483497472.0,5251072.0,329355264.0,2325221376.0,163.0,897.0,11665408.0,57344.0,05-09 11:10:14,
41.0,0.0,java / 10485760:0,44.500,10.0,45.0,0.0,0.0,0.500,1611644928.0,5251072.0,339865600.0,2186563584.0,163.0,905.0,10485760.0,0.0,05-09 11:10:15,
54.0,0.0,java / 14024704:0,46.970,6.061,46.970,0.0,0.0,0.0,1679892480.0,5251072.0,353779712.0,2104401920.0,272.0,1456.0,14024704.0,0.0,05-09 11:10:16,
56.0,0.0,java / 14548992:0,50.0,2.525,46.970,0.0,0.0,0.505,1691893760.0,5251072.0,368467968.0,2077712384.0,595.0,4963.0,14548992.0,0.0,05-09 11:10:17,
44.0,0.0,java / 11403264:0,51.244,2.488,45.274,0.0,0.0,0.995,1709805568.0,5251072.0,379822080.0,2048446464.0,229.0,2495.0,11403264.0,0.0,05-09 11:10:18,
51.0,43.0,java / 13369344:8192,50.500,2.0,44.500,2.500,0.0,0.500,1720561664.0,5259264.0,393273344.0,2024230912.0,272.0,1456.0,13369344.0,19369984.0,05-09 11:10:19,
53.0,0.0,java / 14024704:0,53.465,4.455,41.089,0.495,0.0,0.495,1741938688.0,5259264.0,407306240.0,1988820992.0,163.0,913.0,14024704.0,0.0,05-09 11:10:20,
60.0,0.0,java / 15224832:0,52.284,1.523,46.193,0.0,0.0,0.0,1749762048.0,5259264.0,422404096.0,1965899776.0,229.0,1029.0,15224832.0,0.0,05-09 11:10:21,
30.0,0.0,java / 7864320:4096,50.0,3.465,46.535,0.0,0.0,0.0,1765842944.0,5259264.0,430358528.0,1941864448.0,272.0,1456.0,7864320.0,0.0,05-09 11:10:22,
73.0,0.0,java / 15077376:8192,89.109,2.475,5.446,1.980,0.0,0.990,1781915648.0,5275648.0,445579264.0,1910554624.0,12234.0,8430.0,15228928.0,0.0,05-09 11:10:23,
55.0,38.0,java / 14024704:0,57.789,3.015,39.196,0.0,0.0,0.0,1797210112.0,5283840.0,459546624.0,1881284608.0,163.0,905.0,14024704.0,495616.0,05-09 11:10:24,
57.0,0.0,java / 14811136:0,52.284,2.030,45.685,0.0,0.0,0.0,1806221312.0,5283840.0,474439680.0,1857380352.0,272.0,1464.0,14811136.0,0.0,05-09 11:10:25,
57.0,0.0,java / 14811136:0,51.515,2.020,45.960,0.0,0.0,0.505,1824817152.0,5283840.0,489111552.0,1824112640.0,163.0,897.0,14811136.0,0.0,05-09 11:10:26,
55.0,0.0,java / 14286848:0,51.269,2.030,46.701,0.0,0.0,0.0,1835376640.0,5283840.0,503496704.0,1799168000.0,463.0,4897.0,14286848.0,0.0,05-09 11:10:27,
53.0,0.0,java / 13762560:0,50.249,1.990,47.264,0.0,0.0,0.498,1850671104.0,5283840.0,517279744.0,1770090496.0,284.0,1696.0,13762560.0,0.0,05-09 11:10:28,
58.0,2.0,java / 15073280:0,51.777,1.523,46.193,0.508,0.0,0.0,1864171520.0,5292032.0,532271104.0,1741590528.0,163.0,897.0,15073280.0,24576.0,05-09 11:10:29,
52.0,0.0,java / 13631488:0,50.251,1.508,47.739,0.0,0.0,0.503,1874771968.0,5292032.0,545923072.0,1717338112.0,163.0,905.0,13631488.0,0.0,05-09 11:10:30,
54.0,0.0,java / 13914112:0,49.500,3.0,47.0,0.0,0.0,0.500,1892974592.0,5292032.0,559927296.0,1685131264.0,272.0,1456.0,13914112.0,0.0,05-09 11:10:31,
25.0,0.0,java / 6553600:0,58.291,1.508,40.201,0.0,0.0,0.0,1905700864.0,5292032.0,566464512.0,1665867776.0,337.0,1005.0,6553600.0,0.0,05-09 11:10:32,
79.0,0.0,java / 19124224:0,61.0,3.0,36.0,0.0,0.0,0.0,1921196032.0,5304320.0,585605120.0,1631219712.0,130769.0,10328.0,19124224.0,0.0,05-09 11:10:33,
62.0,0.0,java / 15859712:0,50.0,2.500,47.500,0.0,0.0,0.0,1933660160.0,5304320.0,601411584.0,1602949120.0,272.0,1456.0,15859712.0,0.0,05-09 11:10:34,
61.0,2.0,java / 15597568:0,49.261,2.463,46.798,0.985,0.0,0.493,1949667328.0,5312512.0,617078784.0,1571266560.0,163.0,963.0,15597568.0,65536.0,05-09 11:10:35,
50.0,0.0,java / 13107200:0,50.754,2.513,46.231,0.0,0.0,0.503,1968754688.0,5312512.0,630067200.0,1539190784.0,217.0,1615.0,13107200.0,0.0,05-09 11:10:36,
52.0,0.0,java / 13500416:0,51.515,0.505,46.970,0.0,0.0,1.010,1978744832.0,5312512.0,643694592.0,1515573248.0,572.0,5456.0,13500416.0,0.0,05-09 11:10:37,
55.0,0.0,java / 14286848:0,51.256,2.010,46.734,0.0,0.0,0.0,1989406720.0,5312512.0,657952768.0,1490653184.0,205.0,939.0,14286848.0,0.0,05-09 11:10:38,
59.0,0.0,java / 14548992:0,49.749,1.508,47.739,0.0,0.0,1.005,1999671296.0,5312512.0,672481280.0,1465860096.0,163.0,897.0,14553088.0,0.0,05-09 11:10:39,
54.0,2.0,java / 13651968:0,48.039,4.902,45.588,0.490,0.0,0.980,2018017280.0,5320704.0,686116864.0,1433870336.0,272.0,1456.0,13651968.0,12288.0,05-09 11:10:40,
53.0,0.0,java / 13893632:0,50.251,3.015,46.734,0.0,0.0,0.0,2032263168.0,5328896.0,700014592.0,1405718528.0,163.0,905.0,13893632.0,0.0,05-09 11:10:41,
60.0,0.0,java / 14143488:0,54.500,2.0,37.0,6.0,0.0,0.500,2040528896.0,5345280.0,714067968.0,1383383040.0,145297.0,8808.0,14143488.0,0.0,05-09 11:10:42,
55.0,0.0,java / 14286848:0,56.500,2.0,41.0,0.0,0.0,0.500,2052374528.0,5345280.0,728403968.0,1357201408.0,272.0,1456.0,14286848.0,0.0,05-09 11:10:43,
58.0,0.0,java / 15073280:0,49.746,2.030,48.223,0.0,0.0,0.0,2070949888.0,5345280.0,743620608.0,1323409408.0,163.0,897.0,15073280.0,0.0,05-09 11:10:44,
53.0,2.0,java / 13238272:0,61.616,2.020,36.364,0.0,0.0,0.0,2085556224.0,5357568.0,756748288.0,1295663104.0,163.0,807.0,13242368.0,94208.0,05-09 11:10:45,
61.0,0.0,java / 15859712:0,49.0,2.500,48.0,0.0,0.0,0.500,2101428224.0,5357568.0,772722688.0,1263816704.0,272.0,1464.0,15859712.0,0.0,05-09 11:10:46,
50.0,0.0,java / 12713984:0,57.071,0.505,42.424,0.0,0.0,0.0,2113396736.0,5357568.0,785395712.0,1239175168.0,595.0,4963.0,12713984.0,0.0,05-09 11:10:47,
60.0,0.0,java / 15466496:0,51.0,2.0,47.0,0.0,0.0,0.0,2124091392.0,5357568.0,800763904.0,1213112320.0,163.0,2165.0,15466496.0,0.0,05-09 11:10:48,
60.0,7.0,java / 15597568:8192,49.0,2.0,48.500,0.0,0.0,0.500,2132119552.0,5357568.0,816480256.0,1189367808.0,272.0,1456.0,15597568.0,61440.0,05-09 11:10:49,
62.0,0.0,java / 16011264:0,51.515,0.505,47.980,0.0,0.0,0.0,2147442688.0,5357568.0,832491520.0,1158033408.0,163.0,913.0,16011264.0,0.0,05-09 11:10:50,
64.0,2.0,java / 14667776:0,51.256,1.508,45.226,1.508,0.0,0.503,2155552768.0,5398528.0,847003648.0,1135370240.0,145101.0,8785.0,14675968.0,20480.0,05-09 11:10:51,
65.0,0.0,java / 16400384:8192,49.0,3.0,46.500,1.0,0.0,0.500,2173767680.0,5398528.0,863444992.0,1100713984.0,1371.0,195423.0,16400384.0,0.0,05-09 11:10:52,
49.0,0.0,java / 12451840:0,58.081,2.020,39.394,0.0,0.0,0.505,2193829888.0,5398528.0,875991040.0,1068105728.0,205.0,947.0,12451840.0,0.0,05-09 11:10:53,
62.0,5.0,java / 15859712:0,49.751,1.493,48.259,0.0,0.0,0.498,2197049344.0,5402624.0,891854848.0,1049018368.0,163.0,897.0,15863808.0,24576.0,05-09 11:10:54,
59.0,0.0,java / 15335424:0,48.990,2.020,47.980,0.0,0.0,1.010,2211270656.0,5402624.0,907116544.0,1019535360.0,272.0,1464.0,15335424.0,0.0,05-09 11:10:55,
59.0,3.0,java / 15073280:0,50.251,2.010,46.734,1.005,0.0,0.0,2221924352.0,5410816.0,922263552.0,993726464.0,163.0,897.0,15073280.0,86016.0,05-09 11:10:56,
52.0,0.0,java / 13631488:0,48.990,2.525,47.980,0.0,0.0,0.505,2232762368.0,5410816.0,935813120.0,969338880.0,463.0,4905.0,13631488.0,0.0,05-09 11:10:57,
55.0,0.0,java / 14024704:0,48.731,3.046,47.716,0.0,0.0,0.508,2259771392.0,5410816.0,949825536.0,928317440.0,272.0,1522.0,14024704.0,0.0,05-09 11:10:58,
56.0,0.0,java / 14438400:0,49.751,1.990,47.761,0.0,0.0,0.498,2270564352.0,5410816.0,964382720.0,902967296.0,217.0,1607.0,14438400.0,0.0,05-09 11:10:59,
38.0,0.0,java / 9060352:4096,52.284,2.538,45.178,0.0,0.0,0.0,2281598976.0,5410816.0,973410304.0,882905088.0,1010.0,99089.0,9060352.0,0.0,05-09 11:11:00,
80.0,2.0,java / 19398656:0,50.746,3.483,42.786,1.493,0.0,1.493,2294231040.0,5431296.0,992727040.0,850935808.0,11959.0,43852.0,19398656.0,16384.0,05-09 11:11:01,
62.0,0.0,java / 16121856:0,48.990,2.020,48.485,0.0,0.0,0.505,2311401472.0,5431296.0,1008914432.0,817577984.0,295.0,971.0,16121856.0,0.0,05-09 11:11:02,
62.0,0.0,java / 15859712:0,49.495,2.525,47.475,0.0,0.0,0.505,2330349568.0,5431296.0,1024749568.0,782794752.0,163.0,2165.0,15859712.0,0.0,05-09 11:11:03,
56.0,20.0,java / 14680064:0,48.990,2.020,48.485,0.0,0.0,0.505,2340061184.0,5431296.0,1039491072.0,758341632.0,272.0,1456.0,14680064.0,122880.0,05-09 11:11:04,
56.0,0.0,java / 14811136:0,48.744,3.518,47.236,0.0,0.0,0.503,2355519488.0,5431296.0,1054322688.0,728051712.0,163.0,905.0,14811136.0,0.0,05-09 11:11:05,
59.0,2.0,java / 15073280:0,49.749,2.010,46.734,1.508,0.0,0.0,2369122304.0,5439488.0,1069355008.0,699408384.0,163.0,897.0,15073280.0,77824.0,05-09 11:11:06,
50.0,0.0,java / 12976128:0,53.266,1.005,44.724,0.0,0.0,1.005,2376167424.0,5439488.0,1082351616.0,679366656.0,572.0,5464.0,12976128.0,0.0,05-09 11:11:07,
58.0,0.0,java / 14962688:0,50.249,1.990,47.264,0.498,0.0,0.0,2392645632.0,5439488.0,1097363456.0,647876608.0,163.0,897.0,14962688.0,0.0,05-09 11:11:08,
46.0,0.0,java / 12058624:0,48.241,3.518,47.739,0.0,0.0,0.503,2403389440.0,5439488.0,1109364736.0,625131520.0,163.0,897.0,12058624.0,0.0,05-09 11:11:09,
72.0,0.0,java / 17551360:0,51.0,3.500,44.500,0.500,0.0,0.500,2414141440.0,5455872.0,1126948864.0,596779008.0,114081.0,9301.0,17551360.0,0.0,05-09 11:11:10,
59.0,2.0,java / 15597568:0,50.505,1.515,46.970,1.010,0.0,0.0,2431778816.0,5464064.0,1142460416.0,563621888.0,163.0,897.0,15597568.0,57344.0,05-09 11:11:11,
62.0,0.0,java / 15728640:0,48.744,3.518,47.739,0.0,0.0,0.0,2445201408.0,5464064.0,1158189056.0,534470656.0,163.0,905.0,15728640.0,0.0,05-09 11:11:12,
62.0,0.0,java / 16121856:0,49.500,2.0,47.500,0.0,0.0,1.0,2461450240.0,5464064.0,1174384640.0,502026240.0,272.0,1456.0,16121856.0,0.0,05-09 11:11:13,
57.0,22.0,java / 14548992:8192,51.010,3.030,45.455,0.505,0.0,0.0,2480627712.0,5468160.0,1188827136.0,468402176.0,205.0,939.0,14553088.0,172032.0,05-09 11:11:14,
61.0,0.0,java / 15597568:0,47.236,4.020,47.739,0.0,0.0,1.005,2488545280.0,5468160.0,1204432896.0,444878848.0,163.0,913.0,15597568.0,0.0,05-09 11:11:15,
56.0,2.0,java / 14286848:4096,50.0,2.525,46.970,0.505,0.0,0.0,2507501568.0,5476352.0,1218736128.0,411611136.0,272.0,1456.0,14286848.0,40960.0,05-09 11:11:16,
58.0,0.0,java / 14700544:0,49.0,2.500,48.0,0.0,0.0,0.500,2518237184.0,5476352.0,1233477632.0,386134016.0,595.0,4979.0,14700544.0,0.0,05-09 11:11:17,
43.0,0.0,java / 11141120:0,50.0,1.515,48.485,0.0,0.0,0.0,2528854016.0,5476352.0,1244659712.0,364335104.0,163.0,2165.0,11141120.0,0.0,05-09 11:11:18,
76.0,0.0,java / 18354176:8192,49.749,2.513,45.226,2.513,0.0,0.0,2547568640.0,5500928.0,1262940160.0,327315456.0,110932.0,137433.0,18354176.0,0.0,05-09 11:11:19,
63.0,0.0,java / 16121856:0,50.251,1.508,48.241,0.0,0.0,0.0,2558468096.0,5500928.0,1279094784.0,300261376.0,163.0,6870.0,16121856.0,0.0,05-09 11:11:20,
59.0,0.0,java / 15335424:0,48.756,3.483,47.264,0.0,0.0,0.498,2577076224.0,5500928.0,1294499840.0,266248192.0,163.0,963.0,15335424.0,0.0,05-09 11:11:21,
