"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","testttt-mse-master-0.novalocal",,,,"User:","cloud-user"
"Cmdline:","dstat --time --cpu --disk --mem --net --output cidds_5_2.csv 1 200",,,,"Date:","11 Oct 2019 01:29:57 EDT"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
11-10 01:30:27,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1731395584.0,91275264.0,2952310784.0,3614941184.0,3130.0,1745.0
11-10 01:30:28,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1731391488.0,91275264.0,2952314880.0,3614941184.0,2586.0,1636.0
11-10 01:30:29,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1731391488.0,91275264.0,2952314880.0,3614941184.0,4217.0,1962.0
11-10 01:30:30,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1731391488.0,91275264.0,2952314880.0,3614941184.0,3131.0,1745.0
11-10 01:30:31,0.750,1.0,97.750,0.500,0.0,0.0,0.0,49152.0,1731682304.0,91275264.0,2952318976.0,3614646272.0,3548.0,2313.0
11-10 01:30:32,0.501,0.251,99.248,0.0,0.0,0.0,0.0,10518528.0,1731555328.0,91275264.0,2952318976.0,3614773248.0,4406.0,2194.0
11-10 01:30:33,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1731682304.0,91275264.0,2952318976.0,3614646272.0,3133.0,1761.0
11-10 01:30:34,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1731809280.0,91275264.0,2952318976.0,3614519296.0,3402.0,2250.0
11-10 01:30:35,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1731809280.0,91275264.0,2952318976.0,3614519296.0,4274.0,2112.0
11-10 01:30:36,0.251,0.251,99.248,0.251,0.0,0.0,0.0,229376.0,1731809280.0,91275264.0,2952318976.0,3614519296.0,3134.0,1745.0
11-10 01:30:37,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1731809280.0,91275264.0,2952318976.0,3614519296.0,2590.0,1652.0
11-10 01:30:38,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1731809280.0,91275264.0,2952318976.0,3614519296.0,4275.0,2112.0
11-10 01:30:39,0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,1731809280.0,91275264.0,2952318976.0,3614519296.0,3134.0,1745.0
11-10 01:30:40,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1731682304.0,91275264.0,2952318976.0,3614646272.0,2590.0,1636.0
11-10 01:30:41,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1731665920.0,91275264.0,2952318976.0,3614662656.0,4407.0,2178.0
11-10 01:30:42,0.252,0.252,98.992,0.504,0.0,0.0,0.0,163840.0,1731665920.0,91275264.0,2952318976.0,3614662656.0,15882.0,7565.0
11-10 01:30:43,0.501,0.251,99.248,0.0,0.0,0.0,0.0,114688.0,1731522560.0,91275264.0,2952335360.0,3614789632.0,13711.0,9265.0
11-10 01:30:44,8.728,1.247,89.526,0.249,0.0,0.249,0.0,180224.0,1758961664.0,91275264.0,2952335360.0,3587350528.0,30679.0,630705.0
11-10 01:30:45,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1758892032.0,91275264.0,2952355840.0,3587399680.0,2034.0,2375.0
11-10 01:30:46,0.750,0.250,99.0,0.0,0.0,0.0,0.0,0.0,1758892032.0,91275264.0,2952355840.0,3587399680.0,3760.0,2188.0
11-10 01:30:47,0.251,0.251,99.246,0.251,0.0,0.0,0.0,73728.0,1758892032.0,91275264.0,2952355840.0,3587399680.0,4638.0,3381.0
11-10 01:30:48,0.501,0.251,98.997,0.251,0.0,0.0,0.0,40960.0,1760985088.0,91275264.0,2952359936.0,3585302528.0,7725.0,4489.0
11-10 01:30:49,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1760997376.0,91275264.0,2952364032.0,3585286144.0,4629.0,3601.0
11-10 01:30:50,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1761132544.0,91275264.0,2952372224.0,3585142784.0,9925.0,13349.0
11-10 01:30:51,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1761132544.0,91275264.0,2952372224.0,3585142784.0,3436.0,1787.0
11-10 01:30:52,0.251,0.251,99.499,0.0,0.0,0.0,0.0,172032.0,1761132544.0,91275264.0,2952372224.0,3585142784.0,4024.0,4295.0
11-10 01:30:53,0.504,0.0,98.992,0.504,0.0,0.0,0.0,40960.0,1761132544.0,91275264.0,2952372224.0,3585142784.0,6252.0,8706.0
11-10 01:30:54,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1760845824.0,91275264.0,2952372224.0,3585429504.0,4235.0,11277.0
11-10 01:30:55,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1760829440.0,91275264.0,2952372224.0,3585445888.0,2655.0,1637.0
11-10 01:30:56,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,1760829440.0,91275264.0,2952372224.0,3585445888.0,4286.0,1961.0
11-10 01:30:57,0.251,0.251,99.499,0.0,0.0,0.0,0.0,24576.0,1760829440.0,91275264.0,2952372224.0,3585445888.0,5088.0,2890.0
11-10 01:30:58,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1760952320.0,91275264.0,2952376320.0,3585318912.0,3818.0,2252.0
11-10 01:30:59,0.250,0.250,99.0,0.500,0.0,0.0,0.0,73728.0,1760796672.0,91275264.0,2952380416.0,3585470464.0,6282.0,2886.0
11-10 01:31:00,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1760632832.0,91275264.0,2952384512.0,3585630208.0,3767.0,2305.0
11-10 01:31:01,0.754,0.251,98.995,0.0,0.0,0.0,0.0,163840.0,1760632832.0,91275264.0,2952384512.0,3585630208.0,18213.0,10301.0
11-10 01:31:02,0.748,1.247,98.005,0.0,0.0,0.0,0.0,352256.0,1761984512.0,91275264.0,2952400896.0,3584262144.0,13213.0,7526.0
11-10 01:31:03,1.005,0.251,98.492,0.0,0.0,0.251,0.0,8192.0,1768239104.0,91275264.0,2952404992.0,3578003456.0,9151.0,5083.0
11-10 01:31:04,3.509,1.003,94.737,0.752,0.0,0.0,0.0,352256.0,1786204160.0,91275264.0,2952425472.0,3560017920.0,20689.0,626443.0
11-10 01:31:05,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1786220544.0,91275264.0,2952425472.0,3560001536.0,3701.0,1654.0
11-10 01:31:06,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1786220544.0,91275264.0,2952425472.0,3560001536.0,5240.0,4297.0
11-10 01:31:07,0.501,0.251,99.248,0.0,0.0,0.0,0.0,32768.0,1786220544.0,91275264.0,2952425472.0,3560001536.0,4123.0,2691.0
11-10 01:31:08,0.754,0.251,98.995,0.0,0.0,0.0,0.0,8192.0,1788428288.0,91275264.0,2952425472.0,3557793792.0,8052.0,5055.0
11-10 01:31:09,0.251,0.503,98.492,0.754,0.0,0.0,0.0,49152.0,1788448768.0,91275264.0,2952437760.0,3557761024.0,8953.0,12046.0
11-10 01:31:10,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1788448768.0,91275264.0,2952437760.0,3557761024.0,3057.0,3092.0
11-10 01:31:11,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1788448768.0,91275264.0,2952437760.0,3557761024.0,4276.0,1962.0
11-10 01:31:12,0.251,0.251,99.497,0.0,0.0,0.0,0.0,8192.0,1788432384.0,91275264.0,2952437760.0,3557777408.0,5132.0,11045.0
11-10 01:31:13,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1788432384.0,91275264.0,2952437760.0,3557777408.0,6597.0,20364.0
11-10 01:31:14,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1788289024.0,91275264.0,2952437760.0,3557920768.0,4474.0,2117.0
11-10 01:31:15,0.251,0.251,99.248,0.251,0.0,0.0,0.0,49152.0,1788129280.0,91275264.0,2952437760.0,3558080512.0,3231.0,1786.0
11-10 01:31:16,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1788129280.0,91275264.0,2952437760.0,3558080512.0,2645.0,1653.0
11-10 01:31:17,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1788129280.0,91275264.0,2952437760.0,3558080512.0,4276.0,2336.0
11-10 01:31:18,0.501,0.251,99.248,0.0,0.0,0.0,0.0,16384.0,1788129280.0,91275264.0,2952437760.0,3558080512.0,4433.0,2963.0
11-10 01:31:19,0.250,0.500,99.250,0.0,0.0,0.0,0.0,0.0,1788092416.0,91275264.0,2952441856.0,3558113280.0,3315.0,2001.0
11-10 01:31:20,0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,1788088320.0,91275264.0,2952445952.0,3558113280.0,5985.0,2609.0
11-10 01:31:21,0.503,0.251,98.995,0.251,0.0,0.0,0.0,40960.0,1788084224.0,91275264.0,2952450048.0,3558113280.0,4520.0,2462.0
11-10 01:31:22,0.251,0.251,99.499,0.0,0.0,0.0,0.0,8192.0,1788080128.0,91275264.0,2952454144.0,3558113280.0,2818.0,1999.0
11-10 01:31:23,0.500,0.0,99.250,0.0,0.0,0.250,0.0,0.0,1788071936.0,91275264.0,2952454144.0,3558121472.0,4200.0,1998.0
11-10 01:31:24,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1788071936.0,91275264.0,2952454144.0,3558121472.0,3113.0,1764.0
11-10 01:31:25,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1788071936.0,91275264.0,2952454144.0,3558121472.0,2569.0,1637.0
11-10 01:31:26,0.503,0.251,98.744,0.503,0.0,0.0,0.0,40960.0,1788071936.0,91275264.0,2952454144.0,3558121472.0,4200.0,1962.0
11-10 01:31:27,0.0,0.251,99.749,0.0,0.0,0.0,0.0,122880.0,1788071936.0,91275264.0,2952454144.0,3558121472.0,3113.0,1760.0
11-10 01:31:28,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1787944960.0,91275264.0,2952454144.0,3558248448.0,2701.0,1762.0
11-10 01:31:29,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1787944960.0,91275264.0,2952454144.0,3558248448.0,4200.0,1919.0
11-10 01:31:30,0.251,0.251,99.499,0.0,0.0,0.0,0.0,8192.0,1787944960.0,91275264.0,2952454144.0,3558248448.0,4092.0,3153.0
11-10 01:31:31,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1787932672.0,91275264.0,2952458240.0,3558256640.0,2623.0,1803.0
11-10 01:31:32,0.251,0.251,98.997,0.501,0.0,0.0,0.0,212992.0,1787932672.0,91275264.0,2952458240.0,3558256640.0,4200.0,1962.0
11-10 01:31:33,0.750,0.250,99.0,0.0,0.0,0.0,0.0,0.0,1788059648.0,91275264.0,2952458240.0,3558129664.0,3113.0,1760.0
11-10 01:31:34,0.250,0.500,99.250,0.0,0.0,0.0,0.0,0.0,1787932672.0,91275264.0,2952458240.0,3558256640.0,2623.0,1787.0
11-10 01:31:35,0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,1787932672.0,91275264.0,2952458240.0,3558256640.0,4200.0,1962.0
11-10 01:31:36,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1787928576.0,91275264.0,2952462336.0,3558256640.0,3113.0,1744.0
11-10 01:31:37,0.251,0.251,98.246,1.253,0.0,0.0,0.0,155648.0,1787928576.0,91275264.0,2952462336.0,3558256640.0,3436.0,2401.0
11-10 01:31:38,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1787928576.0,91275264.0,2952462336.0,3558256640.0,4200.0,1978.0
11-10 01:31:39,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1787928576.0,91275264.0,2952462336.0,3558256640.0,3113.0,1744.0
11-10 01:31:40,0.250,0.500,99.250,0.0,0.0,0.0,0.0,0.0,1787928576.0,91275264.0,2952462336.0,3558256640.0,2755.0,1853.0
11-10 01:31:41,1.005,0.251,98.744,0.0,0.0,0.0,0.0,237568.0,1787912192.0,91275264.0,2952462336.0,3558273024.0,27820.0,15171.0
11-10 01:31:42,0.251,0.251,99.499,0.0,0.0,0.0,0.0,24576.0,1787904000.0,91275264.0,2952470528.0,3558273024.0,3691.0,2010.0
11-10 01:31:43,6.045,1.008,92.443,0.504,0.0,0.0,0.0,221184.0,1796730880.0,91275264.0,2952478720.0,3549437952.0,25730.0,620052.0
11-10 01:31:44,1.005,0.503,98.492,0.0,0.0,0.0,0.0,0.0,1796984832.0,91275264.0,2952495104.0,3549167616.0,6930.0,12837.0
11-10 01:31:45,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,1796857856.0,91275264.0,2952495104.0,3549294592.0,2615.0,1453.0
11-10 01:31:46,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1796857856.0,91275264.0,2952495104.0,3549294592.0,4828.0,4292.0
11-10 01:31:47,0.503,0.251,99.246,0.0,0.0,0.0,0.0,49152.0,1796857856.0,91275264.0,2952495104.0,3549294592.0,8199.0,4031.0
11-10 01:31:48,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1796997120.0,91275264.0,2952499200.0,3549151232.0,4475.0,3189.0
11-10 01:31:49,0.500,0.500,98.500,0.500,0.0,0.0,0.0,40960.0,1797001216.0,91275264.0,2952511488.0,3549134848.0,6881.0,8963.0
11-10 01:31:50,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1797001216.0,91275264.0,2952511488.0,3549134848.0,4512.0,1994.0
11-10 01:31:51,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1797001216.0,91275264.0,2952511488.0,3549134848.0,3188.0,1745.0
11-10 01:31:52,0.252,0.0,99.748,0.0,0.0,0.0,0.0,16384.0,1797001216.0,91275264.0,2952511488.0,3549134848.0,2644.0,1636.0
11-10 01:31:53,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1797001216.0,91275264.0,2952511488.0,3549134848.0,4341.0,2572.0
11-10 01:31:54,0.250,0.500,99.250,0.0,0.0,0.0,0.0,0.0,1796825088.0,91275264.0,2952511488.0,3549310976.0,3386.0,1943.0
11-10 01:31:55,0.503,0.0,99.246,0.251,0.0,0.0,0.0,32768.0,1796816896.0,91275264.0,2952511488.0,3549319168.0,7076.0,16228.0
11-10 01:31:56,0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,1796689920.0,91275264.0,2952511488.0,3549446144.0,5732.0,15283.0
11-10 01:31:57,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1796689920.0,91275264.0,2952511488.0,3549446144.0,3188.0,1745.0
11-10 01:31:58,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1796673536.0,91275264.0,2952511488.0,3549462528.0,2710.0,1768.0
11-10 01:31:59,0.251,0.251,99.248,0.0,0.0,0.251,0.0,0.0,1796657152.0,91275264.0,2952511488.0,3549478912.0,4671.0,2160.0
11-10 01:32:00,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1796657152.0,91275264.0,2952511488.0,3549478912.0,3188.0,1745.0
11-10 01:32:01,0.754,0.251,98.744,0.251,0.0,0.0,0.0,90112.0,1796718592.0,91275264.0,2952515584.0,3549413376.0,5349.0,3598.0
11-10 01:32:02,0.500,0.500,99.0,0.0,0.0,0.0,0.0,221184.0,1796718592.0,91275264.0,2952515584.0,3549413376.0,4275.0,2065.0
11-10 01:32:03,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1796845568.0,91275264.0,2952515584.0,3549286400.0,3242.0,1998.0
11-10 01:32:04,0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,1796845568.0,91275264.0,2952515584.0,3549286400.0,2644.0,1636.0
11-10 01:32:05,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,1796845568.0,91275264.0,2952515584.0,3549286400.0,4647.0,2376.0
11-10 01:32:06,0.501,0.251,97.995,1.253,0.0,0.0,0.0,114688.0,1796845568.0,91275264.0,2952515584.0,3549286400.0,8170.0,5286.0
11-10 01:32:07,0.251,0.251,99.497,0.0,0.0,0.0,0.0,8192.0,1796837376.0,91275264.0,2952523776.0,3549286400.0,3927.0,2675.0
11-10 01:32:08,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1796833280.0,91275264.0,2952527872.0,3549286400.0,7500.0,7433.0
11-10 01:32:09,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1796833280.0,91275264.0,2952527872.0,3549286400.0,3185.0,1927.0
11-10 01:32:10,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1796829184.0,91275264.0,2952531968.0,3549286400.0,2569.0,1656.0
11-10 01:32:11,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1796812800.0,91275264.0,2952531968.0,3549302784.0,4200.0,1962.0
11-10 01:32:12,0.501,0.251,97.995,1.253,0.0,0.0,0.0,122880.0,1796685824.0,91275264.0,2952531968.0,3549429760.0,3113.0,1745.0
11-10 01:32:13,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1796685824.0,91275264.0,2952531968.0,3549429760.0,2569.0,1652.0
11-10 01:32:14,0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,1796685824.0,91275264.0,2952531968.0,3549429760.0,4200.0,1962.0
11-10 01:32:15,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1796677632.0,91275264.0,2952531968.0,3549437952.0,3113.0,1745.0
11-10 01:32:16,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1796677632.0,91275264.0,2952531968.0,3549437952.0,2701.0,2246.0
11-10 01:32:17,0.251,0.501,99.248,0.0,0.0,0.0,0.0,8192.0,1796677632.0,91275264.0,2952531968.0,3549437952.0,5991.0,3253.0
11-10 01:32:18,0.503,0.251,98.995,0.251,0.0,0.0,0.0,40960.0,1796677632.0,91275264.0,2952531968.0,3549437952.0,3299.0,1977.0
11-10 01:32:19,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1796669440.0,91275264.0,2952531968.0,3549446144.0,2569.0,1652.0
11-10 01:32:20,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1796669440.0,91275264.0,2952531968.0,3549446144.0,4200.0,1962.0
11-10 01:32:21,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1796669440.0,91275264.0,2952531968.0,3549446144.0,3167.0,1895.0
11-10 01:32:22,0.503,0.251,99.246,0.0,0.0,0.0,0.0,8192.0,1796669440.0,91275264.0,2952531968.0,3549446144.0,2570.0,1636.0
11-10 01:32:23,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1796669440.0,91275264.0,2952531968.0,3549446144.0,4201.0,1978.0
11-10 01:32:24,0.499,0.249,98.753,0.499,0.0,0.0,0.0,32768.0,1796669440.0,91275264.0,2952531968.0,3549446144.0,3168.0,1895.0
11-10 01:32:25,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1796669440.0,91275264.0,2952531968.0,3549446144.0,2570.0,1652.0
11-10 01:32:26,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1796669440.0,91275264.0,2952531968.0,3549446144.0,4201.0,1962.0
11-10 01:32:27,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1796669440.0,91275264.0,2952531968.0,3549446144.0,3432.0,2027.0
11-10 01:32:28,1.008,0.252,98.741,0.0,0.0,0.0,0.0,237568.0,1796669440.0,91275264.0,2952531968.0,3549446144.0,27143.0,15593.0
11-10 01:32:29,0.500,0.250,99.250,0.0,0.0,0.0,0.0,8192.0,1796657152.0,91275264.0,2952544256.0,3549446144.0,4806.0,2068.0
11-10 01:32:30,5.764,1.003,92.481,0.501,0.0,0.251,0.0,237568.0,1796980736.0,91275264.0,2952548352.0,3549118464.0,29634.0,631048.0
11-10 01:32:31,0.750,0.250,99.0,0.0,0.0,0.0,0.0,0.0,1797218304.0,91275264.0,2952572928.0,3548856320.0,1538.0,2321.0
11-10 01:32:32,0.501,0.251,99.248,0.0,0.0,0.0,0.0,147456.0,1797218304.0,91275264.0,2952572928.0,3548856320.0,6674.0,3354.0
11-10 01:32:33,0.251,0.251,99.499,0.0,0.0,0.0,0.0,24576.0,1797345280.0,91275264.0,2952572928.0,3548729344.0,4491.0,3778.0
11-10 01:32:34,0.501,0.251,99.248,0.0,0.0,0.0,0.0,16384.0,1797214208.0,91275264.0,2952577024.0,3548856320.0,6032.0,3427.0
11-10 01:32:35,1.253,0.251,96.742,1.754,0.0,0.0,0.0,131072.0,1797488640.0,91275264.0,2952589312.0,3548569600.0,6713.0,5732.0
11-10 01:32:36,0.501,0.251,97.744,1.504,0.0,0.0,0.0,221184.0,1797484544.0,91275264.0,2952593408.0,3548569600.0,6043.0,6755.0
11-10 01:32:37,0.251,0.251,99.499,0.0,0.0,0.0,0.0,90112.0,1797484544.0,91275264.0,2952593408.0,3548569600.0,2644.0,1653.0
11-10 01:32:38,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1797484544.0,91275264.0,2952593408.0,3548569600.0,4317.0,2020.0
11-10 01:32:39,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1797484544.0,91275264.0,2952593408.0,3548569600.0,3188.0,2288.0
11-10 01:32:40,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1797357568.0,91275264.0,2952593408.0,3548696576.0,3774.0,4370.0
11-10 01:32:41,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1796784128.0,91275264.0,2952593408.0,3549270016.0,33747991.0,19248.0
11-10 01:32:42,0.251,0.501,98.747,0.501,0.0,0.0,0.0,73728.0,1796784128.0,91275264.0,2952593408.0,3549270016.0,4117.0,9886.0
11-10 01:32:43,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1796784128.0,91275264.0,2952593408.0,3549270016.0,2644.0,1653.0
11-10 01:32:44,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1796780032.0,91275264.0,2952597504.0,3549270016.0,4275.0,1962.0
11-10 01:32:45,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,1796874240.0,91275264.0,2952597504.0,3549175808.0,3386.0,1985.0
11-10 01:32:46,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1796874240.0,91275264.0,2952597504.0,3549175808.0,2908.0,1726.0
