"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","testttt-mse-master-0.novalocal",,,,"User:","cloud-user"
"Cmdline:","dstat --time --cpu --disk --mem --net --output cidds_default.csv 1 200",,,,"Date:","10 Oct 2019 04:06:28 EDT"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
10-10 04:06:40,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1747824640.0,90959872.0,2937364480.0,3613773824.0,3170.0,1984.0
10-10 04:06:41,0.501,1.504,96.992,1.003,0.0,0.0,0.0,98304.0,1749176320.0,90959872.0,2937364480.0,3612422144.0,5125.0,2637.0
10-10 04:06:42,0.503,0.0,99.497,0.0,0.0,0.0,0.0,16384.0,1749405696.0,90959872.0,2937364480.0,3612192768.0,6070.0,5721.0
10-10 04:06:43,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1749372928.0,90959872.0,2937364480.0,3612225536.0,5971.0,18331.0
10-10 04:06:44,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,1749372928.0,90959872.0,2937364480.0,3612225536.0,4693.0,2267.0
10-10 04:06:45,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1749372928.0,90959872.0,2937364480.0,3612225536.0,3340.0,1840.0
10-10 04:06:46,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1749372928.0,90959872.0,2937364480.0,3612225536.0,3752.0,2358.0
10-10 04:06:47,0.251,0.251,98.995,0.503,0.0,0.0,0.0,57344.0,1749356544.0,90959872.0,2937364480.0,3612241920.0,4603.0,2165.0
10-10 04:06:48,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1749229568.0,90959872.0,2937364480.0,3612368896.0,4116.0,2337.0
10-10 04:06:49,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1749221376.0,90959872.0,2937364480.0,3612377088.0,3596.0,2249.0
10-10 04:06:50,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1749467136.0,90959872.0,2937364480.0,3612131328.0,4969.0,2701.0
10-10 04:06:51,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1749467136.0,90959872.0,2937364480.0,3612131328.0,3516.0,2861.0
10-10 04:06:52,0.501,0.251,98.997,0.251,0.0,0.0,0.0,65536.0,1749467136.0,90959872.0,2937364480.0,3612131328.0,6255.0,4729.0
10-10 04:06:53,0.756,0.0,99.244,0.0,0.0,0.0,0.0,0.0,1749467136.0,90959872.0,2937364480.0,3612131328.0,8520.0,3576.0
10-10 04:06:54,0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,1749450752.0,90959872.0,2937372672.0,3612139520.0,4367.0,3379.0
10-10 04:06:55,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1749458944.0,90959872.0,2937380864.0,3612123136.0,4998.0,5885.0
10-10 04:06:56,0.500,0.250,99.0,0.0,0.0,0.250,0.0,0.0,1749458944.0,90959872.0,2937380864.0,3612123136.0,4235.0,1974.0
10-10 04:06:57,0.501,0.501,98.496,0.501,0.0,0.0,0.0,106496.0,1749458944.0,90959872.0,2937380864.0,3612123136.0,3130.0,1745.0
10-10 04:06:58,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1749458944.0,90959872.0,2937380864.0,3612123136.0,2586.0,1653.0
10-10 04:06:59,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1749454848.0,90959872.0,2937384960.0,3612123136.0,5393.0,3730.0
10-10 04:07:00,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1749446656.0,90959872.0,2937393152.0,3612123136.0,3850.0,3390.0
10-10 04:07:01,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1749446656.0,90959872.0,2937393152.0,3612123136.0,4091.0,4122.0
10-10 04:07:02,0.501,0.501,98.747,0.251,0.0,0.0,0.0,10510336.0,1749446656.0,90959872.0,2937393152.0,3612123136.0,5356.0,3255.0
10-10 04:07:03,0.252,0.0,99.748,0.0,0.0,0.0,0.0,8192.0,1749573632.0,90959872.0,2937393152.0,3611996160.0,4446.0,2689.0
10-10 04:07:04,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1749573632.0,90959872.0,2937393152.0,3611996160.0,2955.0,2077.0
10-10 04:07:05,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1749319680.0,90959872.0,2937393152.0,3612250112.0,4376.0,2293.0
10-10 04:07:06,0.750,0.250,99.0,0.0,0.0,0.0,0.0,0.0,1749315584.0,90959872.0,2937380864.0,3612266496.0,3945.0,2359.0
10-10 04:07:07,0.252,0.252,98.992,0.504,0.0,0.0,0.0,548864.0,1749315584.0,90959872.0,2937380864.0,3612266496.0,2685.0,1896.0
10-10 04:07:08,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1749315584.0,90959872.0,2937380864.0,3612266496.0,4220.0,1910.0
10-10 04:07:09,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1749315584.0,90959872.0,2937380864.0,3612266496.0,3133.0,1745.0
10-10 04:07:10,0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,1749315584.0,90959872.0,2937380864.0,3612266496.0,2643.0,1787.0
10-10 04:07:11,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1749315584.0,90959872.0,2937380864.0,3612266496.0,4221.0,1961.0
10-10 04:07:12,0.750,0.250,98.500,0.500,0.0,0.0,0.0,65536.0,1749315584.0,90959872.0,2937380864.0,3612266496.0,3134.0,1745.0
10-10 04:07:13,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1749315584.0,90959872.0,2937380864.0,3612266496.0,2776.0,1869.0
10-10 04:07:14,0.252,0.0,99.748,0.0,0.0,0.0,0.0,16384.0,1749188608.0,90959872.0,2937380864.0,3612393472.0,5330.0,3365.0
10-10 04:07:15,1.008,0.504,98.489,0.0,0.0,0.0,0.0,221184.0,1749184512.0,90959872.0,2937384960.0,3612393472.0,25467.0,14179.0
10-10 04:07:16,10.076,1.259,88.665,0.0,0.0,0.0,0.0,180224.0,1776574464.0,90959872.0,2937393152.0,3584995328.0,24709.0,617834.0
10-10 04:07:17,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1776537600.0,90959872.0,2937413632.0,3585011712.0,6822.0,12262.0
10-10 04:07:18,0.251,0.251,98.995,0.503,0.0,0.0,0.0,90112.0,1776553984.0,90959872.0,2937413632.0,3584995328.0,2493.0,1233.0
10-10 04:07:19,0.756,0.756,98.489,0.0,0.0,0.0,0.0,0.0,1777938432.0,90959872.0,2937421824.0,3583602688.0,4622.0,4206.0
10-10 04:07:20,0.752,0.501,98.747,0.0,0.0,0.0,0.0,40960.0,1780273152.0,90959872.0,2937421824.0,3581267968.0,9378.0,5012.0
10-10 04:07:21,0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,1779490816.0,90959872.0,2937425920.0,3582046208.0,4118.0,2205.0
10-10 04:07:22,0.752,0.251,98.747,0.0,0.0,0.251,0.0,32768.0,1779326976.0,90959872.0,2937430016.0,3582205952.0,9325.0,14339.0
10-10 04:07:23,0.251,0.251,98.995,0.503,0.0,0.0,0.0,114688.0,1779462144.0,90959872.0,2937438208.0,3582062592.0,4699.0,2151.0
10-10 04:07:24,1.003,0.251,98.747,0.0,0.0,0.0,0.0,0.0,1779453952.0,90959872.0,2937438208.0,3582070784.0,4341.0,4517.0
10-10 04:07:25,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1779445760.0,90959872.0,2937438208.0,3582078976.0,2924.0,5243.0
10-10 04:07:26,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1779437568.0,90959872.0,2937438208.0,3582087168.0,6716.0,14407.0
10-10 04:07:27,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1779404800.0,90959872.0,2937438208.0,3582119936.0,2924.0,1370.0
10-10 04:07:28,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1779388416.0,90959872.0,2937438208.0,3582136320.0,3350.0,1844.0
10-10 04:07:29,0.750,0.250,98.0,1.0,0.0,0.0,0.0,73728.0,1779236864.0,90959872.0,2937438208.0,3582287872.0,6522.0,3104.0
10-10 04:07:30,0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,1779236864.0,90959872.0,2937438208.0,3582287872.0,4721.0,2460.0
10-10 04:07:31,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1779068928.0,90959872.0,2937446400.0,3582447616.0,3219.0,2146.0
10-10 04:07:32,0.501,0.501,98.997,0.0,0.0,0.0,0.0,180224.0,1779068928.0,90959872.0,2937446400.0,3582447616.0,4727.0,2637.0
10-10 04:07:33,0.253,0.0,99.747,0.0,0.0,0.0,0.0,16384.0,1778921472.0,90959872.0,2937450496.0,3582590976.0,4562.0,3496.0
10-10 04:07:34,0.752,0.501,98.246,0.501,0.0,0.0,0.0,311296.0,1778917376.0,90959872.0,2937454592.0,3582590976.0,25235.0,13672.0
10-10 04:07:35,0.501,0.501,98.997,0.0,0.0,0.0,0.0,8192.0,1778905088.0,90959872.0,2937466880.0,3582590976.0,4815.0,2068.0
10-10 04:07:36,4.020,1.256,94.472,0.0,0.0,0.251,0.0,172032.0,1804120064.0,90959872.0,2937466880.0,3557376000.0,28074.0,629481.0
10-10 04:07:37,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1804222464.0,90959872.0,2937491456.0,3557249024.0,1490.0,2259.0
10-10 04:07:38,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1804222464.0,90959872.0,2937491456.0,3557249024.0,5391.0,3186.0
10-10 04:07:39,0.500,0.0,99.0,0.500,0.0,0.0,0.0,49152.0,1804222464.0,90959872.0,2937491456.0,3557249024.0,3551.0,3332.0
10-10 04:07:40,0.503,0.251,99.246,0.0,0.0,0.0,0.0,49152.0,1806446592.0,90959872.0,2937491456.0,3555024896.0,7579.0,4207.0
10-10 04:07:41,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1806458880.0,90959872.0,2937495552.0,3555008512.0,5878.0,4043.0
10-10 04:07:42,0.500,0.500,99.0,0.0,0.0,0.0,0.0,262144.0,1806589952.0,90959872.0,2937507840.0,3554865152.0,6766.0,8385.0
10-10 04:07:43,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1806462976.0,90959872.0,2937507840.0,3554992128.0,2881.0,1653.0
10-10 04:07:44,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1806462976.0,90959872.0,2937507840.0,3554992128.0,4275.0,1961.0
10-10 04:07:45,0.501,0.251,98.997,0.251,0.0,0.0,0.0,40960.0,1806462976.0,90959872.0,2937507840.0,3554992128.0,3188.0,1745.0
10-10 04:07:46,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1806462976.0,90959872.0,2937507840.0,3554992128.0,2908.0,1960.0
10-10 04:07:47,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1806413824.0,90959872.0,2937507840.0,3555041280.0,7610.0,11317.0
10-10 04:07:48,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1806286848.0,90959872.0,2937507840.0,3555168256.0,5084.0,17064.0
10-10 04:07:49,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1806413824.0,90959872.0,2937507840.0,3555041280.0,3206.0,4711.0
10-10 04:07:50,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1806413824.0,90959872.0,2937507840.0,3555041280.0,4275.0,1961.0
10-10 04:07:51,0.250,0.250,99.0,0.500,0.0,0.0,0.0,24576.0,1806397440.0,90959872.0,2937507840.0,3555057664.0,3254.0,1877.0
10-10 04:07:52,0.0,0.251,99.749,0.0,0.0,0.0,0.0,8192.0,1806381056.0,90959872.0,2937507840.0,3555074048.0,3040.0,1851.0
10-10 04:07:53,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1806254080.0,90959872.0,2937507840.0,3555201024.0,4275.0,1977.0
10-10 04:07:54,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1806245888.0,90959872.0,2937507840.0,3555209216.0,3242.0,1895.0
10-10 04:07:55,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1806245888.0,90959872.0,2937507840.0,3555209216.0,2698.0,1787.0
10-10 04:07:56,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1806245888.0,90959872.0,2937507840.0,3555209216.0,4275.0,1961.0
10-10 04:07:57,0.752,0.251,98.747,0.251,0.0,0.0,0.0,32768.0,1806245888.0,90959872.0,2937507840.0,3555209216.0,3242.0,1895.0
10-10 04:07:58,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1806245888.0,90959872.0,2937507840.0,3555209216.0,2962.0,1935.0
10-10 04:07:59,0.503,0.0,99.497,0.0,0.0,0.0,0.0,16384.0,1806245888.0,90959872.0,2937507840.0,3555209216.0,10410.0,5297.0
10-10 04:08:00,0.750,0.500,98.500,0.0,0.0,0.250,0.0,49152.0,1806241792.0,90959872.0,2937511936.0,3555209216.0,5794.0,3670.0
10-10 04:08:01,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1806258176.0,90959872.0,2937520128.0,3555184640.0,4450.0,7414.0
10-10 04:08:02,0.500,0.250,99.250,0.0,0.0,0.0,0.0,155648.0,1806262272.0,90959872.0,2937524224.0,3555176448.0,4218.0,2088.0
10-10 04:08:03,0.251,0.251,98.747,0.752,0.0,0.0,0.0,81920.0,1806389248.0,90959872.0,2937524224.0,3555049472.0,3155.0,1910.0
10-10 04:08:04,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1806389248.0,90959872.0,2937524224.0,3555049472.0,2701.0,1785.0
10-10 04:08:05,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1806389248.0,90959872.0,2937524224.0,3555049472.0,4200.0,2048.0
10-10 04:08:06,0.750,0.250,99.0,0.0,0.0,0.0,0.0,0.0,1806389248.0,90959872.0,2937524224.0,3555049472.0,3245.0,1877.0
10-10 04:08:07,0.0,0.251,99.749,0.0,0.0,0.0,0.0,57344.0,1806385152.0,90959872.0,2937528320.0,3555049472.0,2569.0,1637.0
10-10 04:08:08,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1806385152.0,90959872.0,2937528320.0,3555049472.0,4200.0,1977.0
10-10 04:08:09,0.251,0.251,98.997,0.501,0.0,0.0,0.0,73728.0,1806385152.0,90959872.0,2937528320.0,3555049472.0,3245.0,1811.0
10-10 04:08:10,0.501,0.251,99.248,0.0,0.0,0.0,0.0,8192.0,1806385152.0,90959872.0,2937528320.0,3555049472.0,4410.0,3094.0
10-10 04:08:11,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1806368768.0,90959872.0,2937528320.0,3555065856.0,4332.0,2043.0
10-10 04:08:12,0.251,0.251,99.497,0.0,0.0,0.0,0.0,40960.0,1806368768.0,90959872.0,2937528320.0,3555065856.0,3113.0,1745.0
10-10 04:08:13,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1806360576.0,90959872.0,2937528320.0,3555074048.0,2623.0,1803.0
10-10 04:08:14,0.250,0.500,99.250,0.0,0.0,0.0,0.0,0.0,1806360576.0,90959872.0,2937528320.0,3555074048.0,4200.0,1961.0
10-10 04:08:15,0.251,0.251,98.492,1.005,0.0,0.0,0.0,49152.0,1806360576.0,90959872.0,2937528320.0,3555074048.0,3114.0,1745.0
10-10 04:08:16,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1806360576.0,90959872.0,2937528320.0,3555074048.0,2624.0,1803.0
10-10 04:08:17,0.501,0.251,98.747,0.501,0.0,0.0,0.0,131072.0,1806356480.0,90959872.0,2937532416.0,3555074048.0,4201.0,1961.0
10-10 04:08:18,0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,1806356480.0,90959872.0,2937532416.0,3555074048.0,3114.0,1761.0
10-10 04:08:19,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1806241792.0,90959872.0,2937536512.0,3555184640.0,2624.0,1787.0
10-10 04:08:20,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1806241792.0,90959872.0,2937536512.0,3555184640.0,4465.0,2093.0
10-10 04:08:21,0.251,0.501,99.248,0.0,0.0,0.0,0.0,24576.0,1806241792.0,90959872.0,2937536512.0,3555184640.0,7592.0,4076.0
10-10 04:08:22,0.756,0.252,98.741,0.252,0.0,0.0,0.0,221184.0,1806237696.0,90959872.0,2937540608.0,3555184640.0,22347.0,13285.0
10-10 04:08:23,4.511,1.504,93.484,0.501,0.0,0.0,0.0,229376.0,1814884352.0,90959872.0,2937552896.0,3546525696.0,24296.0,518185.0
10-10 04:08:24,3.526,0.504,95.970,0.0,0.0,0.0,0.0,24576.0,1815179264.0,90959872.0,2937561088.0,3546222592.0,9802.0,113803.0
10-10 04:08:25,0.250,0.250,99.250,0.0,0.0,0.250,0.0,0.0,1815183360.0,90959872.0,2937573376.0,3546206208.0,1490.0,2259.0
10-10 04:08:26,0.503,0.503,97.487,1.508,0.0,0.0,0.0,196608.0,1815183360.0,90959872.0,2937573376.0,3546206208.0,6104.0,3431.0
10-10 04:08:27,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1815183360.0,90959872.0,2937573376.0,3546206208.0,2970.0,2800.0
10-10 04:08:28,0.750,0.250,98.750,0.250,0.0,0.0,0.0,49152.0,1815183360.0,90959872.0,2937573376.0,3546206208.0,7620.0,4689.0
10-10 04:08:29,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1815052288.0,90959872.0,2937577472.0,3546333184.0,4506.0,2275.0
10-10 04:08:30,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1815060480.0,90959872.0,2937585664.0,3546316800.0,4859.0,3985.0
10-10 04:08:31,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1815060480.0,90959872.0,2937585664.0,3546316800.0,2922.0,1679.0
10-10 04:08:32,0.251,0.251,99.246,0.251,0.0,0.0,0.0,155648.0,1815060480.0,90959872.0,2937585664.0,3546316800.0,4274.0,1961.0
10-10 04:08:33,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1815187456.0,90959872.0,2937585664.0,3546189824.0,3253.0,1827.0
10-10 04:08:34,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1815027712.0,90959872.0,2937585664.0,3546349568.0,3941.0,4462.0
10-10 04:08:35,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1814884352.0,90959872.0,2937585664.0,3546492928.0,7091.0,13643.0
10-10 04:08:36,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1814757376.0,90959872.0,2937585664.0,3546619904.0,5123.0,15228.0
10-10 04:08:37,0.501,0.251,98.747,0.501,0.0,0.0,0.0,98304.0,1814749184.0,90959872.0,2937585664.0,3546628096.0,2643.0,1637.0
10-10 04:08:38,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1814749184.0,90959872.0,2937585664.0,3546628096.0,4340.0,2109.0
10-10 04:08:39,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1814732800.0,90959872.0,2937585664.0,3546644480.0,3187.0,1745.0
10-10 04:08:40,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1814716416.0,90959872.0,2937585664.0,3546660864.0,2775.0,1703.0
10-10 04:08:41,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1814712320.0,90959872.0,2937589760.0,3546660864.0,4274.0,1961.0
10-10 04:08:42,0.251,0.251,99.499,0.0,0.0,0.0,0.0,90112.0,1814704128.0,90959872.0,2937589760.0,3546669056.0,3241.0,1895.0
10-10 04:08:43,0.501,0.0,98.496,1.003,0.0,0.0,0.0,49152.0,1814704128.0,90959872.0,2937589760.0,3546669056.0,2697.0,1803.0
10-10 04:08:44,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1814704128.0,90959872.0,2937589760.0,3546669056.0,4274.0,1977.0
10-10 04:08:45,0.251,0.251,99.497,0.0,0.0,0.0,0.0,16384.0,1814704128.0,90959872.0,2937589760.0,3546669056.0,5050.0,3518.0
10-10 04:08:46,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1814704128.0,90959872.0,2937589760.0,3546669056.0,3813.0,2076.0
10-10 04:08:47,0.501,0.251,99.248,0.0,0.0,0.0,0.0,8192.0,1814695936.0,90959872.0,2937597952.0,3546669056.0,6660.0,3782.0
10-10 04:08:48,0.500,0.250,98.750,0.500,0.0,0.0,0.0,73728.0,1814695936.0,90959872.0,2937597952.0,3546669056.0,5646.0,6988.0
10-10 04:08:49,0.0,0.252,99.748,0.0,0.0,0.0,0.0,0.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,2635.0,1747.0
10-10 04:08:50,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,4200.0,1981.0
10-10 04:08:51,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,3113.0,1745.0
10-10 04:08:52,0.501,0.251,99.248,0.0,0.0,0.0,0.0,90112.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,2569.0,1637.0
10-10 04:08:53,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,4200.0,1977.0
10-10 04:08:54,0.251,0.251,99.246,0.251,0.0,0.0,0.0,65536.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,3113.0,1745.0
10-10 04:08:55,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,2701.0,1719.0
10-10 04:08:56,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,4200.0,1961.0
10-10 04:08:57,0.251,0.251,99.499,0.0,0.0,0.0,0.0,8192.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,4085.0,2422.0
10-10 04:08:58,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,3610.0,2525.0
10-10 04:08:59,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,4200.0,1961.0
10-10 04:09:00,0.500,0.250,98.250,1.0,0.0,0.0,0.0,32768.0,1814683648.0,90959872.0,2937602048.0,3546677248.0,3113.0,1745.0
10-10 04:09:01,0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,1814667264.0,90959872.0,2937602048.0,3546693632.0,2623.0,1803.0
10-10 04:09:02,0.501,0.251,99.248,0.0,0.0,0.0,0.0,40960.0,1814667264.0,90959872.0,2937602048.0,3546693632.0,4200.0,1961.0
10-10 04:09:03,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1814667264.0,90959872.0,2937602048.0,3546693632.0,3114.0,1761.0
10-10 04:09:04,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1814667264.0,90959872.0,2937602048.0,3546693632.0,2624.0,1787.0
10-10 04:09:05,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1814667264.0,90959872.0,2937602048.0,3546693632.0,4201.0,1961.0
10-10 04:09:06,0.500,0.250,98.500,0.750,0.0,0.0,0.0,65536.0,1814667264.0,90959872.0,2937602048.0,3546693632.0,3114.0,1745.0
10-10 04:09:07,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1814667264.0,90959872.0,2937602048.0,3546693632.0,2756.0,1869.0
10-10 04:09:08,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1814667264.0,90959872.0,2937602048.0,3546693632.0,4333.0,2027.0
10-10 04:09:09,0.754,0.251,98.995,0.0,0.0,0.0,0.0,229376.0,1814663168.0,90959872.0,2937606144.0,3546693632.0,27285.0,15828.0
10-10 04:09:10,0.250,0.250,99.250,0.0,0.0,0.250,0.0,8192.0,1814654976.0,90959872.0,2937614336.0,3546693632.0,3147.0,2422.0
10-10 04:09:11,4.534,0.504,94.962,0.0,0.0,0.0,0.0,172032.0,1815080960.0,90959872.0,2937618432.0,3546263552.0,27327.0,621927.0
10-10 04:09:12,0.251,0.251,97.744,1.754,0.0,0.0,0.0,106496.0,1815068672.0,90959872.0,2937638912.0,3546255360.0,5735.0,12047.0
10-10 04:09:13,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1815068672.0,90959872.0,2937638912.0,3546255360.0,3032.0,1800.0
10-10 04:09:14,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1815068672.0,90959872.0,2937638912.0,3546255360.0,5498.0,4194.0
10-10 04:09:15,0.501,0.251,99.248,0.0,0.0,0.0,0.0,40960.0,1815064576.0,90959872.0,2937643008.0,3546255360.0,8053.0,4495.0
10-10 04:09:16,0.756,0.504,98.741,0.0,0.0,0.0,0.0,0.0,1815203840.0,90959872.0,2937647104.0,3546112000.0,4247.0,3415.0
10-10 04:09:17,0.501,0.251,98.747,0.501,0.0,0.0,0.0,122880.0,1815080960.0,90959872.0,2937659392.0,3546222592.0,7238.0,8549.0
