"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","testttt-mse-master-0.novalocal",,,,"User:","cloud-user"
"Cmdline:","dstat --time --cpu --disk --mem --net --output cidds_8_2.csv 1 200",,,,"Date:","11 Oct 2019 02:02:43 EDT"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
11-10 02:03:15,0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,1733128192.0,91279360.0,2955272192.0,3610243072.0,3130.0,1745.0
11-10 02:03:16,0.251,0.251,98.995,0.503,0.0,0.0,0.0,32768.0,1733120000.0,91279360.0,2955272192.0,3610251264.0,2719.0,1703.0
11-10 02:03:17,0.503,0.251,99.246,0.0,0.0,0.0,0.0,10469376.0,1733373952.0,91279360.0,2955272192.0,3609997312.0,5180.0,2654.0
11-10 02:03:18,0.250,0.500,99.250,0.0,0.0,0.0,0.0,0.0,1733373952.0,91279360.0,2955272192.0,3609997312.0,3187.0,1911.0
11-10 02:03:19,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1733373952.0,91279360.0,2955272192.0,3609997312.0,2589.0,1637.0
11-10 02:03:20,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1733373952.0,91279360.0,2955272192.0,3609997312.0,5033.0,2575.0
11-10 02:03:21,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1733246976.0,91279360.0,2955272192.0,3610124288.0,3187.0,1895.0
11-10 02:03:22,0.503,0.251,98.995,0.251,0.0,0.0,0.0,212992.0,1733246976.0,91279360.0,2955272192.0,3610124288.0,2589.0,1637.0
11-10 02:03:23,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1733246976.0,91279360.0,2955272192.0,3610124288.0,4220.0,1977.0
11-10 02:03:24,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1733246976.0,91279360.0,2955272192.0,3610124288.0,3187.0,1895.0
11-10 02:03:25,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1733246976.0,91279360.0,2955272192.0,3610124288.0,2590.0,1637.0
11-10 02:03:26,0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,1733246976.0,91279360.0,2955272192.0,3610124288.0,4221.0,1961.0
11-10 02:03:27,0.501,0.251,98.496,0.752,0.0,0.0,0.0,270336.0,1733246976.0,91279360.0,2955272192.0,3610124288.0,3320.0,1961.0
11-10 02:03:28,1.0,0.500,98.500,0.0,0.0,0.0,0.0,24576.0,1733246976.0,91279360.0,2955272192.0,3610124288.0,6973.0,3988.0
11-10 02:03:29,0.754,0.251,98.995,0.0,0.0,0.0,0.0,204800.0,1733242880.0,91279360.0,2955276288.0,3610124288.0,23155.0,12854.0
11-10 02:03:30,9.524,1.003,89.223,0.251,0.0,0.0,0.0,180224.0,1762979840.0,91279360.0,2955288576.0,3580375040.0,25337.0,620999.0
11-10 02:03:31,0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1763201024.0,91279360.0,2955313152.0,3580129280.0,5245.0,11963.0
11-10 02:03:32,0.251,0.251,99.497,0.0,0.0,0.0,0.0,57344.0,1763340288.0,91279360.0,2955317248.0,3579985920.0,4597.0,2414.0
11-10 02:03:33,0.251,0.251,98.995,0.503,0.0,0.0,0.0,106496.0,1763340288.0,91279360.0,2955317248.0,3579985920.0,4345.0,3570.0
11-10 02:03:34,0.503,0.251,99.246,0.0,0.0,0.0,0.0,40960.0,1763213312.0,91279360.0,2955317248.0,3580112896.0,6220.0,3218.0
11-10 02:03:35,0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,1763352576.0,91279360.0,2955321344.0,3579969536.0,5902.0,3757.0
11-10 02:03:36,1.003,0.251,98.496,0.0,0.0,0.251,0.0,0.0,1763356672.0,91279360.0,2955333632.0,3579953152.0,7027.0,7527.0
11-10 02:03:37,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1763356672.0,91279360.0,2955333632.0,3579953152.0,3067.0,3076.0
11-10 02:03:38,1.003,0.0,98.997,0.0,0.0,0.0,0.0,0.0,1763356672.0,91279360.0,2955333632.0,3579953152.0,4285.0,1962.0
11-10 02:03:39,0.251,0.251,98.747,0.752,0.0,0.0,0.0,57344.0,1763356672.0,91279360.0,2955333632.0,3579953152.0,3198.0,1744.0
11-10 02:03:40,0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1763356672.0,91279360.0,2955333632.0,3579953152.0,2720.0,1762.0
11-10 02:03:41,0.250,0.500,99.250,0.0,0.0,0.0,0.0,0.0,1763180544.0,91279360.0,2955333632.0,3580129280.0,5852.0,4817.0
11-10 02:03:42,0.752,0.251,98.997,0.0,0.0,0.0,0.0,16384.0,1763164160.0,91279360.0,2955333632.0,3580145664.0,5936.0,14171.0
11-10 02:03:43,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1763164160.0,91279360.0,2955333632.0,3580145664.0,2654.0,5165.0
11-10 02:03:44,0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,1763037184.0,91279360.0,2955333632.0,3580272640.0,4285.0,1962.0
11-10 02:03:45,0.251,0.251,98.744,0.754,0.0,0.0,0.0,40960.0,1763020800.0,91279360.0,2955333632.0,3580289024.0,3264.0,1876.0
11-10 02:03:46,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1762988032.0,91279360.0,2955333632.0,3580321792.0,3050.0,1894.0
11-10 02:03:47,0.251,0.0,99.749,0.0,0.0,0.0,0.0,163840.0,1762988032.0,91279360.0,2955333632.0,3580321792.0,4608.0,2027.0
11-10 02:03:48,0.251,0.501,99.248,0.0,0.0,0.0,0.0,16384.0,1765081088.0,91279360.0,2955337728.0,3578224640.0,5389.0,3313.0
11-10 02:03:49,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1765076992.0,91279360.0,2955341824.0,3578224640.0,7394.0,7662.0
11-10 02:03:50,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1765068800.0,91279360.0,2955350016.0,3578224640.0,5977.0,2784.0
11-10 02:03:51,0.251,0.251,98.995,0.503,0.0,0.0,0.0,98304.0,1765056512.0,91279360.0,2955354112.0,3578232832.0,3195.0,2105.0
11-10 02:03:52,0.503,0.0,99.497,0.0,0.0,0.0,0.0,65536.0,1765056512.0,91279360.0,2955354112.0,3578232832.0,8363.0,4354.0
11-10 02:03:53,0.500,0.500,98.750,0.250,0.0,0.0,0.0,196608.0,1764925440.0,91279360.0,2955358208.0,3578359808.0,22765.0,13328.0
11-10 02:03:54,0.252,0.0,99.748,0.0,0.0,0.0,0.0,8192.0,1764913152.0,91279360.0,2955370496.0,3578359808.0,3524.0,2002.0
11-10 02:03:55,3.759,1.253,94.737,0.0,0.0,0.251,0.0,163840.0,1790287872.0,91279360.0,2955370496.0,3552985088.0,27409.0,628398.0
11-10 02:03:56,0.501,0.0,99.248,0.251,0.0,0.0,0.0,49152.0,1790382080.0,91279360.0,2955386880.0,3552874496.0,3678.0,1587.0
11-10 02:03:57,0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,1790382080.0,91279360.0,2955386880.0,3552874496.0,4108.0,2875.0
11-10 02:03:58,0.501,0.251,99.248,0.0,0.0,0.0,0.0,24576.0,1790382080.0,91279360.0,2955386880.0,3552874496.0,4206.0,3716.0
11-10 02:03:59,0.501,0.251,99.248,0.0,0.0,0.0,0.0,24576.0,1790382080.0,91279360.0,2955386880.0,3552874496.0,7907.0,3979.0
11-10 02:04:00,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1790398464.0,91279360.0,2955403264.0,3552841728.0,5090.0,4792.0
11-10 02:04:01,0.250,0.250,99.0,0.500,0.0,0.0,0.0,32768.0,1790398464.0,91279360.0,2955403264.0,3552841728.0,5746.0,7022.0
11-10 02:04:02,0.501,0.251,99.248,0.0,0.0,0.0,0.0,40960.0,1790394368.0,91279360.0,2955407360.0,3552841728.0,4450.0,1977.0
11-10 02:04:03,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1790394368.0,91279360.0,2955407360.0,3552841728.0,3188.0,1761.0
11-10 02:04:04,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1790394368.0,91279360.0,2955407360.0,3552841728.0,2644.0,1637.0
11-10 02:04:05,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1790394368.0,91279360.0,2955407360.0,3552841728.0,4539.0,2225.0
11-10 02:04:06,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1790218240.0,91279360.0,2955407360.0,3553017856.0,6488.0,9521.0
11-10 02:04:07,0.251,0.251,98.995,0.503,0.0,0.0,0.0,172032.0,1790218240.0,91279360.0,2955407360.0,3553017856.0,5173.0,21764.0
11-10 02:04:08,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1790218240.0,91279360.0,2955407360.0,3553017856.0,4275.0,1977.0
11-10 02:04:09,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1790218240.0,91279360.0,2955407360.0,3553017856.0,3188.0,1745.0
11-10 02:04:10,0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,1790185472.0,91279360.0,2955407360.0,3553050624.0,2710.0,1769.0
11-10 02:04:11,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1790177280.0,91279360.0,2955407360.0,3553058816.0,4671.0,2159.0
11-10 02:04:12,0.501,0.251,99.248,0.0,0.0,0.0,0.0,8192.0,1790177280.0,91279360.0,2955407360.0,3553058816.0,3188.0,1745.0
11-10 02:04:13,0.251,0.0,99.246,0.503,0.0,0.0,0.0,32768.0,1790177280.0,91279360.0,2955407360.0,3553058816.0,2698.0,1803.0
11-10 02:04:14,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1790177280.0,91279360.0,2955407360.0,3553058816.0,4329.0,2127.0
11-10 02:04:15,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1790177280.0,91279360.0,2955407360.0,3553058816.0,3188.0,1745.0
11-10 02:04:16,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1790177280.0,91279360.0,2955407360.0,3553058816.0,2698.0,2331.0
11-10 02:04:17,0.501,0.251,99.248,0.0,0.0,0.0,0.0,155648.0,1792274432.0,91279360.0,2955407360.0,3550961664.0,7968.0,4113.0
11-10 02:04:18,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1792401408.0,91279360.0,2955407360.0,3550834688.0,7051.0,3589.0
11-10 02:04:19,0.503,0.251,97.990,1.256,0.0,0.0,0.0,81920.0,1792507904.0,91279360.0,2955411456.0,3550724096.0,2497.0,2029.0
11-10 02:04:20,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1792503808.0,91279360.0,2955415552.0,3550724096.0,6081.0,7120.0
11-10 02:04:21,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1792376832.0,91279360.0,2955415552.0,3550851072.0,3131.0,1785.0
11-10 02:04:22,0.251,0.251,99.497,0.0,0.0,0.0,0.0,65536.0,1792372736.0,91279360.0,2955419648.0,3550851072.0,2569.0,1657.0
11-10 02:04:23,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1792372736.0,91279360.0,2955419648.0,3550851072.0,4200.0,1977.0
11-10 02:04:24,0.252,0.252,99.244,0.252,0.0,0.0,0.0,57344.0,1792372736.0,91279360.0,2955419648.0,3550851072.0,3113.0,1745.0
11-10 02:04:25,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1792372736.0,91279360.0,2955419648.0,3550851072.0,2569.0,1653.0
11-10 02:04:26,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1792372736.0,91279360.0,2955419648.0,3550851072.0,4200.0,1961.0
11-10 02:04:27,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1792364544.0,91279360.0,2955419648.0,3550859264.0,3245.0,1811.0
11-10 02:04:28,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,1792364544.0,91279360.0,2955419648.0,3550859264.0,3315.0,2262.0
11-10 02:04:29,0.500,0.250,99.0,0.0,0.0,0.250,0.0,8192.0,1792364544.0,91279360.0,2955419648.0,3550859264.0,5299.0,2777.0
11-10 02:04:30,0.251,0.251,98.997,0.501,0.0,0.0,0.0,57344.0,1792364544.0,91279360.0,2955419648.0,3550859264.0,3245.0,1827.0
11-10 02:04:31,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1792364544.0,91279360.0,2955419648.0,3550859264.0,2569.0,1653.0
11-10 02:04:32,0.501,0.251,99.248,0.0,0.0,0.0,0.0,40960.0,1792380928.0,91279360.0,2955427840.0,3550834688.0,4254.0,2111.0
11-10 02:04:33,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1792380928.0,91279360.0,2955427840.0,3550834688.0,3113.0,1761.0
11-10 02:04:34,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1792380928.0,91279360.0,2955427840.0,3550834688.0,2570.0,1637.0
11-10 02:04:35,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1792380928.0,91279360.0,2955427840.0,3550834688.0,4255.0,2111.0
11-10 02:04:36,0.752,0.251,97.744,1.253,0.0,0.0,0.0,73728.0,1792380928.0,91279360.0,2955427840.0,3550834688.0,3114.0,1745.0
11-10 02:04:37,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1792380928.0,91279360.0,2955427840.0,3550834688.0,2570.0,1653.0
11-10 02:04:38,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1792380928.0,91279360.0,2955427840.0,3550834688.0,4387.0,2220.0
11-10 02:04:39,0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,1792380928.0,91279360.0,2955427840.0,3550834688.0,3246.0,2312.0
11-10 02:04:40,1.005,0.251,98.744,0.0,0.0,0.0,0.0,229376.0,1792380928.0,91279360.0,2955427840.0,3550834688.0,27214.0,15584.0
11-10 02:04:41,4.963,0.993,93.300,0.744,0.0,0.0,0.0,163840.0,1798848512.0,91279360.0,2955444224.0,3544350720.0,18890.0,515657.0
11-10 02:04:42,3.015,0.251,96.482,0.0,0.0,0.251,0.0,98304.0,1798979584.0,91279360.0,2955456512.0,3544207360.0,14543.0,118718.0
11-10 02:04:43,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1798955008.0,91279360.0,2955464704.0,3544223744.0,1490.0,826.0
11-10 02:04:44,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1798955008.0,91279360.0,2955464704.0,3544223744.0,7039.0,5349.0
11-10 02:04:45,0.503,0.251,99.246,0.0,0.0,0.0,0.0,40960.0,1799081984.0,91279360.0,2955464704.0,3544096768.0,6785.0,3252.0
11-10 02:04:46,0.501,0.251,98.747,0.501,0.0,0.0,0.0,57344.0,1798950912.0,91279360.0,2955468800.0,3544223744.0,3243.0,1942.0
11-10 02:04:47,0.503,0.251,99.246,0.0,0.0,0.0,0.0,204800.0,1798963200.0,91279360.0,2955472896.0,3544207360.0,11256.0,15292.0
11-10 02:04:48,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1799229440.0,91279360.0,2955476992.0,3543937024.0,3426.0,1959.0
11-10 02:04:49,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1799225344.0,91279360.0,2955481088.0,3543937024.0,2822.0,1637.0
11-10 02:04:50,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1799225344.0,91279360.0,2955481088.0,3543937024.0,6239.0,11262.0
11-10 02:04:51,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1799098368.0,91279360.0,2955481088.0,3544064000.0,7313.0,20413.0
11-10 02:04:52,0.500,0.250,98.750,0.500,0.0,0.0,0.0,98304.0,1799081984.0,91279360.0,2955481088.0,3544080384.0,2843.0,1835.0
11-10 02:04:53,0.501,0.251,98.997,0.251,0.0,0.0,0.0,73728.0,1799049216.0,91279360.0,2955481088.0,3544113152.0,4276.0,1977.0
11-10 02:04:54,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1799049216.0,91279360.0,2955481088.0,3544113152.0,3189.0,1761.0
11-10 02:04:55,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1798922240.0,91279360.0,2955481088.0,3544240128.0,2645.0,1637.0
11-10 02:04:56,0.501,0.0,99.499,0.0,0.0,0.0,0.0,24576.0,1798918144.0,91279360.0,2955485184.0,3544240128.0,5410.0,3016.0
11-10 02:04:57,0.251,0.251,99.497,0.0,0.0,0.0,0.0,40960.0,1798897664.0,91279360.0,2955489280.0,3544256512.0,3820.0,2273.0
11-10 02:04:58,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1798897664.0,91279360.0,2955489280.0,3544256512.0,3086.0,1995.0
11-10 02:04:59,0.501,0.251,98.747,0.501,0.0,0.0,0.0,57344.0,1798877184.0,91279360.0,2955493376.0,3544272896.0,6646.0,2774.0
11-10 02:05:00,1.247,0.499,98.005,0.249,0.0,0.0,0.0,49152.0,1798873088.0,91279360.0,2955497472.0,3544272896.0,6148.0,4040.0
11-10 02:05:01,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1798897664.0,91279360.0,2955505664.0,3544240128.0,2623.0,1852.0
11-10 02:05:02,0.501,0.251,97.995,1.253,0.0,0.0,0.0,278528.0,1798897664.0,91279360.0,2955505664.0,3544240128.0,4200.0,2699.0
11-10 02:05:03,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1798897664.0,91279360.0,2955505664.0,3544240128.0,3113.0,1761.0
11-10 02:05:04,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1798897664.0,91279360.0,2955505664.0,3544240128.0,2767.0,1878.0
11-10 02:05:05,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1798897664.0,91279360.0,2955505664.0,3544240128.0,4200.0,2026.0
11-10 02:05:06,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1798897664.0,91279360.0,2955505664.0,3544240128.0,3443.0,2139.0
11-10 02:05:07,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,1798897664.0,91279360.0,2955505664.0,3544240128.0,2569.0,1594.0
11-10 02:05:08,0.251,0.251,99.246,0.251,0.0,0.0,0.0,65536.0,1798897664.0,91279360.0,2955505664.0,3544240128.0,5179.0,2638.0
11-10 02:05:09,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1798897664.0,91279360.0,2955505664.0,3544240128.0,3215.0,1965.0
11-10 02:05:10,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1798897664.0,91279360.0,2955505664.0,3544240128.0,2569.0,1637.0
11-10 02:05:11,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1798881280.0,91279360.0,2955505664.0,3544256512.0,4200.0,1961.0
11-10 02:05:12,0.501,0.251,99.248,0.0,0.0,0.0,0.0,16384.0,1798881280.0,91279360.0,2955505664.0,3544256512.0,3167.0,1895.0
11-10 02:05:13,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1798881280.0,91279360.0,2955505664.0,3544256512.0,2569.0,1653.0
11-10 02:05:14,0.251,0.251,98.747,0.752,0.0,0.0,0.0,40960.0,1798881280.0,91279360.0,2955505664.0,3544256512.0,4200.0,1961.0
11-10 02:05:15,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1798864896.0,91279360.0,2955505664.0,3544272896.0,3980.0,2525.0
11-10 02:05:16,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,1798864896.0,91279360.0,2955505664.0,3544272896.0,2569.0,1637.0
11-10 02:05:17,0.251,0.251,99.497,0.0,0.0,0.0,0.0,32768.0,1798864896.0,91279360.0,2955505664.0,3544272896.0,4200.0,1961.0
11-10 02:05:18,0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,1798864896.0,91279360.0,2955505664.0,3544272896.0,3299.0,1977.0
11-10 02:05:19,0.752,0.251,98.747,0.0,0.0,0.251,0.0,139264.0,1798864896.0,91279360.0,2955505664.0,3544272896.0,16651.0,7919.0
11-10 02:05:20,0.500,0.250,98.750,0.500,0.0,0.0,0.0,180224.0,1798852608.0,91279360.0,2955517952.0,3544272896.0,14192.0,9016.0
11-10 02:05:21,6.030,1.005,92.965,0.0,0.0,0.0,0.0,172032.0,1799270400.0,91279360.0,2955522048.0,3543851008.0,31106.0,631524.0
11-10 02:05:22,0.251,0.251,99.499,0.0,0.0,0.0,0.0,106496.0,1799397376.0,91279360.0,2955538432.0,3543707648.0,1490.0,2265.0
11-10 02:05:23,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1799397376.0,91279360.0,2955538432.0,3543707648.0,6038.0,3055.0
11-10 02:05:24,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1799397376.0,91279360.0,2955538432.0,3543707648.0,2904.0,3052.0
11-10 02:05:25,0.750,0.250,98.500,0.500,0.0,0.0,0.0,90112.0,1799270400.0,91279360.0,2955538432.0,3543834624.0,7313.0,4649.0
11-10 02:05:26,0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1799458816.0,91279360.0,2955542528.0,3543642112.0,6340.0,4430.0
11-10 02:05:27,0.503,0.251,99.246,0.0,0.0,0.0,0.0,8192.0,1799409664.0,91279360.0,2955558912.0,3543674880.0,8942.0,13116.0
11-10 02:05:28,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1799409664.0,91279360.0,2955558912.0,3543674880.0,2924.0,1695.0
11-10 02:05:29,0.499,0.499,98.753,0.0,0.0,0.249,0.0,0.0,1799409664.0,91279360.0,2955558912.0,3543674880.0,6239.0,11260.0
11-10 02:05:30,0.252,0.252,99.244,0.252,0.0,0.0,0.0,81920.0,1799405568.0,91279360.0,2955563008.0,3543674880.0,5389.0,6915.0
11-10 02:05:31,0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1800122368.0,91279360.0,2955563008.0,3542958080.0,4635.0,15388.0
11-10 02:05:32,0.251,0.251,99.497,0.0,0.0,0.0,0.0,106496.0,1800019968.0,91279360.0,2955567104.0,3543056384.0,4276.0,1918.0
