"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","testttt-mse-master-0.novalocal",,,,"User:","cloud-user"
"Cmdline:","dstat --time --cpu --disk --mem --net --output cidds_8_1.csv 1 200",,,,"Date:","11 Oct 2019 01:55:13 EDT"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
11-10 01:55:30,0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1730588672.0,91279360.0,2954788864.0,3613265920.0,2661.0,1637.0
11-10 01:55:31,0.501,0.251,98.997,0.251,0.0,0.0,0.0,57344.0,1730592768.0,91279360.0,2954792960.0,3613257728.0,3204.0,1745.0
11-10 01:55:32,0.251,0.251,99.497,0.0,0.0,0.0,0.0,49152.0,1730592768.0,91279360.0,2954792960.0,3613257728.0,4293.0,1977.0
11-10 01:55:33,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1730592768.0,91279360.0,2954792960.0,3613257728.0,3057.0,1851.0
11-10 01:55:34,0.504,0.0,99.496,0.0,0.0,0.0,0.0,0.0,1730465792.0,91279360.0,2954792960.0,3613384704.0,3204.0,1745.0
11-10 01:55:35,0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,1730465792.0,91279360.0,2954792960.0,3613384704.0,4281.0,2003.0
11-10 01:55:36,0.503,0.251,99.246,0.0,0.0,0.0,0.0,16384.0,1730465792.0,91279360.0,2954792960.0,3613384704.0,4738.0,3456.0
11-10 01:55:37,0.501,0.251,96.742,2.506,0.0,0.0,0.0,81920.0,1730465792.0,91279360.0,2954792960.0,3613384704.0,4876.0,2877.0
11-10 01:55:38,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1730457600.0,91279360.0,2954801152.0,3613384704.0,6145.0,2682.0
11-10 01:55:39,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1730457600.0,91279360.0,2954801152.0,3613384704.0,4467.0,6771.0
11-10 01:55:40,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1730457600.0,91279360.0,2954801152.0,3613384704.0,3147.0,1806.0
11-10 01:55:41,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1730314240.0,91279360.0,2954801152.0,3613528064.0,4266.0,2015.0
11-10 01:55:42,0.251,0.251,98.995,0.503,0.0,0.0,0.0,49152.0,1730314240.0,91279360.0,2954801152.0,3613528064.0,2586.0,1636.0
11-10 01:55:43,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1730441216.0,91279360.0,2954801152.0,3613401088.0,3129.0,1762.0
11-10 01:55:44,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1730437120.0,91279360.0,2954805248.0,3613401088.0,4218.0,1961.0
11-10 01:55:45,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1730310144.0,91279360.0,2954805248.0,3613528064.0,2586.0,1679.0
11-10 01:55:46,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1730310144.0,91279360.0,2954805248.0,3613528064.0,3262.0,1769.0
11-10 01:55:47,0.500,0.250,98.250,1.0,0.0,0.0,0.0,10657792.0,1730310144.0,91279360.0,2954805248.0,3613528064.0,5180.0,2585.0
11-10 01:55:48,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1730310144.0,91279360.0,2954805248.0,3613528064.0,2643.0,1898.0
11-10 01:55:49,0.251,0.0,99.497,0.0,0.0,0.251,0.0,0.0,1730310144.0,91279360.0,2954805248.0,3613528064.0,3264.0,1769.0
11-10 01:55:50,0.750,0.250,99.0,0.0,0.0,0.0,0.0,0.0,1730428928.0,91279360.0,2954805248.0,3613409280.0,4969.0,2585.0
11-10 01:55:51,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1730428928.0,91279360.0,2954805248.0,3613409280.0,2709.0,1819.0
11-10 01:55:52,0.251,0.251,99.497,0.0,0.0,0.0,0.0,417792.0,1730428928.0,91279360.0,2954805248.0,3613409280.0,3132.0,1703.0
11-10 01:55:53,0.500,0.500,96.500,2.500,0.0,0.0,0.0,49152.0,1730428928.0,91279360.0,2954805248.0,3613409280.0,4221.0,1977.0
11-10 01:55:54,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1730428928.0,91279360.0,2954805248.0,3613409280.0,2643.0,1845.0
11-10 01:55:55,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1730428928.0,91279360.0,2954805248.0,3613409280.0,3132.0,1703.0
11-10 01:55:56,0.504,0.0,99.496,0.0,0.0,0.0,0.0,0.0,1730301952.0,91279360.0,2954805248.0,3613536256.0,4222.0,1961.0
11-10 01:55:57,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1730301952.0,91279360.0,2954805248.0,3613536256.0,2818.0,1937.0
11-10 01:55:58,0.251,0.251,99.497,0.0,0.0,0.0,0.0,16384.0,1730301952.0,91279360.0,2954805248.0,3613536256.0,4014.0,2261.0
11-10 01:55:59,0.998,0.499,97.756,0.748,0.0,0.0,0.0,270336.0,1730285568.0,91279360.0,2954821632.0,3613536256.0,27249.0,14849.0
11-10 01:56:00,6.784,0.754,92.462,0.0,0.0,0.0,0.0,122880.0,1749442560.0,91279360.0,2954825728.0,3594375168.0,16668.0,513231.0
11-10 01:56:01,3.518,0.503,95.980,0.0,0.0,0.0,0.0,81920.0,1757929472.0,91279360.0,2954846208.0,3585867776.0,14228.0,118213.0
11-10 01:56:02,0.252,0.0,99.748,0.0,0.0,0.0,0.0,49152.0,1757929472.0,91279360.0,2954846208.0,3585867776.0,3703.0,1879.0
11-10 01:56:03,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1757802496.0,91279360.0,2954846208.0,3585994752.0,4696.0,4069.0
11-10 01:56:04,0.756,0.0,98.741,0.504,0.0,0.0,0.0,131072.0,1757802496.0,91279360.0,2954846208.0,3585994752.0,6832.0,3361.0
11-10 01:56:05,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1760038912.0,91279360.0,2954850304.0,3583754240.0,5969.0,4030.0
11-10 01:56:06,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1760043008.0,91279360.0,2954862592.0,3583737856.0,6795.0,8797.0
11-10 01:56:07,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1760043008.0,91279360.0,2954862592.0,3583737856.0,3610.0,1762.0
11-10 01:56:08,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1760043008.0,91279360.0,2954862592.0,3583737856.0,4286.0,1961.0
11-10 01:56:09,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1760043008.0,91279360.0,2954862592.0,3583737856.0,2654.0,1636.0
11-10 01:56:10,0.251,0.251,98.997,0.501,0.0,0.0,0.0,40960.0,1760026624.0,91279360.0,2954862592.0,3583754240.0,3263.0,1854.0
11-10 01:56:11,0.750,0.250,98.750,0.0,0.0,0.250,0.0,0.0,1759850496.0,91279360.0,2954862592.0,3583930368.0,4484.0,2133.0
11-10 01:56:12,0.251,0.501,99.248,0.0,0.0,0.0,0.0,8192.0,1759723520.0,91279360.0,2954862592.0,3584057344.0,6492.0,13142.0
11-10 01:56:13,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1759723520.0,91279360.0,2954862592.0,3584057344.0,3466.0,8895.0
11-10 01:56:14,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1759723520.0,91279360.0,2954862592.0,3584057344.0,4286.0,1961.0
11-10 01:56:15,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1759707136.0,91279360.0,2954862592.0,3584073728.0,2720.0,1768.0
11-10 01:56:16,0.501,0.251,98.997,0.251,0.0,0.0,0.0,40960.0,1759674368.0,91279360.0,2954862592.0,3584106496.0,3593.0,1944.0
11-10 01:56:17,0.251,0.251,99.497,0.0,0.0,0.0,0.0,155648.0,1759801344.0,91279360.0,2954862592.0,3583979520.0,4286.0,1977.0
11-10 01:56:18,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1759797248.0,91279360.0,2954866688.0,3583979520.0,2654.0,1652.0
11-10 01:56:19,0.501,0.251,99.248,0.0,0.0,0.0,0.0,16384.0,1759670272.0,91279360.0,2954866688.0,3584106496.0,7636.0,4144.0
11-10 01:56:20,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1759666176.0,91279360.0,2954870784.0,3584106496.0,5826.0,2635.0
11-10 01:56:21,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1759657984.0,91279360.0,2954878976.0,3584106496.0,4460.0,6884.0
11-10 01:56:22,0.251,0.251,98.997,0.501,0.0,0.0,0.0,114688.0,1759657984.0,91279360.0,2954878976.0,3584106496.0,3140.0,1785.0
11-10 01:56:23,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1759657984.0,91279360.0,2954878976.0,3584106496.0,4211.0,2627.0
11-10 01:56:24,1.256,0.251,98.492,0.0,0.0,0.0,0.0,245760.0,1759653888.0,91279360.0,2954883072.0,3584106496.0,26504.0,15118.0
11-10 01:56:25,0.750,0.250,99.0,0.0,0.0,0.0,0.0,8192.0,1759645696.0,91279360.0,2954891264.0,3584106496.0,3727.0,1852.0
11-10 01:56:26,4.762,1.003,93.985,0.251,0.0,0.0,0.0,163840.0,1785131008.0,91279360.0,2954899456.0,3558612992.0,29963.0,629855.0
11-10 01:56:27,0.0,0.252,98.741,1.008,0.0,0.0,0.0,147456.0,1785225216.0,91279360.0,2954915840.0,3558502400.0,1490.0,2267.0
11-10 01:56:28,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1785098240.0,91279360.0,2954915840.0,3558629376.0,4369.0,2312.0
11-10 01:56:29,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1785098240.0,91279360.0,2954915840.0,3558629376.0,4573.0,3683.0
11-10 01:56:30,0.754,0.251,98.995,0.0,0.0,0.0,0.0,49152.0,1787179008.0,91279360.0,2954915840.0,3556548608.0,7515.0,4194.0
11-10 01:56:31,0.251,0.503,99.246,0.0,0.0,0.0,0.0,0.0,1787338752.0,91279360.0,2954932224.0,3556372480.0,4922.0,3719.0
11-10 01:56:32,0.501,0.251,99.248,0.0,0.0,0.0,0.0,49152.0,1787334656.0,91279360.0,2954936320.0,3556372480.0,9993.0,13565.0
11-10 01:56:33,0.251,0.251,98.997,0.501,0.0,0.0,0.0,90112.0,1787334656.0,91279360.0,2954936320.0,3556372480.0,2882.0,1653.0
11-10 01:56:34,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1787334656.0,91279360.0,2954936320.0,3556372480.0,4557.0,4462.0
11-10 01:56:35,0.503,0.251,97.739,1.508,0.0,0.0,0.0,212992.0,1787334656.0,91279360.0,2954936320.0,3556372480.0,7093.0,13771.0
11-10 01:56:36,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1787047936.0,91279360.0,2954936320.0,3556659200.0,4595.0,15388.0
11-10 01:56:37,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1787158528.0,91279360.0,2954936320.0,3556548608.0,3188.0,1702.0
11-10 01:56:38,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1787158528.0,91279360.0,2954936320.0,3556548608.0,4277.0,1961.0
11-10 01:56:39,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1787158528.0,91279360.0,2954936320.0,3556548608.0,2645.0,1637.0
11-10 01:56:40,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1787158528.0,91279360.0,2954936320.0,3556548608.0,3188.0,1745.0
11-10 01:56:41,0.503,0.251,98.995,0.251,0.0,0.0,0.0,40960.0,1786982400.0,91279360.0,2954936320.0,3556724736.0,5656.0,3287.0
11-10 01:56:42,0.251,0.0,99.749,0.0,0.0,0.0,0.0,16384.0,1786978304.0,91279360.0,2954940416.0,3556724736.0,3252.0,2177.0
11-10 01:56:43,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1786978304.0,91279360.0,2954940416.0,3556724736.0,5563.0,2727.0
11-10 01:56:44,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1786970112.0,91279360.0,2954948608.0,3556724736.0,5609.0,2550.0
11-10 01:56:45,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1786970112.0,91279360.0,2954948608.0,3556724736.0,2569.0,1833.0
11-10 01:56:46,0.0,0.251,99.497,0.251,0.0,0.0,0.0,40960.0,1786953728.0,91279360.0,2954948608.0,3556741120.0,3112.0,2395.0
11-10 01:56:47,0.251,0.251,99.499,0.0,0.0,0.0,0.0,155648.0,1786953728.0,91279360.0,2954948608.0,3556741120.0,4201.0,1977.0
11-10 01:56:48,0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,1786953728.0,91279360.0,2954948608.0,3556741120.0,2569.0,1653.0
11-10 01:56:49,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1786953728.0,91279360.0,2954948608.0,3556741120.0,3112.0,1745.0
11-10 01:56:50,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1786826752.0,91279360.0,2954948608.0,3556868096.0,4201.0,1961.0
11-10 01:56:51,0.501,0.251,98.997,0.0,0.0,0.251,0.0,8192.0,1786818560.0,91279360.0,2954948608.0,3556876288.0,3679.0,2380.0
11-10 01:56:52,0.251,0.251,99.246,0.251,0.0,0.0,0.0,155648.0,1786814464.0,91279360.0,2954952704.0,3556876288.0,3166.0,1911.0
11-10 01:56:53,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1786814464.0,91279360.0,2954952704.0,3556876288.0,4201.0,1977.0
11-10 01:56:54,0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,1786814464.0,91279360.0,2954952704.0,3556876288.0,2569.0,1637.0
11-10 01:56:55,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1786814464.0,91279360.0,2954952704.0,3556876288.0,3166.0,1895.0
11-10 01:56:56,0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,1786814464.0,91279360.0,2954952704.0,3556876288.0,4201.0,1961.0
11-10 01:56:57,0.501,0.251,98.747,0.501,0.0,0.0,0.0,65536.0,1786941440.0,91279360.0,2954952704.0,3556749312.0,2569.0,1637.0
11-10 01:56:58,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1786941440.0,91279360.0,2954952704.0,3556749312.0,3166.0,2013.0
11-10 01:56:59,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1786941440.0,91279360.0,2954952704.0,3556749312.0,4201.0,1961.0
11-10 01:57:00,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1786925056.0,91279360.0,2954952704.0,3556765696.0,3382.0,2251.0
11-10 01:57:01,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1786925056.0,91279360.0,2954952704.0,3556765696.0,3298.0,1961.0
11-10 01:57:02,0.251,0.251,99.497,0.0,0.0,0.0,0.0,172032.0,1786925056.0,91279360.0,2954952704.0,3556765696.0,5335.0,3382.0
11-10 01:57:03,1.003,0.251,98.246,0.501,0.0,0.0,0.0,319488.0,1786916864.0,91279360.0,2954960896.0,3556765696.0,25229.0,13550.0
11-10 01:57:04,1.500,0.250,98.250,0.0,0.0,0.0,0.0,8192.0,1788895232.0,91279360.0,2954969088.0,3554779136.0,9329.0,3364.0
11-10 01:57:05,6.533,1.256,91.960,0.0,0.251,0.0,0.0,172032.0,1795977216.0,91279360.0,2954981376.0,3547684864.0,24854.0,630976.0
11-10 01:57:06,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1795989504.0,91279360.0,2954985472.0,3547668480.0,1490.0,826.0
11-10 01:57:07,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1795989504.0,91279360.0,2954985472.0,3547668480.0,5173.0,4154.0
11-10 01:57:08,0.503,0.251,98.744,0.503,0.0,0.0,0.0,106496.0,1796116480.0,91279360.0,2954985472.0,3547541504.0,6126.0,3203.0
11-10 01:57:09,0.754,0.251,98.995,0.0,0.0,0.0,0.0,16384.0,1796128768.0,91279360.0,2954989568.0,3547525120.0,6787.0,5072.0
11-10 01:57:10,0.750,0.250,99.0,0.0,0.0,0.0,0.0,0.0,1796259840.0,91279360.0,2955001856.0,3547381760.0,4569.0,3829.0
11-10 01:57:11,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1796259840.0,91279360.0,2955001856.0,3547381760.0,7368.0,7079.0
11-10 01:57:12,0.252,0.0,99.748,0.0,0.0,0.0,0.0,8192.0,1796255744.0,91279360.0,2955005952.0,3547381760.0,2644.0,1637.0
11-10 01:57:13,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1796255744.0,91279360.0,2955005952.0,3547381760.0,3229.0,1803.0
11-10 01:57:14,0.250,0.250,99.0,0.500,0.0,0.0,0.0,49152.0,1796255744.0,91279360.0,2955005952.0,3547381760.0,4342.0,2172.0
11-10 01:57:15,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1796222976.0,91279360.0,2955005952.0,3547414528.0,3708.0,2433.0
11-10 01:57:16,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1796206592.0,91279360.0,2955005952.0,3547430912.0,4856.0,9925.0
11-10 01:57:17,0.251,0.251,99.497,0.0,0.0,0.0,0.0,106496.0,1796206592.0,91279360.0,2955005952.0,3547430912.0,6833.0,14448.0
11-10 01:57:18,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1796206592.0,91279360.0,2955005952.0,3547430912.0,3507.0,8462.0
11-10 01:57:19,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1796190208.0,91279360.0,2955005952.0,3547447296.0,3253.0,1877.0
11-10 01:57:20,0.251,0.251,99.246,0.251,0.0,0.0,0.0,81920.0,1796173824.0,91279360.0,2955005952.0,3547463680.0,4408.0,2027.0
11-10 01:57:21,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1796173824.0,91279360.0,2955005952.0,3547463680.0,2908.0,1785.0
11-10 01:57:22,0.251,0.251,99.497,0.0,0.0,0.0,0.0,24576.0,1796173824.0,91279360.0,2955005952.0,3547463680.0,3187.0,1847.0
11-10 01:57:23,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1796173824.0,91279360.0,2955005952.0,3547463680.0,4330.0,2127.0
11-10 01:57:24,0.499,0.249,99.002,0.0,0.0,0.249,0.0,0.0,1796046848.0,91279360.0,2955005952.0,3547590656.0,2698.0,1787.0
11-10 01:57:25,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1796046848.0,91279360.0,2955005952.0,3547590656.0,3187.0,1745.0
11-10 01:57:26,0.501,0.0,99.248,0.251,0.0,0.0,0.0,73728.0,1796038656.0,91279360.0,2955014144.0,3547590656.0,4330.0,2111.0
11-10 01:57:27,0.251,0.251,99.497,0.0,0.0,0.0,0.0,40960.0,1796038656.0,91279360.0,2955014144.0,3547590656.0,2962.0,1935.0
11-10 01:57:28,0.500,0.500,99.0,0.0,0.0,0.0,0.0,24576.0,1796038656.0,91279360.0,2955014144.0,3547590656.0,7911.0,4792.0
11-10 01:57:29,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1796038656.0,91279360.0,2955014144.0,3547590656.0,6756.0,3183.0
11-10 01:57:30,0.504,0.0,99.496,0.0,0.0,0.0,0.0,0.0,1796034560.0,91279360.0,2955018240.0,3547590656.0,4671.0,5743.0
11-10 01:57:31,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1796046848.0,91279360.0,2955030528.0,3547566080.0,3184.0,3354.0
11-10 01:57:32,0.251,0.251,99.248,0.251,0.0,0.0,0.0,131072.0,1796046848.0,91279360.0,2955030528.0,3547566080.0,4201.0,2611.0
11-10 01:57:33,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1796046848.0,91279360.0,2955030528.0,3547566080.0,2569.0,1653.0
11-10 01:57:34,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1796046848.0,91279360.0,2955030528.0,3547566080.0,3112.0,1745.0
11-10 01:57:35,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1796173824.0,91279360.0,2955030528.0,3547439104.0,4201.0,1961.0
11-10 01:57:36,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1796173824.0,91279360.0,2955030528.0,3547439104.0,2611.0,1679.0
11-10 01:57:37,0.500,0.250,98.750,0.500,0.0,0.0,0.0,139264.0,1796173824.0,91279360.0,2955030528.0,3547439104.0,3112.0,1745.0
11-10 01:57:38,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1796173824.0,91279360.0,2955030528.0,3547439104.0,5146.0,2657.0
11-10 01:57:39,0.251,0.251,99.497,0.0,0.0,0.0,0.0,8192.0,1796173824.0,91279360.0,2955030528.0,3547439104.0,3547.0,2314.0
11-10 01:57:40,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1796173824.0,91279360.0,2955030528.0,3547439104.0,3298.0,2020.0
11-10 01:57:41,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1796157440.0,91279360.0,2955030528.0,3547455488.0,4201.0,1918.0
11-10 01:57:42,0.251,0.251,99.499,0.0,0.0,0.0,0.0,16384.0,1796157440.0,91279360.0,2955030528.0,3547455488.0,2569.0,1739.0
11-10 01:57:43,0.251,0.251,99.248,0.251,0.0,0.0,0.0,40960.0,1796157440.0,91279360.0,2955030528.0,3547455488.0,3167.0,1911.0
11-10 01:57:44,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1796157440.0,91279360.0,2955030528.0,3547455488.0,4202.0,1977.0
11-10 01:57:45,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1796157440.0,91279360.0,2955030528.0,3547455488.0,2570.0,1637.0
11-10 01:57:46,0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,1796157440.0,91279360.0,2955030528.0,3547455488.0,3167.0,1895.0
11-10 01:57:47,0.251,0.251,99.497,0.0,0.0,0.0,0.0,16384.0,1796157440.0,91279360.0,2955030528.0,3547455488.0,4202.0,1961.0
11-10 01:57:48,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1796157440.0,91279360.0,2955030528.0,3547455488.0,2702.0,1719.0
11-10 01:57:49,0.251,0.251,99.248,0.251,0.0,0.0,0.0,65536.0,1796157440.0,91279360.0,2955030528.0,3547455488.0,3299.0,1961.0
11-10 01:57:50,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1796149248.0,91279360.0,2955030528.0,3547463680.0,4202.0,1977.0
11-10 01:57:51,1.005,0.251,98.744,0.0,0.0,0.0,0.0,147456.0,1796149248.0,91279360.0,2955030528.0,3547463680.0,18127.0,8793.0
11-10 01:57:52,0.501,0.251,98.997,0.251,0.0,0.0,0.0,90112.0,1796132864.0,91279360.0,2955046912.0,3547463680.0,12161.0,8589.0
11-10 01:57:53,6.266,0.752,92.732,0.0,0.0,0.251,0.0,180224.0,1796157440.0,91279360.0,2955046912.0,3547439104.0,27294.0,618421.0
11-10 01:57:54,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1796444160.0,91279360.0,2955063296.0,3547136000.0,5245.0,11967.0
11-10 01:57:55,0.251,0.251,98.997,0.501,0.0,0.0,0.0,57344.0,1796444160.0,91279360.0,2955063296.0,3547136000.0,2033.0,1636.0
11-10 01:57:56,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1796440064.0,91279360.0,2955067392.0,3547136000.0,6908.0,4881.0
11-10 01:57:57,0.501,0.251,98.997,0.251,0.0,0.0,0.0,57344.0,1796435968.0,91279360.0,2955071488.0,3547136000.0,6580.0,3633.0
11-10 01:57:58,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1796452352.0,91279360.0,2955071488.0,3547119616.0,4598.0,3053.0
11-10 01:57:59,0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,1796460544.0,91279360.0,2955079680.0,3547103232.0,10354.0,14211.0
11-10 01:58:00,0.501,0.251,98.747,0.501,0.0,0.0,0.0,81920.0,1796452352.0,91279360.0,2955087872.0,3547103232.0,2882.0,1637.0
11-10 01:58:01,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1796452352.0,91279360.0,2955087872.0,3547103232.0,4288.0,4339.0
11-10 01:58:02,0.251,0.251,99.499,0.0,0.0,0.0,0.0,81920.0,1796452352.0,91279360.0,2955087872.0,3547103232.0,5140.0,8682.0
